AppTimestamp(s),MAC,Frequency,RSSI
0.3204,20:23:00:00:00:90,2437,-52
0.3204,20:23:00:00:00:01,2437,-59
0.3204,20:23:00:00:00:73,2437,-64
0.3204,20:23:00:00:00:09,5200,-72
0.3204,20:23:00:00:00:55,2427,-74
0.3204,20:23:00:00:00:44,2462,-81
2.251,20:23:00:00:00:90,2437,-55
2.251,20:23:00:00:00:01,2437,-61
2.251,20:23:00:00:00:73,2437,-71
2.251,20:23:00:00:00:09,5200,-72
2.251,20:23:00:00:00:55,2427,-84
2.251,20:23:00:00:00:82,2462,-84
4.2437,20:23:00:00:00:90,2437,-56
4.2437,20:23:00:00:00:01,2437,-66
4.2437,20:23:00:00:00:73,2437,-67
4.2437,20:23:00:00:00:09,5200,-73
4.2437,20:23:00:00:00:12,2417,-78
4.2437,20:23:00:00:03:11,2462,-78
6.2249,20:23:00:00:00:90,2437,-56
6.2249,20:23:00:00:00:01,2437,-58
6.2249,20:23:00:00:00:73,2437,-65
6.2249,20:23:00:00:00:09,5200,-66
6.2249,20:23:00:00:00:55,2427,-79
6.2249,20:23:00:00:00:12,2417,-81
8.2239,20:23:00:00:00:90,2437,-56
8.2239,20:23:00:00:00:01,2437,-57
8.2239,20:23:00:00:00:73,2437,-67
8.2239,20:23:00:00:00:09,5200,-73
8.2239,20:23:00:00:00:12,2417,-77
8.2239,20:23:00:00:00:15,2452,-82
10.2737,20:23:00:00:00:90,2437,-57
10.2737,20:23:00:00:00:73,2437,-65
10.2737,20:23:00:00:00:01,2437,-67
10.2737,20:23:00:00:00:09,5200,-71
10.2737,20:23:00:00:00:12,2417,-76
10.2737,20:23:00:00:00:44,2462,-81
12.2261,20:23:00:00:00:01,2437,-55
12.2261,20:23:00:00:00:90,2437,-58
12.2261,20:23:00:00:00:73,2437,-63
12.2261,20:23:00:00:00:09,5200,-70
12.2261,20:23:00:00:00:12,2417,-70
12.2261,20:23:00:00:00:55,2427,-81
14.2252,20:23:00:00:00:90,2437,-60
14.2252,20:23:00:00:00:01,2437,-66
14.2252,20:23:00:00:00:73,2437,-68
14.2252,20:23:00:00:00:09,5200,-69
14.2252,20:23:00:00:00:12,2417,-73
14.2252,20:23:00:00:00:55,2427,-83
16.2429,20:23:00:00:00:90,2437,-57
16.2429,20:23:00:00:00:01,2437,-57
16.2429,20:23:00:00:00:73,2437,-61
16.2429,20:23:00:00:00:09,5200,-65
