AppTimestamp(s),MAC,Frequency,RSSI
0.3204,20:23:00:00:00:90,2437,-52
0.3204,20:23:00:00:00:01,2437,-59
0.3204,20:23:00:00:00:73,2437,-64
0.3204,20:23:00:00:00:09,5200,-72
0.3204,20:23:00:00:00:55,2427,-74
0.3204,20:23:00:00:00:44,2462,-81
0.3204,20:23:00:00:00:82,2462,-82
0.3204,20:23:00:00:00:45,2412,-87
0.3204,20:23:00:00:00:79,5220,-88
0.3204,20:23:00:00:00:80,5220,-92
2.251,20:23:00:00:00:90,2437,-55
2.251,20:23:00:00:00:01,2437,-61
2.251,20:23:00:00:00:73,2437,-71
2.251,20:23:00:00:00:09,5200,-72
2.251,20:23:00:00:00:55,2427,-84
2.251,20:23:00:00:00:82,2462,-84
2.251,20:23:00:00:00:80,5220,-86
2.251,20:23:00:00:03:11,2462,-89
4.2437,20:23:00:00:00:90,2437,-56
4.2437,20:23:00:00:00:01,2437,-66
4.2437,20:23:00:00:00:73,2437,-67
4.2437,20:23:00:00:00:09,5200,-73
4.2437,20:23:00:00:00:12,2417,-78
4.2437,20:23:00:00:03:11,2462,-78
4.2437,20:23:00:00:00:44,2462,-80
4.2437,20:23:00:00:00:15,2452,-83
4.2437,20:23:00:00:00:82,2462,-83
4.2437,20:23:00:00:00:55,2427,-85
4.2437,20:23:00:00:00:45,2412,-90
4.2437,20:23:00:00:00:65,2437,-90
4.2437,20:23:00:00:00:69,2422,-91
4.2437,20:23:00:00:00:89,2452,-91
6.2249,20:23:00:00:00:90,2437,-56
6.2249,20:23:00:00:00:01,2437,-58
6.2249,20:23:00:00:00:73,2437,-65
6.2249,20:23:00:00:00:09,5200,-66
6.2249,20:23:00:00:00:55,2427,-79
6.2249,20:23:00:00:00:12,2417,-81
6.2249,20:23:00:00:00:44,2462,-81
6.2249,20:23:00:00:00:65,2437,-85
6.2249,20:23:00:00:00:45,2412,-87
6.2249,20:23:00:00:00:80,5220,-87
6.2249,20:23:00:00:00:15,2452,-90
6.2249,20:23:00:00:00:69,2422,-92
6.2249,20:23:00:00:01:71,2462,-95
6.2249,20:23:00:00:01:81,2462,-96
8.2239,20:23:00:00:00:90,2437,-56
8.2239,20:23:00:00:00:01,2437,-57
8.2239,20:23:00:00:00:73,2437,-67
8.2239,20:23:00:00:00:09,5200,-73
8.2239,20:23:00:00:00:12,2417,-77
8.2239,20:23:00:00:00:15,2452,-82
