AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0396,2267.204,-0.03432,-0.56074,0.29816
0.0426,2267.224,-0.58471,-0.72018,0.39406
0.0553,2267.2441,-0.59204,-0.80998,0.18392
0.0712,2267.2641,-0.05998,-0.79043,0.0251
0.1223,2267.2841,0.62236,-0.83563,-0.06775
0.1261,2267.3041,0.7708,-1.21498,-0.1771
0.1301,2267.3242,0.0121,-1.8741,-0.09524
0.1492,2267.3442,-0.98849,-1.54485,0.2554
0.1726,2267.3642,-1.67144,-1.24186,0.40567
0.1887,2267.3843,-1.68916,-1.07387,0.40933
0.2081,2267.4043,-1.68121,-1.27912,0.34275
0.2379,2267.4242,-1.82843,-1.94802,0.49669
0.2484,2267.4442,-2.4228,-2.89058,0.88153
0.2758,2267.4642,-2.27009,-3.79833,1.29631
0.2924,2267.4842,-0.19987,-0.61022,0.54495
0.3102,2267.5042,0.47514,-0.00791,0.04526
0.3567,2267.5242,-0.03188,-0.97063,0.67323
0.3583,2267.5442,-0.59265,-1.13068,0.99454
0.3715,2267.5642,-0.45154,-0.05006,0.67323
0.3881,2267.5842,-0.14306,0.69886,-0.03293
0.4088,2267.6042,0.18131,0.24743,0.15582
0.4293,2267.6242,0.37985,0.17352,0.11856
0.4504,2267.6442,0.33708,0.58768,0.26639
0.476,2267.6642,-0.02455,0.41114,0.09168
0.4939,2267.6842,-0.26828,-0.10626,0.09596
0.5135,2267.7042,-0.03371,-0.29074,0.27067
0.5363,2267.7242,0.23263,-0.4569,0.10024
0.5495,2267.7442,0.10007,-0.57235,-0.00728
0.572,2267.7642,0.1581,-0.86679,-0.02866
0.6128,2267.7842,0.14527,-0.84907,-0.04943
0.6148,2267.8042,0.12634,-0.45262,0.04281
0.6324,2267.8242,-0.02943,-0.34144,0.14544
0.6502,2267.8441,-0.01416,-0.43307,0.29877
0.6699,2267.8641,0.22835,-0.8729,0.32259
0.6881,2267.8841,0.54111,-1.3005,0.29877
0.7101,2267.9041,0.78118,-1.65297,0.28594
0.7281,2267.9241,0.83677,-2.14899,0.33542
0.7485,2267.9441,0.62663,-1.93336,0.29021
0.7705,2267.9641,0.58693,-1.54057,0.28777
0.798,2267.9841,0.78424,-2.0427,0.21752
0.8104,2268.0041,1.01942,-2.32126,0.12162
0.8306,2268.0241,1.10067,-2.19114,0.06969
