AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0389,2267.204,23.1,-29.7,-18.7
0.042,2267.224,23.3,-29.8,-18.4
0.0547,2267.2441,23.6,-29.9,-18.2
0.0706,2267.2641,23.8,-30.1,-18.2
0.1212,2267.2841,24.1,-30.2,-17.9
0.125,2267.3041,24.3,-30.3,-18
0.1294,2267.3242,24.3,-30.3,-17.9
0.1484,2267.3442,24.3,-30.5,-17.8
0.1722,2267.3642,24.3,-30.5,-18
0.1882,2267.3843,21.7,-30,-20.2
0.2076,2267.4043,19.4,-29,-22
0.2369,2267.4242,18.7,-28.2,-24
0.2494,2267.4442,15.2,-27.1,-26.2
0.2697,2267.4642,12.3,-26.3,-29.7
0.2921,2267.4842,10.9,-25.3,-31.1
0.3085,2267.5042,10.6,-25.6,-29.3
0.3563,2267.5242,9.1,-25.9,-30.2
0.358,2267.5442,8.9,-25.4,-31.7
0.3712,2267.5642,8.5,-25,-30.7
0.3877,2267.5842,7.4,-25,-31.3
0.4086,2267.6042,8.1,-25.5,-31.6
0.4285,2267.6242,8.6,-25.3,-32.8
0.4496,2267.6442,8.7,-25.5,-30.1
0.4752,2267.6642,9.5,-25.5,-31.1
0.4928,2267.6842,8.7,-25.5,-31.1
0.5125,2267.7042,9,-25.4,-31.4
0.5313,2267.7242,8.6,-25.3,-31.6
0.549,2267.7442,8.4,-25.4,-31.8
0.5715,2267.7642,8.4,-25.6,-31.7
0.6123,2267.7842,8.3,-25.7,-31.7
0.6143,2267.8042,8.3,-25.8,-31.7
0.6315,2267.8242,8.4,-26,-31.8
0.6496,2267.8441,8.5,-26,-31.8
0.6694,2267.8641,8.6,-26.2,-31.6
0.6877,2267.8841,8.8,-26.4,-31.5
0.7096,2267.9041,8.8,-26.6,-31.3
0.7276,2267.9241,8.7,-26.9,-31.1
0.7478,2267.9441,8.4,-27.1,-31
0.7686,2267.9641,7,-27.5,-30.6
0.794,2267.9841,3.6,-28.1,-30.3
0.8097,2268.0041,0.9,-28.8,-31.1
0.8301,2268.0241,-1,-29.3,-30.7
0.8479,2268.0441,-3.3,-30.2,-27.2
0.8769,2268.0641,-5.4,-31.7,-28.3
0.8938,2268.0841,-6.6,-32.4,-27.5
0.9101,2268.1041,-9.7,-33.3,-23.5
0.9298,2268.1241,-12.8,-34.1,-20.6
0.9523,2268.1441,-17.5,-35.4,-15.7
0.9805,2268.1641,-20,-35.9,-9.2
0.993,2268.1841,-23.2,-36,-0.8
1.014,2268.2041,-23.6,-34.3,5.6
1.0389,2268.2241,-22.9,-32,14.1
1.0578,2268.244,-22.5,-28.8,18.8
1.0787,2268.264,-22.6,-22.9,24
1.0891,2268.284,-22.3,-17.8,26.9
1.1081,2268.304,-21.2,-12.4,30
1.1303,2268.324,-20.4,1.1,32.9
1.1494,2268.344,-18.7,6.8,33.9
1.1686,2268.364,-14.2,10,35.2
1.1895,2268.384,-14.2,15.3,34.4
1.21,2268.404,-19.6,19.7,32.4
1.2269,2268.424,-16.6,20.7,31.8
1.2494,2268.444,-22.2,24.7,28.6
1.2679,2268.464,-19.3,25.4,29.2
1.29,2268.484,-21.3,27.6,26.6
1.3098,2268.504,-24.3,27.1,22.8
1.3394,2268.524,-27.8,25.7,17.5
1.3488,2268.544,-32.1,24.1,12.3
1.3692,2268.564,-34.1,20.9,10.9
1.3891,2268.584,-36.1,16.6,8
1.4088,2268.604,-40.5,12,3.4
1.4307,2268.624,-39.7,5.6,2.4
1.4485,2268.644,-39.2,0.9,0.2
1.4805,2268.6639,-37.3,-6,-3.1
1.4946,2268.6839,-33.5,-11.3,0
1.5096,2268.7039,-30.9,-18.5,-4.2
1.5282,2268.7239,-27.1,-23.3,-4
1.5529,2268.7439,-22.7,-28.2,-5.8
1.568,2268.7639,-18.3,-31.2,-5
1.5919,2268.7839,-13.5,-33.8,-5.9
1.6148,2268.8039,-4.1,-39.4,-6.6
1.6294,2268.8239,0.5,-39.5,-9
1.654,2268.8439,5.9,-39.4,-11.1
1.6735,2268.8639,10.7,-37.2,-12
1.6875,2268.8839,15.5,-35.1,-12.3
1.7107,2268.9039,19.9,-31.4,-15
1.7374,2268.9239,24.1,-25.9,-17.1
1.7548,2268.9439,26.8,-20.5,-20.7
1.7728,2268.9639,28,-14.5,-22.7
1.7892,2268.9839,31,-11.7,-25.4
1.8103,2269.0039,29.9,-7.2,-27.2
1.8291,2269.0239,25.3,0,-30.2
1.8554,2269.0438,26.8,1.7,-29.9
1.8709,2269.0638,16.8,10.3,-36.4
1.8927,2269.0838,16.9,12.4,-32.9
1.9128,2269.1038,12.2,15.6,-32.3
1.93,2269.1238,8.7,17.5,-32.1
1.9487,2269.1438,2.8,19.5,-32.7
1.9705,2269.1638,-3.6,18.8,-33
1.9881,2269.1838,-8.3,17.3,-32.2
2.0217,2269.2038,-13,14.1,-33.4
2.0362,2269.2238,-19.9,10.9,-31.9
2.0561,2269.2438,-23.8,4.8,-30.7
2.0996,2269.2638,-26.2,-0.3,-28.1
2.1126,2269.2838,-28,-6.2,-24.3
2.1138,2269.3038,-29,-11.2,-21.6
2.1315,2269.3238,-29.4,-15.8,-21.3
2.149,2269.3438,-28.6,-22.1,-14.5
2.1737,2269.3638,-28.1,-24.7,-13
2.188,2269.3838,-27.2,-27.2,-8.3
2.2106,2269.4038,-24.9,-29.3,-4.1
2.2332,2269.4238,-24.4,-31,-1.1
2.2486,2269.4438,-22.4,-32.3,3.2
2.2836,2269.4638,-20.3,-32,6.8
2.2973,2269.4837,-19.2,-30.1,11.8
2.3066,2269.5037,-17.4,-29.2,16
2.3292,2269.5237,-17.7,-26.8,17.7
2.3472,2269.5437,-18.9,-24.7,22.7
2.3721,2269.5637,-18,-22.5,24.2
2.3941,2269.5837,-16.2,-17.2,27.8
2.4076,2269.6037,-13,-12.1,34.9
2.4284,2269.6237,-17,-5.2,32.8
2.4497,2269.6437,-10.8,-1.8,37
2.467,2269.6637,-11.1,4.1,36.8
2.4868,2269.6837,-16,7.8,37.2
2.5086,2269.7037,-13,11.8,35.8
2.529,2269.7237,-15.7,14.9,33.5
2.547,2269.7437,-16.5,16.8,32.1
2.5698,2269.7637,-20.9,19.4,30.7
2.6156,2269.7837,-23.6,19.4,26.6
2.6195,2269.8037,-26.5,19.3,23.4
2.6356,2269.8237,-29.4,18,20
2.653,2269.8437,-35.5,16.2,15.1
2.6682,2269.8637,-36.9,12.1,11.3
2.6882,2269.8836,-38.7,6,9.8
2.7073,2269.9036,-39.1,-0.4,6
2.7265,2269.9236,-39.5,-4.3,6.2
2.7496,2269.9436,-37.5,-10.7,7.2
2.7666,2269.9636,-35.3,-14.6,3.6
2.7872,2269.9836,-31.8,-20.1,0.6
2.8088,2270.0036,-29.8,-24.4,-0.9
2.829,2270.0236,-25.7,-30,-2.1
2.8476,2270.0436,-19.8,-33.5,-3.4
2.8689,2270.0636,-15.3,-36.5,-7.9
2.8907,2270.0836,-10.3,-38,-10.3
2.9077,2270.1036,-5,-38,-11.5
2.9289,2270.1236,-0.8,-38.5,-13.3
2.9486,2270.1436,6.5,-36,-16
2.9684,2270.1636,9.8,-33.1,-18.1
2.9888,2270.1836,14.6,-29.4,-21.1
3.0063,2270.2036,17,-27.3,-20.2
3.0269,2270.2236,25.4,-22.7,-24.1
3.0495,2270.2436,22.2,-15.5,-28.8
3.0665,2270.2636,27,-11.6,-28.6
3.0871,2270.2836,25.5,-5,-29.5
3.1082,2270.3036,24.7,0,-30.4
3.1273,2270.3235,21.8,5.4,-31.6
3.1492,2270.3435,19.2,9.9,-31.7
3.1819,2270.3635,15.7,14.8,-31.4
3.1921,2270.3835,8.1,19.3,-33.8
3.2105,2270.4035,2,23.5,-30.5
3.2288,2270.4235,-3.2,23.6,-28.7
3.2479,2270.4435,-10.9,24.2,-29.6
3.2737,2270.4635,-14.8,22.9,-28.5
3.2936,2270.4835,-19.5,18.9,-31.4
3.3153,2270.5035,-23.4,14.8,-28.5
3.3293,2270.5235,-27.2,8.8,-27.9
3.3516,2270.5436,-29.7,2.3,-26.7
3.3771,2270.5636,-30.6,-3.7,-26.1
3.39,2270.5836,-31.9,-10.8,-21.4
3.4093,2270.6036,-31.6,-15.2,-18.7
3.428,2270.6237,-31.7,-19.4,-16.1
3.4481,2270.6437,-30.9,-21.8,-11.9
3.4699,2270.6637,-29.5,-25.3,-7.1
3.4877,2270.6838,-29.2,-26.9,-2.7
3.5079,2270.7038,-29.3,-29,2.6
3.529,2270.7238,-26.9,-28.4,8.5
3.5474,2270.7438,-26.4,-27.6,10
3.5778,2270.7639,-25.5,-24.9,17.1
3.5998,2270.7839,-24.3,-22.2,20.1
3.61,2270.804,-24.3,-18.8,24.2
3.635,2270.8241,-24.6,-15.7,25.1
3.6523,2270.8441,-24.7,-11.4,29.6
3.6792,2270.8642,-24.7,-5.7,29.4
3.6957,2270.8842,-25,-1.6,31.5
3.7113,2270.9043,-25,4.9,31.4
3.7296,2270.9244,-25.3,9.7,29.1
3.752,2270.9445,-25.6,12.6,30
3.7714,2270.9646,-25.8,15.4,28.4
3.7909,2270.9847,-27.3,16.9,27.2
3.8112,2271.0048,-28.2,17.9,24.9
3.8435,2271.0249,-29.6,17.4,23.5
3.8638,2271.045,-31.6,17.6,22.1
3.8842,2271.0651,-33.7,15.2,18.4
3.8997,2271.0852,-35.1,14.1,16.4
3.9188,2271.1053,-37.6,11.2,14.8
3.9346,2271.1253,-39,5.5,11.1
3.9538,2271.1454,-37.6,-0.1,10
3.9775,2271.1655,-38.9,-5.7,8.1
3.9902,2271.1855,-36.4,-10.7,5.3
4.0115,2271.2056,-35,-15.8,5.4
4.0314,2271.2257,-32.5,-21.1,2.3
4.0507,2271.2457,-29.9,-24.3,2.8
4.0709,2271.2658,-25.7,-30.1,-1.6
4.0993,2271.2858,-21,-31.9,-4
4.1142,2271.3059,-16.6,-35,-5.9
4.133,2271.326,-11.7,-37.2,-9.8
4.1496,2271.346,-7,-37.5,-11.4
4.1736,2271.3661,-1.3,-38.6,-14.4
4.1986,2271.3861,2.4,-35.4,-15.9
4.218,2271.4061,8.1,-33.1,-20
4.242,2271.4262,12.6,-29.6,-22.7
4.2811,2271.4462,14.7,-25.5,-25.1
4.2823,2271.4662,17.4,-20.1,-28.1
4.298,2271.4863,18.7,-14.1,-31.4
4.3104,2271.5063,19.3,-8,-32
4.3291,2271.5262,18.8,-2.9,-33.8
4.3494,2271.5462,17.1,2.8,-34.5
4.3721,2271.5662,13.6,8.9,-34.2
4.3907,2271.5863,9.2,13.6,-36
4.4107,2271.6063,5.1,18.6,-35.2
4.433,2271.6263,1,22.2,-32.9
4.4569,2271.6464,-4.2,24.8,-33.2
4.4778,2271.6664,-7.4,24.5,-32
4.4945,2271.6864,-13.9,21.2,-32
4.5116,2271.7064,-18.7,16.4,-29.5
4.5301,2271.7265,-22.2,13,-29.5
4.5504,2271.7465,-25.2,7.2,-28
4.5722,2271.7665,-26.4,1.9,-24.8
4.5921,2271.7865,-27.6,-5.4,-24.8
4.6154,2271.8066,-28.3,-10.9,-20.7
4.6396,2271.8266,-27.8,-16.5,-17.4
4.6503,2271.8466,-27.8,-20.1,-14.7
4.6718,2271.8667,-26.7,-23.6,-12.9
4.6903,2271.8867,-26.5,-25.5,-7.3
4.7132,2271.9067,-26.5,-27,-2.5
4.7378,2271.9267,-24.8,-27.9,4.8
4.7511,2271.9468,-25.1,-26.4,11
4.7712,2271.9668,-26.6,-23.2,14.3
4.7938,2271.9868,-27.8,-17.9,17.6
4.8116,2272.0069,-30.2,-13.3,19.9
4.8319,2272.0269,-31.6,-8.2,19.4
4.8535,2272.0469,-33.7,-4.2,19.4
4.8753,2272.0669,-33.7,0,20.9
4.9052,2272.087,-33.1,2.7,20.1
4.9194,2272.107,-33.4,3.8,19.6
4.9341,2272.127,-36.9,3.3,18.2
4.9511,2272.1471,-36.6,3.6,13.6
4.9744,2272.1671,-39.8,-0.2,8.5
4.991,2272.1871,-38.9,-4,6.6
5.0102,2272.2071,-38.1,-8.1,3.5
5.0338,2272.2271,-36.9,-12.6,-0.2
5.0507,2272.2471,-35,-16.5,-1.1
5.0781,2272.2671,-31.9,-20.7,-0.9
5.1012,2272.2871,-28.5,-25.6,-2.5
5.1159,2272.3071,-25,-30.1,-3.9
5.1323,2272.327,-19.3,-33.6,-4.9
5.1542,2272.347,-14,-35.2,-5
5.1743,2272.367,-10.1,-37.3,-9.2
5.1917,2272.387,-5.9,-38,-9
5.2161,2272.407,-1.1,-38.6,-11.1
5.2389,2272.427,3.3,-37.5,-13.5
5.2589,2272.447,8.4,-35.7,-14.4
5.2816,2272.467,14,-32,-16.8
5.295,2272.487,16.4,-29.5,-21.3
5.3099,2272.507,20.6,-25.2,-21.3
5.332,2272.527,23.6,-19.3,-24
5.353,2272.547,24.3,-13.1,-28.7
5.3722,2272.567,25.6,-6.6,-28.2
5.3985,2272.587,22.5,-1.1,-30.3
5.4158,2272.607,20.5,2.8,-32.4
5.434,2272.627,17.3,5.2,-32.4
5.4527,2272.647,12.9,5.9,-34.2
5.4761,2272.667,8.6,6.2,-36.3
5.4962,2272.687,3.6,4.8,-36.9
5.5168,2272.707,-1.6,4.6,-36.9
5.5322,2272.727,-9.2,0.9,-36.9
5.5573,2272.7469,-14.7,-1.4,-35.2
5.5756,2272.7669,-18.3,-4.2,-35.5
5.5918,2272.787,-22.2,-6.4,-34.1
5.6208,2272.807,-24.3,-9.6,-27.4
5.6352,2272.827,-26.5,-14.1,-24.2
5.6514,2272.8471,-28.4,-16.6,-20.3
5.6722,2272.8671,-30.2,-20.6,-16.5
5.6925,2272.8871,-30.3,-22.7,-10.6
5.7122,2272.9071,-32.5,-23.4,-1.7
5.7394,2272.9272,-32,-23.1,3
5.7544,2272.9472,-31.7,-18.7,14.9
5.7716,2272.9672,-30.6,-11,21.8
5.7927,2272.9873,-30.3,-5,24.8
5.8149,2273.0073,-30.6,0.1,26.3
5.8328,2273.0273,-30.6,5.7,27.2
5.8546,2273.0473,-30.3,9.1,26.1
5.8756,2273.0674,-29.7,11,25.9
5.8935,2273.0874,-28.6,13.2,26.8
5.9197,2273.1074,-28,16,25.1
5.9359,2273.1275,-30.6,17.1,23.1
5.9508,2273.1475,-32.1,18.3,20.4
5.9728,2273.1675,-33.6,19.2,19
5.9934,2273.1875,-34.4,19.2,17.3
6.0118,2273.2076,-35,18.6,14.8
6.0363,2273.2276,-36.4,16.6,13.2
6.0529,2273.2476,-38,12.9,9.2
6.0708,2273.2677,-39.1,9.3,7.4
6.0925,2273.2877,-40.2,5.9,6.8
6.1199,2273.3077,-39.5,0.9,5.2
6.1346,2273.3277,-38.5,-3.5,3.5
6.1561,2273.3478,-37.4,-9.4,0.4
6.1744,2273.3678,-36,-14.3,-0.4
6.1918,2273.3878,-32.6,-19,-1.7
6.2121,2273.4078,-28.5,-24.3,-3.9
6.2587,2273.4278,-25.5,-27.7,-6.6
6.2606,2273.4478,-22.8,-31.8,-8.1
6.2725,2273.4678,-17.5,-34,-10
6.2954,2273.4878,-12.5,-35,-10.9
6.3125,2273.5078,-5.5,-36.6,-16.3
6.3303,2273.5278,-1.6,-37.2,-20.1
6.3556,2273.5478,4.5,-35.2,-21.9
6.3725,2273.5677,9.3,-32,-22.3
6.3931,2273.5877,13.8,-28.3,-22.9
6.4148,2273.6077,15.9,-25.6,-25.9
6.4333,2273.6277,18.9,-21.2,-28.9
6.4721,2273.6477,20.7,-16.3,-28.6
6.4799,2273.6677,21.1,-10.5,-31
6.4985,2273.6877,21.7,-5.8,-31.6
6.5144,2273.7077,20,-3.3,-34
6.543,2273.7277,19.2,0.4,-34.9
6.5636,2273.7477,15.7,2.2,-36.1
6.5723,2273.7677,9,5.5,-38.2
6.5967,2273.7877,3.8,8.3,-38.5
6.62,2273.8078,-1.4,11.6,-38.8
6.6353,2273.8278,-6.6,13,-37.7
6.6547,2273.8478,-9.9,13.6,-37.4
6.6723,2273.8678,-12.5,13.7,-35.7
6.6921,2273.8879,-16.4,10.6,-36.6
6.7177,2273.9079,-19.7,7.3,-34.3
6.7395,2273.9279,-22.9,3.6,-34.3
6.7521,2273.948,-27.1,0.3,-30.2
6.7763,2273.968,-29.5,-4.4,-27.8
6.7935,2273.988,-29.1,-6.9,-27
6.8178,2274.008,-30.7,-11.4,-22
6.8383,2274.0281,-33.1,-14.2,-16.7
6.8528,2274.0481,-33.5,-16.5,-13.1
6.8746,2274.0681,-34.2,-18.1,-8.1
6.8973,2274.0882,-34.5,-17.7,-2.5
6.9173,2274.1082,-34.9,-16.9,0.1
6.9325,2274.1282,-35.5,-14.4,7.6
6.9544,2274.1482,-36.2,-11.9,9.1
6.9733,2274.1683,-36.5,-9.2,11.5
6.9931,2274.1883,-37.4,-7.3,11.5
7.0146,2274.2083,-37.4,-4.2,13.9
7.0331,2274.2284,-37.7,-2.3,13.3
7.0535,2274.2484,-37.4,-0.1,12.5
7.0784,2274.2684,-37.7,2.4,12
7.0937,2274.2884,-40.6,0.5,10.6
7.1122,2274.3085,-39.8,0.3,6.3
7.134,2274.3285,-40.3,-1.1,5
7.1531,2274.3485,-39.2,-1.8,2.9
7.1737,2274.3686,-40,-1.5,2.1
7.194,2274.3886,-39.2,-1.8,1.8
7.2131,2274.4085,-39.2,-2.4,-0.1
7.2327,2274.4285,-39,-3.9,-1.6
7.2541,2274.4485,-39,-4,-2.1
7.2714,2274.4685,-37.5,-5.3,-4.1
7.2927,2274.4885,-37.8,-6.8,-6.6
7.3143,2274.5085,-36.9,-9.9,-8
7.3368,2274.5285,-35.6,-12.7,-10.2
7.3524,2274.5485,-33.1,-16.7,-8.9
7.3742,2274.5685,-30.8,-20.8,-10.3
7.3921,2274.5885,-27.6,-24.7,-10.5
7.4122,2274.6085,-24.3,-27.2,-12.1
7.4341,2274.6285,-21.3,-31.4,-13.4
7.4576,2274.6485,-18.4,-34.6,-14.8
7.4802,2274.6685,-14.8,-35.7,-13.4
7.4976,2274.6885,-9.7,-37,-15.5
7.5196,2274.7085,-6.1,-37.2,-15
7.5469,2274.7285,-1.9,-38.4,-16.5
7.5613,2274.7485,2.5,-37.4,-16.2
7.5781,2274.7685,6.1,-36.6,-17.1
7.5943,2274.7885,9.9,-35,-17.1
7.6151,2274.8084,14.7,-33.7,-18.9
7.6435,2274.8284,18.3,-29.3,-21.2
7.6551,2274.8484,19.8,-25.4,-22.4
7.6748,2274.8684,22.9,-21.8,-25.1
7.6951,2274.8884,24.4,-17.2,-26.6
7.7139,2274.9084,25.4,-12.1,-27.2
7.7342,2274.9284,25,-6,-29.6
7.7565,2274.9484,24.2,-2.1,-30.5
7.7754,2274.9684,23.7,2.8,-32
7.7939,2274.9884,22.3,6.6,-31.4
7.8116,2275.0084,18.8,10.2,-34.1
7.8322,2275.0284,16.8,12.4,-34.7
7.856,2275.0484,13,14.8,-36.5
7.8733,2275.0684,8.3,15.7,-36.2
7.8936,2275.0884,1,15.8,-36.9
7.9141,2275.1084,-3.9,14.2,-38.6
7.9323,2275.1284,-8.3,12,-39
7.9588,2275.1484,-12.4,10.3,-38.1
7.9883,2275.1684,-16.8,6.6,-35.2
7.9964,2275.1884,-20.1,1.3,-35.8
8.0143,2275.2083,-23.2,-4.8,-34.9
8.0356,2275.2283,-23.3,-9.1,-31.1
8.0527,2275.2483,-25.2,-14.5,-28.8
8.0798,2275.2683,-25.9,-18,-25.3
8.0951,2275.2883,-25.4,-20.6,-22
8.1155,2275.3083,-26.3,-24.4,-20.2
8.1366,2275.3283,-26.7,-25.8,-16.7
8.1622,2275.3483,-27.6,-27.1,-14
8.1761,2275.3683,-28,-27.6,-4.3
8.1914,2275.3883,-28.6,-25.6,1.6
8.2136,2275.4083,-31.6,-23.8,3.6
8.2593,2275.4283,-33.6,-20.6,6.3
