AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg_ori,yaw_deg_ori_cal,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.0455,6703.3888,0.29852872041840284,-0.3506868816788349,0.15603187573525545,0.09775067370155904,0.45809737454086386,-0.49462056671746957,-0.20795096194084906,20.08172775494525,-13.371246473131482,125.369652,146.9719469321477,0.0,125.36965199999997,0.3233212249848122,0.022074,0.46172401,0.82570398,1.0,0.0,0.0,0.0,142.27220420992717
0.0464,6703.4088,0.008943996099161744,-0.5641741724729417,0.45553821581303033,0.6927357584141609,0.24799223736024603,-0.5861169869736933,-0.06503236163802129,20.098533363409707,-13.318457171335222,125.394539,146.99114266251726,0.0,125.39453900000001,0.3256152316001202,0.028709,0.460987,0.82501,1.0,0.0,0.0,0.0,141.99429446486639
0.048,6703.4289,-0.22692545679245857,-0.7268496738937595,0.7597506747916984,1.150144027957745,0.0482058878185766,-0.6760604856802475,0.1348551308850734,20.31282345882827,-12.957434589908297,126.11396,146.79434484712016,0.0,126.11396000000002,0.3290871931618115,0.037296,0.45311999,0.82764298,1.0,0.0,0.0,0.0,141.57323759122747
0.068,6703.4489,-0.34833351024304005,-0.6731918271761548,1.062824111162584,1.3770464379050973,-0.1134801897980579,-0.7541764590721661,0.3539727207656629,20.59877031083263,-12.458355699153048,127.075928,146.38629023112537,0.0,127.07592799999998,0.3332777400803113,0.045646,0.44115201,0.83200198,1.0,0.0,0.0,0.0,141.06431561481443
0.0775,6703.4689,-0.31783863091564957,-0.3700192497121688,1.353442745404081,1.341071999289137,-0.20199216377739238,-0.8024244057920342,0.6267673494302688,20.828524562829756,-12.019309486316027,127.627441,145.68103339542074,0.0,127.62744099999998,0.3392330725014881,0.052749,0.42875701,0.83564699,1.0,0.0,0.0,0.0,140.33968880042386
0.1081,6703.4889,-0.1418608441196474,0.03579223475824911,1.5996244167752227,1.071247829031267,-0.17517259563001109,-0.8066351633202886,0.9760100888971301,20.979730914191677,-11.684422046112052,127.639214,144.65243537380238,0.0,127.63921399999998,0.347468001679291,0.059033,0.41679299,0.83789301,1.0,0.0,0.0,0.0,139.3349504667904
0.1152,6703.509,0.10116413554228387,0.3895441691678916,1.7411450210206958,0.6494488845298486,-0.005238383581947836,-0.7691903988406954,1.333171906626422,21.036358314999326,-11.499738905500857,127.226067,143.4577243935555,0.0,127.226067,0.3565255903094193,0.063215,0.40642601,0.838875,1.0,0.0,0.0,0.0,138.22605342186242
0.1361,6703.529,0.3582386546333911,0.6014060915476085,1.6899403415735836,0.18465000252025232,0.28576534214870875,-0.7178737293957327,1.4880847344384165,20.98951232345823,-11.529422651791243,126.880592,142.68685498408618,0.0,126.88059199999998,0.3622701195538489,0.065435,0.40042201,0.839131,1.0,0.0,0.0,0.0,137.52064509940598
0.154,6703.549,0.6325531765068506,0.6439150717143383,1.3722630079359117,-0.2075701923766477,0.6161094073888604,-0.6782829142492184,1.4109929823651566,20.816986809209673,-11.836602601445964,126.587128,142.58884346151711,0.0,126.587128,0.3643529498191549,0.069258,0.40182,0.83725202,1.0,0.0,0.0,0.0,137.26446487961914
0.1879,6703.5691,0.8833568891771733,0.5098394737880758,0.8056648145623573,-0.4235174734453694,0.8905671690835283,-0.6520644221296886,1.185172196222478,20.516585208351447,-12.399020362451635,126.082779,143.0045188914643,0.0,126.08277900000002,0.3645807780204267,0.075944,0.41072899,0.83223498,1.0,0.0,0.0,0.0,137.23642930158277
