AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0408,7121.0651,-0.24789,-0.22278,-0.31578
0.0421,7121.0851,-0.51545,-0.28387,-0.30845
0.0433,7121.1051,-0.44642,-0.34434,-0.36892
0.0525,7121.1252,-0.243,-0.5331,-0.40252
0.0985,7121.1452,0.00867,-0.95398,-0.46299
0.0999,7121.1652,-0.03531,-1.29546,-0.42451
0.1165,7121.1852,-0.09517,-1.09448,-0.27179
0.1329,7121.2053,-0.10006,-0.76889,-0.23759
0.1512,7121.2253,-0.0066,-0.65527,-0.17955
0.1742,7121.2453,0.20904,-1.43535,-0.08548
0.1943,7121.2654,0.69223,-2.4787,0.20224
0.2117,7121.2854,0.97079,-1.46039,0.42215
0.232,7121.3054,1.3538,-0.5447,0.81005
0.264,7121.3254,1.57127,0.67886,0.9481
0.2742,7121.3455,1.76735,1.4681,0.80394
0.2987,7121.3655,1.80767,1.46321,0.62373
0.3146,7121.3855,1.52301,1.10891,0.71109
0.332,7121.4056,0.94085,0.99529,1.04157
0.3518,7121.4256,0.30861,1.16266,1.39037
0.3747,7121.4456,-0.23689,1.7778,1.55408
0.3926,7121.4656,-0.79706,2.91279,1.6335
0.412,7121.4857,-1.70419,3.35139,1.79721
0.4348,7121.5057,-2.48366,3.36728,2.01529
0.4542,7121.5257,-2.92531,3.02336,2.04216
0.4745,7121.5458,-3.13362,2.27933,1.77827
0.4988,7121.5658,-3.00289,1.42595,1.52904
0.5297,7121.5858,-2.41402,1.11807,1.09227
0.5421,7121.6058,-1.70725,0.75277,0.58342
0.5637,7121.6259,-1.25276,0.21765,0.38
0.5757,7121.6459,-1.1141,-0.19529,0.14604
0.5932,7121.6659,-1.00414,-0.50256,-0.42146
0.6155,7121.6859,-0.82332,-0.78966,-1.06409
0.6446,7121.7059,-0.51056,-1.24598,-1.52834
0.6642,7121.7259,-0.08723,-1.55874,-1.80812
0.683,7121.746,0.29639,-1.5563,-1.93335
0.6934,7121.766,0.49553,-1.48605,-2.01032
0.7132,7121.786,0.66658,-1.50254,-2.00665
0.7427,7121.8061,1.03126,-1.67542,-2.02498
0.7606,7121.8261,1.52057,-1.96436,-2.10378
0.7819,7121.8461,1.87609,-2.26063,-2.22473
0.7972,7121.8661,1.98666,-2.57828,-2.41043
0.8142,7121.8862,1.89197,-2.60699,-2.4758
0.8339,7121.9062,1.74781,-2.38035,-2.53933
0.8559,7121.9262,1.59081,-2.11157,-2.50817
0.8752,7121.9463,1.5169,-1.72917,-2.47763
0.8975,7121.9663,1.44176,-1.36693,-2.44281
0.9188,7121.9863,1.264,-1.07677,-2.42082
0.9395,7122.0063,1.01171,-0.91428,-2.33652
0.9586,7122.0264,0.80463,-0.86969,-2.19235
0.9823,7122.0464,0.70078,-0.84097,-2.08301
0.9977,7122.0664,0.60915,-0.73041,-1.9926
1.015,7122.0865,0.34465,-0.46957,-1.94068
1.0417,7122.1065,-0.16359,-0.40298,-1.86676
1.0564,7122.1265,-0.68038,-0.43597,-1.78307
1.0837,7122.1465,-1.20206,-0.36511,-1.84294
1.1033,7122.1666,-1.83614,-0.35045,-1.87348
1.1153,7122.1866,-2.41035,-0.50866,-1.57294
1.1338,7122.2066,-2.74938,-0.69437,-1.05065
1.1568,7122.2267,-2.95463,-0.78661,-0.29317
1.1738,7122.2467,-2.6156,-1.11525,1.0153
1.1982,7122.2667,-1.81476,-0.56731,1.67748
1.219,7122.2867,-1.39571,0.64465,1.8308
1.2376,7122.3068,-1.50444,1.60371,2.05194
1.2577,7122.3268,-1.51971,2.13394,2.36042
1.2847,7122.3469,-1.12998,2.11378,2.5333
1.3034,7122.3669,-0.54355,1.7778,2.46244
1.3186,7122.3869,0.19865,1.34104,2.2187
1.3366,7122.4069,0.98423,0.87128,1.96336
1.3575,7122.427,1.63174,0.63427,1.82836
1.3784,7122.447,1.93718,0.76133,1.80576
1.3967,7122.467,1.82905,0.93115,1.79476
1.4161,7122.4871,1.50468,0.91282,1.74223
1.4368,7122.5071,1.25423,1.00689,1.60295
1.4593,7122.5271,1.15771,1.16694,1.4258
1.4765,7122.5471,1.2469,1.18832,1.44779
1.5045,7122.5672,1.44665,1.10402,1.70191
1.521,7122.5872,1.64029,1.08447,2.0611
1.5428,7122.6072,1.50102,0.96474,2.32622
1.5605,7122.6273,1.02332,0.82363,2.5559
1.5808,7122.6473,0.67024,0.74361,2.86133
1.5948,7122.6673,0.68551,0.80958,3.21808
1.6134,7122.6873,0.76554,1.13029,3.40256
1.6449,7122.7074,0.48698,1.56583,3.38118
1.6545,7122.7274,-0.11045,1.59699,3.47342
1.6756,7122.7474,-0.63518,1.44183,3.54917
1.6977,7122.7675,-1.05423,1.75093,3.19365
1.7141,7122.7875,-1.3731,2.2219,2.65669
1.7344,7122.8075,-1.70358,2.19686,2.25413
1.7613,7122.8275,-1.73474,1.90914,1.89739
1.7805,7122.8476,-1.502,1.65197,1.50033
1.8194,7122.8676,-1.12265,1.19748,1.04279
1.8455,7122.8876,-0.83737,0.67031,0.51806
1.848,7122.9076,-0.68344,0.11014,0.08312
1.8557,7122.9276,-0.74574,-0.10977,-0.40374
1.8803,7122.9476,-0.8502,-0.36694,-0.62304
1.8982,7122.9676,-0.75369,-0.82937,-0.99811
1.9141,7122.9876,-0.53439,-1.44817,-1.58149
1.936,7123.0076,-0.3328,-1.99062,-2.05491
1.9544,7123.0276,-0.04936,-2.304,-2.3524
1.9748,7123.0476,0.26707,-2.40174,-2.69387
2.0344,7123.0676,0.52608,-2.3828,-3.05856
2.0366,7123.0876,0.80097,-2.27895,-3.36155
2.0378,7123.1076,1.22368,-2.17999,-3.62483
2.0566,7123.1276,1.83699,-1.87456,-3.91499
2.0816,7123.1476,2.46313,-1.63449,-4.11414
2.0939,7123.1676,2.97259,-1.4213,-4.10314
2.1171,7123.1876,3.1247,-1.38892,-3.94432
2.1351,7123.2076,2.79178,-1.43962,-3.73418
2.1538,7123.2275,2.12349,-1.461,-3.49289
2.1779,7123.2475,1.4552,-1.34738,-3.22288
