AppTimestamp(s),MAC,Frequency,RSSI
1.9869,20:23:00:00:00:01,2437,-63
1.9869,20:23:00:00:00:79,5220,-71
1.9869,20:23:00:00:00:09,5200,-71
1.9869,20:23:00:00:00:80,5220,-71
1.9869,20:23:00:00:00:55,2427,-71
1.9869,20:23:00:00:00:15,2452,-71
1.9869,20:23:00:00:00:45,2412,-75
1.9869,20:23:00:00:03:11,2462,-78
1.9869,20:23:00:00:00:25,2412,-81
1.9869,20:23:00:00:00:73,2437,-84
1.9869,20:23:00:00:00:28,2412,-86
1.9869,20:23:00:00:00:21,5500,-86
1.9869,20:23:00:00:00:04,5500,-87
1.9869,20:23:00:00:00:27,2412,-87
1.9869,20:23:00:00:00:16,5500,-87
1.9869,20:23:00:00:00:14,5500,-87
1.9869,20:23:00:00:00:26,2412,-88
1.9869,20:23:00:00:00:05,5500,-89
1.9869,20:23:00:00:00:38,2457,-90
1.9869,20:23:00:00:00:65,2437,-92
1.9869,20:23:00:00:00:03,5200,-94
4.0047,20:23:00:00:00:01,2437,-67
4.0047,20:23:00:00:00:09,5200,-67
4.0047,20:23:00:00:00:55,2427,-69
4.0047,20:23:00:00:00:15,2452,-71
4.0047,20:23:00:00:03:11,2462,-71
4.0047,20:23:00:00:00:45,2412,-73
4.0047,20:23:00:00:00:79,5220,-74
4.0047,20:23:00:00:00:80,5220,-74
4.0047,20:23:00:00:00:44,2462,-76
4.0047,20:23:00:00:00:38,2457,-87
4.0047,20:23:00:00:00:02,2437,-88
4.0047,20:23:00:00:00:12,2417,-90
4.0047,20:23:00:00:00:24,2462,-90
4.0047,20:23:00:00:00:69,2422,-92
4.0047,20:23:00:00:00:11,2412,-93
4.0047,20:23:00:00:00:07,2462,-94
5.951,20:23:00:00:00:01,2437,-59
5.951,20:23:00:00:03:11,2462,-66
5.951,20:23:00:00:00:15,2452,-72
5.951,20:23:00:00:00:45,2412,-74
5.951,20:23:00:00:00:44,2462,-78
5.951,20:23:00:00:00:79,5220,-79
5.951,20:23:00:00:00:80,5220,-79
5.951,20:23:00:00:00:82,2462,-79
5.951,20:23:00:00:00:73,2437,-84
5.951,20:23:00:00:00:25,2412,-85
5.951,20:23:00:00:00:55,2427,-86
5.951,20:23:00:00:00:22,5500,-86
5.951,20:23:00:00:00:04,5500,-87
5.951,20:23:00:00:00:05,5500,-89
5.951,20:23:00:00:00:27,2412,-90
5.951,20:23:00:00:00:12,2417,-91
5.951,20:23:00:00:00:26,2412,-91
5.951,20:23:00:00:00:02,2437,-92
8.0854,20:23:00:00:00:01,2437,-60
8.0854,20:23:00:00:00:09,5200,-67
8.0854,20:23:00:00:03:11,2462,-70
8.0854,20:23:00:00:00:15,2452,-72
8.0854,20:23:00:00:00:79,5220,-77
8.0854,20:23:00:00:00:80,5220,-77
8.0854,20:23:00:00:00:45,2412,-77
8.0854,20:23:00:00:00:82,2462,-77
8.0854,20:23:00:00:00:55,2427,-79
