AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.8307,49.461235913436,11.111048750451,0
69.1382,49.461230382533,11.111125798992,0
76.9615,49.461250656783,11.111207040626,0
85.0678,49.461301920463,11.111176900603,0
91.8027,49.461312912833,11.111224157778,0
100.401,49.461256876358,11.111256699301,0
109.0019,49.461309407409,11.111308951425,0
112.4824,49.461316222002,11.111336898315,0
151.1599,49.461316222002,11.111336898315,0
154.411,49.461309407409,11.111308951425,0
161.241,49.461256876358,11.111256699301,0
169.0011,49.461312912833,11.111224157778,0
174.905,49.461301920463,11.111176900603,0
182.7481,49.461250656783,11.111207040626,0
190.3414,49.461230382533,11.111125798992,0
196.9504,49.461235913436,11.111048750451,0
