AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:04,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:10,wifi_rssi_20:23:00:00:00:11,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:13,wifi_rssi_20:23:00:00:00:14,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:16,wifi_rssi_20:23:00:00:00:17,wifi_rssi_20:23:00:00:00:19,wifi_rssi_20:23:00:00:00:21,wifi_rssi_20:23:00:00:00:22,wifi_rssi_20:23:00:00:00:23,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:37,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:42,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:51,wifi_rssi_20:23:00:00:00:52,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:57,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:68,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:89,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:34,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:04,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:10,wifi_freq_20:23:00:00:00:11,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:13,wifi_freq_20:23:00:00:00:14,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:16,wifi_freq_20:23:00:00:00:17,wifi_freq_20:23:00:00:00:19,wifi_freq_20:23:00:00:00:21,wifi_freq_20:23:00:00:00:22,wifi_freq_20:23:00:00:00:23,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:37,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:42,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:51,wifi_freq_20:23:00:00:00:52,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:57,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:68,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:89,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:34
1.9869,-63.0,,-94.0,-87.0,-89.0,,,,-71.0,,,,,-87.0,-71.0,-87.0,,,-86.0,,,,-81.0,-88.0,-87.0,-86.0,,,,-90.0,,,-75.0,,,,,-71.0,,-92.0,,,-84.0,-71.0,-71.0,,,,,,-78.0,,,2437.0,,5200.0,5500.0,5500.0,,,,5200.0,,,,,5500.0,2452.0,5500.0,,,5500.0,,,,2412.0,2412.0,2412.0,2412.0,,,,2457.0,,,2412.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,,,,,,2462.0,,
4.0047,-67.0,-88.0,,,,,-94.0,,-67.0,,-93.0,-90.0,,,-71.0,,,,,,,-90.0,,,,,,,,-87.0,,-76.0,-73.0,,,,,-69.0,,,,-92.0,,-74.0,-74.0,,,,,,-71.0,,,2437.0,2437.0,,,,,2462.0,,5200.0,,2412.0,2417.0,,,2452.0,,,,,,,2462.0,,,,,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,,2422.0,,5220.0,5220.0,,,,,,2462.0,,
5.951,-59.0,-92.0,,-87.0,-89.0,,,,,,,-91.0,,,-72.0,,,,,-86.0,,,-85.0,-91.0,-90.0,,,,,,,-78.0,-74.0,,,,,-86.0,,,,,-84.0,-79.0,-79.0,-79.0,,,,,-66.0,,,2437.0,2437.0,,5500.0,5500.0,,,,,,,2417.0,,,2452.0,,,,,5500.0,,,2412.0,2412.0,2412.0,,,,,,,2462.0,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
8.0854,-60.0,-83.0,,,-88.0,,,,-67.0,,,-90.0,,,-72.0,,,-88.0,,,,,-86.0,-89.0,-89.0,,,,,-89.0,,,-77.0,,,,,-79.0,,,,,-81.0,-77.0,-77.0,-77.0,,-94.0,,,-70.0,,,2437.0,2437.0,,,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,5260.0,,,,,2412.0,2412.0,2412.0,,,,,2457.0,,,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,2452.0,,,2462.0,,
10.0593,-54.0,-88.0,,-85.0,-85.0,,,,-70.0,,,-92.0,,,,,,,,,,,,,,,,,,,,-77.0,,,,,,-68.0,,-91.0,,,-86.0,-78.0,-78.0,,,,-92.0,,,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,2417.0,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,,,,2437.0,,,,
12.0988,-69.0,-83.0,,,-89.0,,,,-73.0,,,-76.0,,,-77.0,,,-91.0,,,,,,,,,,,,,,-76.0,-83.0,,,,,-72.0,-96.0,,,-85.0,-85.0,-76.0,-76.0,-75.0,,,-69.0,,-78.0,,,2437.0,2437.0,,,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,5260.0,,,,,,,,,,,,,,2462.0,2412.0,,,,,2427.0,2412.0,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,
13.9781,-67.0,-90.0,,-84.0,-83.0,,,,-72.0,,,,,,-76.0,,,,,,,-90.0,,,,,,,,-92.0,,,-77.0,,,,,-77.0,-92.0,-90.0,,,-86.0,-77.0,-77.0,-81.0,,,,,-77.0,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,,,,2452.0,,,,,,,2462.0,,,,,,,,2457.0,,,2412.0,,,,,2427.0,2412.0,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
16.2498,-63.0,-85.0,,-85.0,-85.0,-93.0,-92.0,,-68.0,-90.0,,-88.0,,-89.0,-79.0,,,,-87.0,-90.0,,-91.0,-87.0,,,,,,,-89.0,,-75.0,-79.0,,,,,-76.0,,,,,,-71.0,-71.0,-76.0,,,,,,,,2437.0,2437.0,,5500.0,5500.0,2462.0,2462.0,,5200.0,5320.0,,2417.0,,5500.0,2452.0,,,,5500.0,5500.0,,2462.0,2412.0,,,,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,,,,,,,
20.0214,-72.0,-87.0,,-87.0,-84.0,,,,-65.0,,,-86.0,,,-67.0,,,,,,,,-86.0,-87.0,-87.0,-87.0,,,,,,-68.0,-77.0,,,,,-76.0,,-92.0,,,-78.0,-73.0,-72.0,-69.0,-88.0,,,,-75.0,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,2462.0,,
21.9582,-60.0,-90.0,-94.0,,,-88.0,,,-72.0,,,,-90.0,,-69.0,,,,,,,-91.0,-81.0,-96.0,,,-90.0,,,-87.0,,-76.0,-81.0,,,,,-72.0,,-89.0,,,-85.0,-76.0,-76.0,-73.0,,,,,-82.0,,,2437.0,2437.0,5200.0,,,2462.0,,,5200.0,,,,5500.0,,2452.0,,,,,,,2462.0,2412.0,2412.0,,,2412.0,,,2457.0,,2462.0,2412.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
23.963,-64.0,,-92.0,,,,,,-70.0,,,-90.0,,,-63.0,,,,,,,,-81.0,,,,,,,-92.0,,-78.0,-76.0,,,,,-66.0,-93.0,,,,-88.0,-72.0,-72.0,-82.0,,,,,-82.0,,,2437.0,,5200.0,,,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2457.0,,2462.0,2412.0,,,,,2427.0,2412.0,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
25.9455,-67.0,-92.0,-93.0,-89.0,,,-87.0,,-65.0,,,,-85.0,-86.0,-74.0,-85.0,-86.0,,-86.0,,,,-88.0,,,,,,,-88.0,,,-87.0,,,,,-69.0,,,,-91.0,-81.0,-71.0,-71.0,-74.0,,,,,-83.0,,,2437.0,2437.0,5200.0,5500.0,,,2462.0,,5200.0,,,,5500.0,5500.0,2452.0,5500.0,5500.0,,5500.0,,,,2412.0,,,,,,,2457.0,,,2412.0,,,,,2427.0,,,,2422.0,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
28.1101,-56.0,-84.0,,-88.0,,,,,-68.0,,,,-88.0,,-80.0,,,-90.0,,,,,-89.0,-91.0,-91.0,-90.0,-92.0,,,-85.0,,-73.0,-72.0,,,,,-69.0,,,-94.0,,-73.0,-76.0,-75.0,-73.0,-92.0,,,,-76.0,-92.0,,2437.0,2437.0,,5500.0,,,,,5200.0,,,,5500.0,,2452.0,,,5260.0,,,,,2412.0,2412.0,2412.0,2412.0,2412.0,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,2462.0,2437.0,
29.9961,-66.0,-87.0,,,,,-93.0,,-66.0,,-95.0,-92.0,,,,,,,,,,,-77.0,,,-85.0,,,,,,-77.0,-71.0,,,,,-76.0,,,,,,-71.0,-70.0,-75.0,-89.0,,,,-78.0,,,2437.0,2437.0,,,,,2462.0,,5200.0,,2412.0,2417.0,,,,,,,,,,,2412.0,,,2412.0,,,,,,2462.0,2412.0,,,,,2427.0,,,,,,5220.0,5220.0,2462.0,2462.0,,,,2462.0,,
31.9715,-58.0,,,,,,,,-71.0,,,-91.0,,-89.0,-73.0,,,,,,,,-88.0,,-91.0,,,,,-91.0,,-79.0,-75.0,,,,,-76.0,,,,,-83.0,-73.0,-73.0,-78.0,,,,,-71.0,,,2437.0,,,,,,,,5200.0,,,2417.0,,5500.0,2452.0,,,,,,,,2412.0,,2412.0,,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
33.9603,-60.0,-88.0,,-91.0,-90.0,,,,-73.0,,,-88.0,,,-75.0,,,,,,,,-83.0,-91.0,-89.0,-89.0,,,,-85.0,,-74.0,-77.0,,,,,-75.0,,-91.0,,-90.0,-91.0,-74.0,-74.0,-76.0,,,-95.0,,-78.0,,,2437.0,2437.0,,5500.0,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2412.0,2412.0,2412.0,2412.0,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,2437.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,
36.1119,-58.0,,,,-91.0,,,,-67.0,,,-87.0,,,-78.0,,,-91.0,,,,,-92.0,-93.0,,-91.0,,,,-85.0,,-71.0,-73.0,,,,,-72.0,,-91.0,,,-86.0,-72.0,-72.0,-75.0,,,,,,,,2437.0,,,,5500.0,,,,5200.0,,,2417.0,,,2452.0,,,5260.0,,,,,2412.0,2412.0,,2412.0,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,
37.985,-63.0,-87.0,,,,-93.0,,,-69.0,,,-87.0,,,-72.0,,,,,,,,-82.0,,,,,,,-86.0,,-75.0,-73.0,-91.0,,,,-79.0,,,,,-84.0,-72.0,-72.0,-74.0,,,-93.0,,-76.0,,,2437.0,2437.0,,,,2462.0,,,5200.0,,,2417.0,,,2452.0,,,,,,,,2412.0,,,,,,,2457.0,,2462.0,2412.0,2462.0,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,2437.0,,2462.0,,
39.9843,-61.0,-90.0,,,-89.0,,,,,,,-86.0,,,-68.0,,,,,,,,-82.0,-85.0,-84.0,-85.0,-93.0,,,-86.0,,-71.0,-71.0,,,,,-69.0,,,,,-88.0,-69.0,-70.0,-76.0,,,,,-80.0,,,2437.0,2437.0,,,5500.0,,,,,,,2417.0,,,2452.0,,,,,,,,2412.0,2412.0,2412.0,2412.0,2412.0,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
42.0676,-68.0,-86.0,,-90.0,-90.0,,-93.0,,-73.0,,,-76.0,,,-75.0,,,-90.0,,,,,-83.0,-91.0,,-88.0,,,,-87.0,,-73.0,-70.0,,,,,-74.0,,-97.0,,,-80.0,-69.0,-69.0,-74.0,,,,,-69.0,,,2437.0,2437.0,,5500.0,5500.0,,2462.0,,5200.0,,,2417.0,,,2452.0,,,5260.0,,,,,2412.0,2412.0,,2412.0,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,2437.0,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
44.137,-65.0,-87.0,,,,,-92.0,,-68.0,,,-85.0,,,-77.0,,,-89.0,,,,,,-91.0,,,,,,-87.0,,-75.0,-73.0,,,,,-74.0,,,,,-83.0,-71.0,-71.0,-75.0,,,,,-70.0,,,2437.0,2437.0,,,,,2462.0,,5200.0,,,2417.0,,,2452.0,,,5260.0,,,,,,2412.0,,,,,,2457.0,,2462.0,2412.0,,,,,2427.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,2462.0,,
