AppTimestamp(s),MAC,RSSI
1.4271,BE:AC:20:23:00:01,-87
1.6377,BE:AC:20:23:00:01,-97
1.9047,BE:AC:20:23:00:01,-81
3.6798,BE:AC:20:23:00:01,-92
3.877,BE:AC:20:23:00:01,-89
5.326,BE:AC:20:23:00:01,-91
5.5097,BE:AC:20:23:00:01,-91
5.727,BE:AC:20:23:00:01,-97
7.5742,BE:AC:20:23:00:01,-82
7.7959,BE:AC:20:23:00:01,-92
7.9715,BE:AC:20:23:00:01,-90
8.1724,BE:AC:20:23:00:01,-87
9.6259,BE:AC:20:23:00:01,-95
9.8256,BE:AC:20:23:00:01,-98
11.4398,BE:AC:20:23:00:01,-88
11.8494,BE:AC:20:23:00:01,-88
13.7135,BE:AC:20:23:00:01,-100
15.3668,BE:AC:20:23:00:01,-86
15.7821,BE:AC:20:23:00:01,-92
17.6186,BE:AC:20:23:00:01,-92
17.8109,BE:AC:20:23:00:01,-88
19.0591,BE:AC:20:23:00:01,-95
19.4659,BE:AC:20:23:00:01,-89
19.6656,BE:AC:20:23:00:01,-98
21.3152,BE:AC:20:23:00:01,-91
21.5086,BE:AC:20:23:00:01,-93
21.6384,BE:AC:20:23:00:05,-100
21.7265,BE:AC:20:23:00:01,-88
21.941,BE:AC:20:23:00:01,-95
23.3444,BE:AC:20:23:00:01,-84
23.5633,BE:AC:20:23:00:01,-84
23.7577,BE:AC:20:23:00:01,-85
25.3839,BE:AC:20:23:00:01,-79
25.6155,BE:AC:20:23:00:01,-85
25.7919,BE:AC:20:23:00:01,-80
27.4279,BE:AC:20:23:00:01,-87
27.6335,BE:AC:20:23:00:01,-97
27.8282,BE:AC:20:23:00:01,-91
28.0467,BE:AC:20:23:00:01,-97
29.6717,BE:AC:20:23:00:01,-84
29.8653,BE:AC:20:23:00:01,-85
31.322,BE:AC:20:23:00:01,-86
31.7054,BE:AC:20:23:00:01,-88
31.9094,BE:AC:20:23:00:01,-87
33.3438,BE:AC:20:23:00:01,-91
33.5638,BE:AC:20:23:00:01,-90
35.393,BE:AC:20:23:00:01,-90
35.6044,BE:AC:20:23:00:01,-86
35.8063,BE:AC:20:23:00:01,-89
36.0149,BE:AC:20:23:00:01,-88
37.4376,BE:AC:20:23:00:01,-91
37.6484,BE:AC:20:23:00:01,-93
37.8544,BE:AC:20:23:00:01,-94
39.475,BE:AC:20:23:00:01,-92
39.6864,BE:AC:20:23:00:01,-91
39.8925,BE:AC:20:23:00:01,-90
40.915,BE:AC:20:23:00:01,-91
41.3252,BE:AC:20:23:00:01,-90
41.537,BE:AC:20:23:00:01,-90
41.7475,BE:AC:20:23:00:01,-89
41.9399,BE:AC:20:23:00:01,-90
42.3444,BE:AC:20:23:00:01,-90
43.6204,BE:AC:20:23:00:01,-89
44.0231,BE:AC:20:23:00:01,-91
45.6822,BE:AC:20:23:00:01,-92
45.877,BE:AC:20:23:00:01,-92
46.0808,BE:AC:20:23:00:01,-91
47.5116,BE:AC:20:23:00:01,-93
47.9112,BE:AC:20:23:00:01,-92
48.1515,BE:AC:20:23:00:01,-96
49.3542,BE:AC:20:23:00:01,-93
49.7686,BE:AC:20:23:00:01,-92
51.4072,BE:AC:20:23:00:01,-90
51.5975,BE:AC:20:23:00:01,-94
51.8269,BE:AC:20:23:00:01,-89
53.4304,BE:AC:20:23:00:01,-94
53.6459,BE:AC:20:23:00:01,-89
53.8325,BE:AC:20:23:00:01,-94
55.47,BE:AC:20:23:00:01,-94
55.6883,BE:AC:20:23:00:01,-91
55.8913,BE:AC:20:23:00:01,-93
57.111,BE:AC:20:23:00:01,-91
57.5105,BE:AC:20:23:00:01,-91
57.5181,BE:AC:20:23:00:05,-105
57.9154,BE:AC:20:23:00:01,-96
59.3564,BE:AC:20:23:00:01,-95
61.3902,BE:AC:20:23:00:01,-98
61.6271,BE:AC:20:23:00:01,-88
63.4259,BE:AC:20:23:00:01,-86
63.6421,BE:AC:20:23:00:01,-90
65.4581,BE:AC:20:23:00:01,-92
66.5022,BE:AC:20:23:00:01,-94
67.2944,BE:AC:20:23:00:01,-88
67.51,BE:AC:20:23:00:01,-91
67.7049,BE:AC:20:23:00:01,-87
67.9264,BE:AC:20:23:00:01,-93
69.3331,BE:AC:20:23:00:01,-92
69.7364,BE:AC:20:23:00:01,-91
71.3961,BE:AC:20:23:00:01,-85
71.585,BE:AC:20:23:00:01,-84
71.7882,BE:AC:20:23:00:01,-89
73.4266,BE:AC:20:23:00:01,-83
73.8465,BE:AC:20:23:00:01,-91
75.4831,BE:AC:20:23:00:01,-85
75.6806,BE:AC:20:23:00:01,-90
75.8853,BE:AC:20:23:00:01,-83
77.3261,BE:AC:20:23:00:01,-87
77.5363,BE:AC:20:23:00:01,-84
77.7554,BE:AC:20:23:00:01,-81
77.9543,BE:AC:20:23:00:01,-90
79.3776,BE:AC:20:23:00:01,-82
79.6262,BE:AC:20:23:00:01,-87
79.8087,BE:AC:20:23:00:01,-72
81.4366,BE:AC:20:23:00:01,-83
81.6452,BE:AC:20:23:00:01,-92
81.834,BE:AC:20:23:00:01,-88
83.4739,BE:AC:20:23:00:01,-76
83.6646,BE:AC:20:23:00:01,-83
84.0747,BE:AC:20:23:00:01,-74
85.5009,BE:AC:20:23:00:01,-85
85.7045,BE:AC:20:23:00:01,-83
85.9237,BE:AC:20:23:00:01,-84
87.3396,BE:AC:20:23:00:01,-75
87.5583,BE:AC:20:23:00:01,-77
87.7501,BE:AC:20:23:00:01,-77
87.9513,BE:AC:20:23:00:01,-82
89.3865,BE:AC:20:23:00:01,-71
89.8024,BE:AC:20:23:00:01,-71
90.0257,BE:AC:20:23:00:01,-78
90.2175,BE:AC:20:23:00:01,-76
90.4095,BE:AC:20:23:00:01,-72
90.6237,BE:AC:20:23:00:01,-81
90.8402,BE:AC:20:23:00:01,-70
91.0443,BE:AC:20:23:00:01,-81
91.2166,BE:AC:20:23:00:01,-74
91.4249,BE:AC:20:23:00:01,-77
91.6281,BE:AC:20:23:00:01,-84
93.4706,BE:AC:20:23:00:01,-73
93.7037,BE:AC:20:23:00:01,-76
93.8963,BE:AC:20:23:00:01,-78
95.3345,BE:AC:20:23:00:01,-86
95.5434,BE:AC:20:23:00:01,-84
95.7545,BE:AC:20:23:00:01,-86
97.385,BE:AC:20:23:00:01,-72
97.7988,BE:AC:20:23:00:01,-75
99.4443,BE:AC:20:23:00:01,-89
99.6371,BE:AC:20:23:00:01,-86
99.8436,BE:AC:20:23:00:01,-79
101.3114,BE:AC:20:23:00:01,-92
101.4021,BE:AC:20:23:00:02,-96
101.4769,BE:AC:20:23:00:01,-89
