AppTimestamp(s),Latitude_degrees,Longitude_degrees
60.9901,49.46113359,11.11131091
67.6546,49.46111334,11.11122953
75.7889,49.46117634,11.11119305
89.6936,49.46113158,11.11100646
95.5955,49.46117818,11.11097833
99.9585,49.46121844,11.11095482
104.4536,49.46124352,11.11091715
111.163,49.46121216,11.1108519
140.9981,49.46121216,11.1108519
146.6236,49.46124352,11.11091715
150.974,49.46121844,11.11095482
155.7287,49.46117818,11.11097833
160.8184,49.46113158,11.11100646
174.3472,49.46117634,11.11119305
181.5961,49.46111334,11.11122953
188.0687,49.46113359,11.11131091
