AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0512,85387.6861,-0.40941,6.11,8.20014,-0.73915,-1.22356,-0.53145,9.0,-23.82,-20.22,36.277508,5.87915,159.275146,0.1550048983445382,0.00798518,0.31460455,0.93644738
0.0583,85387.7061,-0.70868,6.29196,12.07156,-0.33109,-1.36651,-0.32254,9.12,-23.88,-20.52,35.450272,4.694434,158.260437,0.16722911737653398,0.01905338,0.30609429,0.93700463
0.0639,85387.726,-1.31202,6.42604,11.20486,0.3317,-1.43248,0.07636,9.0,-23.76,-20.88,35.239811,3.344219,157.499329,0.1772011547259457,0.03175431,0.30218372,0.93609637
0.0695,85387.746,-0.9098,6.7708,9.73722,0.75869,-1.49906,0.49114,8.76,-23.22,-21.0,35.729866,1.569606,157.255829,0.18353485239815515,0.04770337,0.30329365,0.93383741
0.083,85387.7661,0.69192,6.69179,7.32865,0.90958,-1.69088,0.85032,7.8,-22.92,-21.48,36.670013,-0.62422,157.54628,0.18648789579675937,0.06631633,0.30754146,0.93072158
0.1012,85387.786,2.9736,7.40766,7.50822,0.75198,-1.70615,1.00976,7.2,-22.68,-21.12,37.632713,-3.44479,158.358398,0.1871460558873457,0.08846962,0.31131652,0.92748666
0.1207,85387.8061,4.55377,7.71412,8.40365,0.66096,-1.51739,0.74403,6.3,-22.56,-20.82,38.395264,-6.358813,159.292984,0.18740624204299414,0.11053178,0.3135621,0.92430538
0.161,85387.8261,3.85466,8.00861,8.30549,0.51252,-0.9218,0.33659,4.92,-23.34,-21.12,39.037682,-8.749802,159.856018,0.18944854017628251,0.12905225,0.31543511,0.92084497
0.1648,85387.846,2.07098,7.99663,6.59842,0.24679,-0.62186,0.07147,4.08,-23.58,-20.76,39.570419,-10.108767,159.8396,0.19341545830442827,0.14063604,0.3174642,0.91762108
0.1929,85387.8661,0.95529,8.06846,6.7301,-0.07636,-0.70616,-0.11118,3.18,-23.7,-20.58,39.831318,-10.96691,159.426682,0.19915265098064397,0.14894953,0.31758398,0.91503698
0.2049,85387.8861,0.70868,7.3502,8.2169,-0.18021,-0.4777,-0.26084,2.64,-24.54,-20.82,39.80489,-11.582772,158.688507,0.2067342857970409,0.15586866,0.31529781,0.91299134
0.2193,85387.906,-0.67995,6.01423,8.17141,0.0055,-0.21808,-0.23457,2.7,-24.66,-20.7,39.768833,-11.655778,157.753616,0.21436705741558656,0.15897028,0.31358829,0.91128349
0.2413,85387.9261,-1.95367,5.15472,7.41724,0.26084,-0.40073,0.01344,2.76,-25.02,-21.24,39.906429,-11.414443,156.833984,0.22104338034402887,0.15975159,0.31387717,0.90945059
0.2655,85387.9461,-2.97599,5.40611,8.82742,0.61697,-0.22358,0.53756,2.34,-25.14,-21.42,40.182659,-11.369573,156.283707,0.2253366064712752,0.1612844,0.31541711,0.90759176
0.2821,85387.966,-2.09732,6.29914,6.45716,0.95295,-0.37385,0.74709,2.64,-24.84,-21.12,40.830135,-11.487732,156.425781,0.22465797222483874,0.16271503,0.32058856,0.90569067
0.3051,85387.9861,-1.71664,7.15387,5.83946,1.19913,-1.0232,0.5565,2.34,-24.66,-21.06,41.89645,-12.130077,156.75206,0.22411684982105595,0.16828357,0.32835004,0.90201914
0.322,85388.0061,-1.05824,7.32626,4.80516,1.0287,-1.30786,0.17471,1.8,-24.78,-20.1,43.296677,-13.226107,156.700424,0.22804685405370523,0.17883328,0.33729076,0.89568311
0.3381,85388.026,-1.21147,6.54814,5.79876,0.74709,-1.63406,-0.20281,1.74,-24.96,-19.8,44.520847,-14.144268,155.998978,0.2365804064021627,0.1896174,0.344028,0.88866174
