AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0501,85387.685,-0.73915,-1.22356,-0.53145
0.0549,85387.6951,-0.63958,-1.36528,-0.43494
0.0574,85387.7051,-0.33109,-1.36651,-0.32254
0.0606,85387.715,0.011,-1.32313,-0.17104
0.063,85387.725,0.3317,-1.43248,0.07636
0.0665,85387.735,0.53695,-1.48685,0.26634
0.0686,85387.745,0.75869,-1.49906,0.49114
0.073,85387.7551,0.87781,-1.5351,0.65973
0.0823,85387.7651,0.90958,-1.69088,0.85032
0.0926,85387.775,0.832,-1.79411,0.99266
0.1004,85387.785,0.75198,-1.70615,1.00976
0.1134,85387.795,0.72326,-1.64689,0.91324
0.1201,85387.805,0.66096,-1.51739,0.74403
0.1271,85387.8151,0.61025,-1.23761,0.59559
0.1601,85387.8251,0.51252,-0.9218,0.33659
0.1631,85387.8351,0.41417,-0.72265,0.18143
0.1644,85387.845,0.24679,-0.62186,0.07147
0.1664,85387.855,0.06658,-0.68661,-0.00794
0.1907,85387.865,-0.07636,-0.70616,-0.11118
0.1951,85387.875,-0.14722,-0.65057,-0.17898
0.2041,85387.8851,-0.18021,-0.4777,-0.26084
0.2066,85387.8951,-0.07636,-0.30116,-0.28405
0.2185,85387.905,0.0055,-0.21808,-0.23457
0.2254,85387.915,0.10507,-0.27611,-0.15211
0.2406,85387.925,0.26084,-0.40073,0.01344
0.2481,85387.935,0.38668,-0.36591,0.31154
0.262,85387.9451,0.61697,-0.22358,0.53756
0.2735,85387.9551,0.77946,-0.17654,0.6634
0.2815,85387.965,0.95295,-0.37385,0.74709
0.2942,85387.975,1.09711,-0.70921,0.70066
0.3044,85387.985,1.19913,-1.0232,0.5565
0.3065,85387.995,1.17164,-1.18325,0.38057
0.3214,85388.0051,1.0287,-1.30786,0.17471
0.3267,85388.0151,0.88698,-1.39888,0.00489
0.3374,85388.025,0.74709,-1.63406,-0.20281
0.3485,85388.035,0.61514,-2.0635,-0.3543
0.3576,85388.045,0.63713,-0.57177,-0.22235
0.3664,85388.055,0.64202,0.56383,-0.02566
0.3805,85388.0651,0.65973,0.80329,0.08613
0.3869,85388.0751,0.69639,1.09039,0.14172
0.3978,85388.0851,0.74403,1.43614,0.19487
0.4069,85388.095,0.69944,1.58947,0.23518
0.4179,85388.105,0.54672,1.86742,0.3653
0.4305,85388.115,0.35858,1.97004,0.44776
0.4375,85388.125,0.21502,1.83321,0.34941
0.4511,85388.1351,0.17532,1.70431,0.18082
0.4605,85388.1451,0.20036,1.51739,-0.02627
0.4682,85388.155,0.25779,1.35918,-0.12278
0.4774,85388.165,0.33537,1.23639,-0.15638
0.4885,85388.175,0.38301,1.18325,-0.13378
0.4992,85388.185,0.42333,1.14232,-0.07269
0.5101,85388.196,0.4386,1.11605,0.00122
0.5213,85388.207,0.45509,1.10322,0.10446
0.5285,85388.217,0.47281,1.12155,0.1631
0.5416,85388.227,0.51618,1.15759,0.22419
0.5717,85388.237,0.57238,1.21807,0.26695
0.5728,85388.247,0.63286,1.36101,0.38973
0.5746,85388.2569,0.6463,1.46913,0.54184
0.5966,85388.267,0.60903,1.44653,0.76725
0.5992,85388.277,0.54672,1.41476,0.93951
0.6037,85388.287,0.48014,1.43859,1.06779
0.6628,85388.297,0.4105,1.49601,1.14293
0.664,85388.3071,0.35003,1.59497,1.2034
0.6651,85388.3171,0.28833,1.66522,1.2425
0.6656,85388.327,0.23152,1.66155,1.31519
0.6666,85388.337,0.22113,1.61879,1.42637
0.6678,85388.347,0.24496,1.57786,1.5516
0.6694,85388.357,0.29016,1.53022,1.66155
0.7036,85388.3671,0.28405,1.45142,1.74769
0.7049,85388.377,0.19609,1.40377,1.78067
0.7057,85388.387,0.02871,1.39338,1.76357
0.7079,85388.397,-0.13806,1.39277,1.73547
0.7215,85388.407,-0.36652,1.36406,1.7147
0.7299,85388.417,-0.53023,1.29503,1.72753
0.7393,85388.4271,-0.64691,1.17042,1.75868
0.7477,85388.4371,-0.70188,1.04336,1.77212
0.7588,85388.4471,-0.72876,0.84238,1.76051
0.7671,85388.457,-0.75381,0.686,1.70431
0.7825,85388.467,-0.7648,0.55772,1.59314
0.7885,85388.4769,-0.78313,0.42761,1.49845
0.8008,85388.4871,-0.80084,0.21014,1.38789
0.8071,85388.4971,-0.78007,0.05131,1.29748
