AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0512,85387.6861,-0.40941,6.11,8.20014
0.0583,85387.7061,-0.70868,6.29196,12.07156
0.0639,85387.726,-1.31202,6.42604,11.20486
0.0695,85387.746,-0.9098,6.7708,9.73722
0.083,85387.7661,0.69192,6.69179,7.32865
0.1012,85387.786,2.9736,7.40766,7.50822
0.1207,85387.8061,4.55377,7.71412,8.40365
0.161,85387.8261,3.85466,8.00861,8.30549
0.1648,85387.846,2.07098,7.99663,6.59842
0.1929,85387.8661,0.95529,8.06846,6.7301
0.2049,85387.8861,0.70868,7.3502,8.2169
0.2193,85387.906,-0.67995,6.01423,8.17141
0.2413,85387.9261,-1.95367,5.15472,7.41724
0.2655,85387.9461,-2.97599,5.40611,8.82742
0.2821,85387.966,-2.09732,6.29914,6.45716
0.3051,85387.9861,-1.71664,7.15387,5.83946
0.322,85388.0061,-1.05824,7.32626,4.80516
0.3381,85388.026,-1.21147,6.54814,5.79876
0.3581,85388.0461,-3.77326,4.18985,12.31577
0.3814,85388.0661,-2.07577,4.51307,9.40921
0.3985,85388.0861,-2.72939,4.01508,8.64067
0.4185,85388.1061,-3.19147,5.09726,7.86256
0.4383,85388.1261,-1.52271,6.77799,7.39569
0.4613,85388.1461,-1.29766,6.46434,8.32703
0.4778,85388.166,-1.52271,5.69341,8.91601
0.5,85388.1861,-1.56341,5.22894,8.88249
0.524,85388.208,-1.13725,5.01585,8.67419
0.5422,85388.2281,-0.50757,4.71179,8.66462
0.5734,85388.248,-0.53391,3.85227,8.45153
0.5972,85388.268,-0.03831,3.51708,7.03656
0.6042,85388.2881,1.66636,3.67031,7.09881
0.6643,85388.3081,2.67432,3.93846,7.02938
0.6659,85388.328,2.63362,3.97677,6.38534
0.6684,85388.3481,2.87544,3.70862,6.45716
0.704,85388.3681,3.62961,3.5913,5.7413
0.7062,85388.388,4.67109,4.21619,5.17866
0.7218,85388.408,5.35822,4.52983,4.96557
0.7397,85388.4281,6.16746,4.66391,5.40611
0.7591,85388.4481,7.24964,4.9536,5.77242
0.7842,85388.468,8.0924,5.95438,6.03818
0.8012,85388.4881,8.38928,6.6894,5.95677
0.8225,85388.5081,8.84179,7.12993,6.18662
0.8389,85388.528,9.38048,7.69496,6.5242
0.8595,85388.548,9.20571,8.4635,6.82347
0.8793,85388.5681,8.60237,9.26317,7.03416
