AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0489,85387.6808,9,-23.82,-20.22
0.056,85387.7008,9.12,-23.88,-20.52
0.0619,85387.7207,9,-23.76,-20.88
0.0676,85387.7407,8.76,-23.22,-21
0.0805,85387.7608,7.8,-22.92,-21.48
0.0995,85387.7807,7.2,-22.68,-21.12
0.1194,85387.8007,6.3,-22.56,-20.82
0.1592,85387.8208,4.92,-23.34,-21.12
0.1639,85387.8407,4.08,-23.58,-20.76
0.1882,85387.8607,3.18,-23.7,-20.58
0.2032,85387.8808,2.64,-24.54,-20.82
0.2174,85387.9007,2.7,-24.66,-20.7
0.2398,85387.9207,2.76,-25.02,-21.24
0.2586,85387.9408,2.34,-25.14,-21.42
0.2808,85387.9607,2.64,-24.84,-21.12
0.3036,85387.9807,2.34,-24.66,-21.06
0.3204,85388.0008,1.8,-24.78,-20.1
0.3365,85388.0207,1.74,-24.96,-19.8
0.3567,85388.0407,1.2,-25.26,-19.62
0.3795,85388.0608,0.96,-25.68,-19.26
0.3966,85388.0808,0.9,-25.74,-18.96
0.4165,85388.1007,0.9,-26.52,-18.66
0.4366,85388.1208,0.66,-27.24,-18.06
0.4596,85388.1408,0.84,-27.54,-17.4
0.4766,85388.1607,1.68,-27.96,-17.22
0.4984,85388.1808,1.86,-27.6,-16.74
0.5183,85388.2027,2.7,-27.06,-16.32
0.541,85388.2227,2.76,-27.36,-16.08
0.5723,85388.2427,2.76,-27.42,-16.08
0.596,85388.2627,2.52,-27.96,-15.24
0.6033,85388.2827,2.1,-28.38,-14.76
0.6634,85388.3028,2.16,-28.74,-14.28
0.6653,85388.3227,1.86,-29.16,-13.5
0.6674,85388.3427,2.16,-29.34,-13.5
0.7031,85388.3628,2.28,-29.82,-13.2
0.7053,85388.3827,1.8,-29.82,-13.14
0.721,85388.4027,1.38,-30.12,-12.9
0.7384,85388.4228,0.84,-30.12,-13.02
0.7583,85388.4428,0.3,-30.42,-13.14
0.7804,85388.4627,-0.24,-30.3,-12.9
0.8001,85388.4828,-1.08,-29.82,-13.08
0.8218,85388.5028,-1.92,-29.52,-13.56
0.8381,85388.5227,-2.88,-29.16,-14.04
0.8586,85388.5427,-3.42,-29.52,-14.94
0.8782,85388.5628,-4.26,-29.34,-15.18
0.8982,85388.5827,-4.32,-29.46,-15.6
0.9183,85388.6028,-4.8,-29.1,-15.72
0.9383,85388.6227,-5.58,-28.38,-15.72
0.9583,85388.6427,-5.82,-28.5,-16.62
0.9781,85388.6627,-6.54,-27.48,-16.8
0.9982,85388.6828,-7.02,-27.36,-17.4
1.0181,85388.7027,-7.14,-27.48,-17.58
1.0387,85388.7227,-7.38,-27.48,-16.62
1.0611,85388.7428,-7.98,-28.38,-15.66
1.0827,85388.7627,-7.8,-28.5,-14.76
1.1037,85388.7827,-8.04,-28.74,-13.86
1.1189,85388.8028,-7.62,-29.16,-13.2
1.1388,85388.8227,-7.02,-29.88,-12.54
1.16,85388.8427,-6.42,-30.42,-11.52
1.1801,85388.8628,-5.4,-31.08,-10.38
1.2,85388.8838,-4.44,-31.44,-9.24
1.2204,85388.9038,-3.3,-31.62,-8.94
1.2401,85388.9237,-1.86,-31.86,-8.4
1.2605,85388.9438,-0.78,-31.98,-8.04
1.2799,85388.9638,0.9,-32.16,-8.46
1.2999,85388.9837,2.82,-31.8,-7.8
1.325,85389.0038,4.86,-31.08,-8.16
1.3401,85389.0238,7.26,-30.18,-8.88
1.36,85389.0437,9.42,-29.04,-9.72
1.3799,85389.0637,11.46,-27.96,-11.34
1.4004,85389.0838,13.26,-26.82,-12.42
1.4278,85389.1037,14.7,-25.5,-14.1
1.4426,85389.1237,16.02,-23.76,-14.7
1.4596,85389.1438,16.44,-22.02,-15.78
1.4795,85389.1637,16.68,-20.52,-16.62
1.4994,85389.1837,17.22,-19.14,-17.28
1.5193,85389.2038,17.4,-18.18,-18.12
1.5453,85389.2237,17.58,-17.58,-18.54
1.562,85389.2437,17.4,-17.46,-19.2
1.5875,85389.2638,16.8,-17.7,-19.02
1.6063,85389.2837,16.32,-18.36,-18.78
1.6193,85389.3037,15.84,-19.26,-18.12
1.6392,85389.3238,16.14,-20.1,-17.7
1.6592,85389.3437,16.02,-21,-17.1
1.6791,85389.3637,16.02,-22.08,-16.62
1.6991,85389.3837,15.9,-23.16,-16.44
1.7221,85389.4038,15.12,-24.36,-15.3
1.7411,85389.4237,14.58,-25.02,-14.7
1.7615,85389.4447,14.1,-25.98,-14.28
1.781,85389.4647,13.14,-26.88,-13.02
1.8011,85389.4848,12.24,-27.42,-12.48
1.8223,85389.5047,11.28,-28.68,-11.46
1.8514,85389.5247,9.96,-28.98,-10.68
1.8665,85389.5457,8.04,-29.76,-10.14
1.8868,85389.5658,5.94,-30.72,-9.66
1.9034,85389.5857,4.02,-31.44,-9.24
1.9225,85389.6057,1.74,-32.04,-8.82
1.9452,85389.6258,-0.12,-32.1,-8.88
1.9646,85389.6468,-1.8,-32.22,-8.28
1.9898,85389.6668,-3.6,-31.98,-8.34
2.0053,85389.6867,-5.7,-31.86,-8.7
2.0264,85389.7068,-7.38,-31.26,-9.42
2.0445,85389.7268,-9,-30.42,-10.86
2.0975,85389.7467,-10.2,-29.64,-12.6
2.1083,85389.7668,-11.16,-28.62,-13.86
2.1102,85389.7868,-11.64,-27.78,-14.82
2.1237,85389.8067,-12.24,-26.82,-16.38
2.1446,85389.8277,-13.2,-25.68,-17.4
2.1691,85389.8477,-13.92,-24.78,-18.42
2.1842,85389.8678,-14.52,-23.76,-19.02
2.2083,85389.8877,-15.24,-23.1,-18.9
2.2243,85389.9077,-15.6,-22.56,-18.9
2.2441,85389.9278,-15.96,-22.62,-18.6
2.264,85389.9477,-16.32,-22.56,-18.3
2.2864,85389.9677,-16.26,-22.56,-18.66
2.3059,85389.9877,-15.9,-22.68,-18.54
2.3238,85390.0077,-15.54,-22.74,-18.48
2.3491,85390.0277,-14.58,-23.58,-18.9
