AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.097,,-89.0,,,,
0.1178,,,,-71.0,,
0.2374,,-81.0,,,,
0.2999,,,,-72.0,,
0.3103,,,-87.0,,,
0.4561,,-89.0,,,,
0.4851,,,,-65.0,,
0.4918,,,-85.0,,,
0.7245,,,,-69.0,,
0.7286,,,-76.0,,,
1.4694,,-81.0,,,,
1.5104,,,-93.0,,,
1.719,,,-78.0,,,
2.1408,,,,-62.0,,
2.1509,,,-80.0,,,
2.294,,-92.0,,,,
2.3447,,,,-76.0,,
2.3675,,,-83.0,,,
2.4863,,-91.0,,,,
2.5527,,,,-61.0,,
2.5669,,,-91.0,,,
2.6851,,-78.0,,,,
2.7361,,,,-66.0,,
2.9224,,-85.0,,,,
2.943,,,,-74.0,,
2.9518,,,-92.0,,,
3.1101,,-93.0,,,,
3.1961,,,,-68.0,,
3.2171,,,-85.0,,,
3.2271,,,,,,-95.0
3.3083,,-85.0,,,,
3.3589,,,,-63.0,,
3.3794,,,-77.0,,,
3.3996,,,,,,-96.0
3.5235,,-85.0,,,,
3.5756,,,-90.0,,,
3.7176,,-83.0,,,,
3.7707,,,-73.0,,,
3.9717,,-84.0,,,,
4.0108,,,,-63.0,,
4.1315,,-87.0,,,,
4.1711,,,,-69.0,,
4.1855,,,-82.0,,,
4.2261,,,,,,-100.0
4.3689,,,,-70.0,,
4.4485,,,-84.0,,,
4.5747,,,,-70.0,,
4.8023,,-88.0,,,,
4.812,,,,-72.0,,
4.8377,,,-78.0,,,
5.0232,,,-73.0,,,
5.1628,,-82.0,,,,
5.9745,,-83.0,,,,
6.005,,,,-69.0,,
6.0414,,,-85.0,,,
6.1695,,-91.0,,,,
6.2174,,,,-65.0,,
6.6511,,,-95.0,,,
6.877,,,-89.0,,,
6.9889,,-90.0,,,,
7.0391,,,,-73.0,,
7.0851,,,-82.0,,,
7.195,,-77.0,,,,
7.2308,,,,-62.0,,
7.2697,,,-79.0,,,
7.4464,,,,-71.0,,
7.6158,,-85.0,,,,
7.6538,,,,-66.0,,
7.683,,,-87.0,,,
7.8341,,-95.0,,,,
7.8708,,,,-66.0,,
7.8817,,,-75.0,,,
8.0297,,-86.0,,,,
8.0634,,,,-76.0,,
8.0858,,,-88.0,,,
8.2827,,,,-68.0,,
8.2983,,,-86.0,,,
8.3089,,,,,,-92.0
8.437,,-94.0,,,,
8.477,,,,-81.0,,
8.4964,,,-87.0,,,
8.6104,,-81.0,,,,
8.7331,,,-83.0,,,
8.8191,,-92.0,,,,
8.9085,,,,-70.0,,
9.077,,,,-57.0,,
9.2802,,,,-56.0,,
9.5048,,,,-63.0,,
9.5386,,,-83.0,,,
9.7285,,,-75.0,,,
9.8733,,-85.0,,,,
9.8891,,,,-64.0,,
10.4577,,-88.0,,,,
10.5171,,,,-64.0,,
10.5556,,,-84.0,,,
10.6496,,-85.0,,,,
10.7127,,,,-87.0,,
10.7581,,,-85.0,,,
10.8937,,-85.0,,,,
10.9271,,,,-74.0,,
10.9733,,,-88.0,,,
11.072,,-90.0,,,,
