AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:08,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:27,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:34,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:48,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:71,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:08,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:27,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:34,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:48,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:71,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:03:11
0.9098,-52.0,,,,,-66.0,,-61.0,,,,,,,,-61.0,-60.0,,-61.0,,,-73.0,-70.0,-70.0,-63.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
4.921,-53.0,,,,,-62.0,,-60.0,,,,,,,,-69.0,-64.0,,-64.0,,,-72.0,-74.0,-74.0,-63.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
8.8345,-52.0,,,,,-64.0,,-54.0,,,,,,,,-65.0,-71.0,,-64.0,,,-72.0,-75.0,-74.0,-66.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
12.8587,-50.0,,,,,-62.0,,-62.0,,,,,,,,-65.0,-61.0,,-64.0,,,-73.0,-67.0,-68.0,-69.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
16.8669,-51.0,,,,,-58.0,,-67.0,,,,,,,,-64.0,-65.0,,-68.0,,,-73.0,-68.0,-69.0,-65.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
20.8699,-55.0,,,,,-60.0,,-60.0,,,,,,,,-61.0,-65.0,,-64.0,,,-76.0,-71.0,-71.0,-62.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
24.8747,-51.0,,,,,,,-69.0,,-75.0,,,,,,-61.0,-65.0,,-67.0,,,-76.0,-71.0,-71.0,-61.0,,2437.0,,,,,,,2452.0,,2412.0,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
28.8489,-52.0,,,,,-64.0,,-58.0,,,,,,,,-66.0,-70.0,,-72.0,,,-75.0,-68.0,-69.0,-65.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
32.8318,-52.0,,,,,-65.0,,-63.0,,,,,,,,-68.0,-63.0,,-67.0,,,-75.0,-70.0,-70.0,-68.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
36.8603,-52.0,,,,,-61.0,,-64.0,,,,,,,,-68.0,-63.0,,-67.0,,,-75.0,-67.0,-67.0,-68.0,,2437.0,,,,,5200.0,,2452.0,,,,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,
