AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0386,69775.2606,-21.42,-23.1,-20.34
0.0407,69775.2806,-21.54,-22.5,-21.12
0.0644,69775.3007,-21.54,-22.5,-21.6
0.0763,69775.3207,-21.84,-22.08,-21.78
0.1032,69775.3406,-21.96,-21.78,-22.08
0.1137,69775.3607,-21.9,-21.72,-22.02
0.1353,69775.3806,-21.9,-21.48,-21.72
0.1534,69775.4006,-22.2,-21.24,-21.12
0.1736,69775.4206,-23.22,-20.88,-20.94
0.1934,69775.4405,-23.82,-20.46,-20.46
0.2145,69775.4606,-24.3,-20.34,-20.34
0.234,69775.4806,-24.42,-20.28,-20.46
0.2536,69775.5007,-23.7,-20.4,-19.86
0.2735,69775.5206,-23.58,-20.76,-20.34
0.2937,69775.5406,-23.46,-21.12,-20.28
0.3137,69775.5607,-22.8,-21.3,-20.7
0.3335,69775.5806,-22.8,-21.3,-21.36
0.3535,69775.6006,-22.32,-21.18,-21.6
0.3765,69775.6207,-21.54,-21,-22.14
0.3973,69775.6406,-21.36,-21.06,-21.96
0.4142,69775.6606,-21.18,-20.82,-21.72
0.4336,69775.6807,-21,-21.18,-22.02
0.4555,69775.7006,-21.06,-21.12,-22.32
0.477,69775.7206,-21.54,-20.88,-23.34
0.4952,69775.7407,-21.3,-21.06,-24.06
0.5166,69775.7606,-21.48,-20.7,-24.06
0.5374,69775.7806,-21.66,-20.16,-24.9
0.5536,69775.8007,-21.66,-19.8,-25.14
0.5736,69775.8207,-22.38,-19.32,-25.86
0.5949,69775.8417,-22.62,-18.66,-26.76
0.6159,69775.8616,-22.5,-18.24,-27.24
0.642,69775.8816,-22.26,-17.7,-28.02
0.6561,69775.9017,-21.84,-17.04,-28.92
0.6763,69775.9216,-21.66,-16.14,-29.58
0.6979,69775.9416,-21.54,-15.24,-30.12
0.7149,69775.9617,-21.54,-14.58,-30.42
0.7347,69775.9816,-22.2,-13.92,-30.06
0.7548,69776.0016,-22.8,-14.16,-29.82
0.7753,69776.0217,-23.7,-14.28,-28.74
0.7947,69776.0416,-24.96,-15.06,-27.72
0.8256,69776.0616,-24.96,-15.9,-26.82
0.8364,69776.0817,-25.5,-16.32,-25.02
0.8643,69776.1016,-25.26,-17.28,-23.16
0.8749,69776.1216,-24.72,-17.88,-21.78
0.8954,69776.1417,-24.72,-18.36,-19.98
0.936,69776.1616,-24.06,-19.38,-18.78
0.9379,69776.1816,-24.12,-20.16,-18
0.9582,69776.2017,-23.58,-20.82,-16.98
0.9746,69776.2217,-23.22,-21.78,-15.96
0.9958,69776.2416,-22.92,-22.26,-14.58
1.0178,69776.2617,-22.74,-22.86,-13.26
