AppTimestamp(s),MAC,Frequency,RSSI
1.6297,20:23:00:00:00:44,2462,-62
1.6297,20:23:00:00:00:73,2437,-63
1.6297,20:23:00:00:00:15,2452,-64
1.6297,20:23:00:00:00:90,2437,-66
1.6297,20:23:00:00:00:55,2427,-68
1.6297,20:23:00:00:00:12,2417,-69
1.6297,20:23:00:00:00:01,2437,-69
1.6297,20:23:00:00:00:80,5220,-73
1.6297,20:23:00:00:00:79,5220,-73
1.6297,20:23:00:00:00:65,2437,-75
1.6297,20:23:00:00:00:45,2412,-76
1.6297,20:23:00:00:00:09,5200,-79
1.6297,20:23:00:00:00:69,2422,-80
1.6297,20:23:00:00:00:88,2462,-85
1.6297,20:23:00:00:01:20,5500,-89
3.6447,20:23:00:00:00:73,2437,-52
3.6447,20:23:00:00:00:55,2427,-59
3.6447,20:23:00:00:00:90,2437,-60
3.6447,20:23:00:00:00:15,2452,-63
3.6447,20:23:00:00:00:12,2417,-68
3.6447,20:23:00:00:00:65,2437,-70
3.6447,20:23:00:00:00:45,2412,-72
3.6447,20:23:00:00:00:44,2462,-74
3.6447,20:23:00:00:00:80,5220,-74
3.6447,20:23:00:00:00:79,5220,-74
3.6447,20:23:00:00:00:82,2462,-75
3.6447,20:23:00:00:00:09,5200,-79
3.6447,20:23:00:00:00:69,2422,-79
3.6447,20:23:00:00:00:88,2462,-84
3.6447,20:23:00:00:01:27,5500,-85
3.6447,20:23:00:00:00:01,2437,-86
3.6447,20:23:00:00:01:16,5500,-87
3.6447,20:23:00:00:01:21,5500,-90
5.6783,20:23:00:00:00:73,2437,-56
5.6783,20:23:00:00:00:82,2462,-64
5.6783,20:23:00:00:00:65,2437,-67
5.6783,20:23:00:00:00:15,2452,-67
5.6783,20:23:00:00:00:45,2412,-68
5.6783,20:23:00:00:00:55,2427,-71
5.6783,20:23:00:00:00:12,2417,-72
5.6783,20:23:00:00:00:44,2462,-72
5.6783,20:23:00:00:00:80,5220,-72
5.6783,20:23:00:00:00:79,5220,-73
5.6783,20:23:00:00:00:90,2437,-76
5.6783,20:23:00:00:00:01,2437,-77
5.6783,20:23:00:00:00:69,2422,-80
5.6783,20:23:00:00:00:09,5200,-86
5.6783,20:23:00:00:01:27,5500,-89
5.6783,20:23:00:00:01:19,5500,-89
5.6783,20:23:00:00:01:21,5500,-90
5.6783,20:23:00:00:00:88,2462,-91
5.6783,20:23:00:00:01:15,5500,-91
7.6472,20:23:00:00:00:73,2437,-48
7.6472,20:23:00:00:00:55,2427,-57
7.6472,20:23:00:00:00:90,2437,-64
7.6472,20:23:00:00:00:65,2437,-66
7.6472,20:23:00:00:00:44,2462,-68
7.6472,20:23:00:00:00:82,2462,-70
7.6472,20:23:00:00:00:45,2412,-74
7.6472,20:23:00:00:00:12,2417,-74
7.6472,20:23:00:00:00:15,2452,-74
7.6472,20:23:00:00:00:80,5220,-74
7.6472,20:23:00:00:00:79,5220,-75
7.6472,20:23:00:00:00:01,2437,-82
7.6472,20:23:00:00:00:09,5200,-83
7.6472,20:23:00:00:00:69,2422,-83
7.6472,20:23:00:00:00:88,2462,-86
7.6472,20:23:00:00:01:27,5500,-88
7.6472,20:23:00:00:01:16,5500,-88
7.6472,20:23:00:00:01:21,5500,-90
9.6856,20:23:00:00:00:73,2437,-55
9.6856,20:23:00:00:00:01,2437,-63
9.6856,20:23:00:00:00:82,2462,-64
9.6856,20:23:00:00:00:55,2427,-65
9.6856,20:23:00:00:00:90,2437,-67
9.6856,20:23:00:00:00:45,2412,-69
9.6856,20:23:00:00:00:44,2462,-71
9.6856,20:23:00:00:00:80,5220,-71
9.6856,20:23:00:00:00:79,5220,-72
9.6856,20:23:00:00:00:65,2437,-73
9.6856,20:23:00:00:00:15,2452,-73
9.6856,20:23:00:00:00:12,2417,-75
9.6856,20:23:00:00:00:69,2422,-78
9.6856,20:23:00:00:00:09,5200,-82
9.6856,20:23:00:00:00:88,2462,-86
9.6856,20:23:00:00:01:20,5500,-87
9.6856,20:23:00:00:01:19,5500,-89
9.6856,20:23:00:00:01:27,5500,-90
9.6856,20:23:00:00:01:15,5500,-90
9.6856,20:23:00:00:01:21,5500,-91
11.6501,20:23:00:00:00:73,2437,-48
11.6501,20:23:00:00:00:55,2427,-58
11.6501,20:23:00:00:00:65,2437,-68
11.6501,20:23:00:00:00:80,5220,-68
11.6501,20:23:00:00:00:79,5220,-68
11.6501,20:23:00:00:00:90,2437,-69
11.6501,20:23:00:00:00:45,2412,-70
11.6501,20:23:00:00:00:15,2452,-71
11.6501,20:23:00:00:00:82,2462,-72
11.6501,20:23:00:00:00:44,2462,-72
11.6501,20:23:00:00:00:01,2437,-72
11.6501,20:23:00:00:00:69,2422,-77
11.6501,20:23:00:00:00:09,5200,-78
11.6501,20:23:00:00:01:21,5500,-86
11.6501,20:23:00:00:01:16,5500,-87
13.7044,20:23:00:00:00:73,2437,-53
13.7044,20:23:00:00:00:82,2462,-65
13.7044,20:23:00:00:00:44,2462,-65
13.7044,20:23:00:00:00:45,2412,-67
13.7044,20:23:00:00:00:55,2427,-68
13.7044,20:23:00:00:00:90,2437,-68
13.7044,20:23:00:00:00:15,2452,-69
13.7044,20:23:00:00:00:65,2437,-71
13.7044,20:23:00:00:00:01,2437,-77
13.7044,20:23:00:00:00:80,5220,-77
13.7044,20:23:00:00:00:79,5220,-78
13.7044,20:23:00:00:00:12,2417,-81
13.7044,20:23:00:00:00:09,5200,-82
13.7044,20:23:00:00:00:69,2422,-86
13.7044,20:23:00:00:00:88,2462,-86
15.6814,20:23:00:00:00:73,2437,-53
15.6814,20:23:00:00:00:55,2427,-60
15.6814,20:23:00:00:00:01,2437,-65
15.6814,20:23:00:00:00:65,2437,-67
15.6814,20:23:00:00:00:44,2462,-67
15.6814,20:23:00:00:00:90,2437,-68
15.6814,20:23:00:00:00:15,2452,-69
15.6814,20:23:00:00:00:80,5220,-69
15.6814,20:23:00:00:00:79,5220,-69
15.6814,20:23:00:00:00:45,2412,-70
15.6814,20:23:00:00:00:82,2462,-72
15.6814,20:23:00:00:00:12,2417,-74
15.6814,20:23:00:00:00:69,2422,-77
15.6814,20:23:00:00:00:88,2462,-87
15.6814,20:23:00:00:00:38,2457,-95
17.6971,20:23:00:00:00:73,2437,-55
17.6971,20:23:00:00:00:55,2427,-65
17.6971,20:23:00:00:00:82,2462,-67
17.6971,20:23:00:00:00:80,5220,-67
17.6971,20:23:00:00:00:79,5220,-67
17.6971,20:23:00:00:00:44,2462,-68
17.6971,20:23:00:00:00:90,2437,-69
17.6971,20:23:00:00:00:65,2437,-69
17.6971,20:23:00:00:00:01,2437,-70
17.6971,20:23:00:00:00:45,2412,-73
17.6971,20:23:00:00:00:12,2417,-76
17.6971,20:23:00:00:00:15,2452,-76
17.6971,20:23:00:00:00:09,5200,-78
17.6971,20:23:00:00:00:69,2422,-79
17.6971,20:23:00:00:00:88,2462,-79
17.6971,20:23:00:00:01:21,5500,-86
17.6971,20:23:00:00:01:20,5500,-88
17.6971,20:23:00:00:01:15,5500,-91
19.6643,20:23:00:00:00:73,2437,-50
19.6643,20:23:00:00:00:55,2427,-65
19.6643,20:23:00:00:00:01,2437,-65
19.6643,20:23:00:00:00:45,2412,-69
19.6643,20:23:00:00:00:90,2437,-70
19.6643,20:23:00:00:00:65,2437,-70
19.6643,20:23:00:00:00:82,2462,-71
19.6643,20:23:00:00:00:44,2462,-71
19.6643,20:23:00:00:00:80,5220,-71
19.6643,20:23:00:00:00:79,5220,-71
19.6643,20:23:00:00:00:12,2417,-73
19.6643,20:23:00:00:00:15,2452,-73
19.6643,20:23:00:00:00:88,2462,-89
19.6643,20:23:00:00:00:38,2457,-95
21.6649,20:23:00:00:00:73,2437,-52
21.6649,20:23:00:00:00:15,2452,-66
21.6649,20:23:00:00:00:55,2427,-67
21.6649,20:23:00:00:00:65,2437,-69
21.6649,20:23:00:00:00:90,2437,-70
21.6649,20:23:00:00:00:01,2437,-72
21.6649,20:23:00:00:00:82,2462,-73
21.6649,20:23:00:00:00:44,2462,-73
21.6649,20:23:00:00:00:45,2412,-75
21.6649,20:23:00:00:00:12,2417,-75
21.6649,20:23:00:00:00:80,5220,-76
21.6649,20:23:00:00:00:69,2422,-76
21.6649,20:23:00:00:00:79,5220,-77
21.6649,20:23:00:00:00:09,5200,-79
21.6649,20:23:00:00:00:88,2462,-86
21.6649,20:23:00:00:01:15,5500,-91
23.6369,20:23:00:00:00:73,2437,-55
23.6369,20:23:00:00:00:82,2462,-66
