AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0273,328.9306,0.27184,-0.51801,0.2248
0.0283,328.9506,-0.31887,-0.43677,0.53573
0.0748,328.9706,-0.57238,-0.6127,0.40378
0.0757,328.9907,-0.63225,-0.47403,0.3934
0.09,329.0107,-0.45754,-0.24374,0.39401
0.1114,329.0308,-0.02138,-0.20281,0.33537
0.1312,329.0509,0.30727,-0.26206,0.26206
0.1505,329.0709,0.30177,-0.31154,0.1014
0.1746,329.091,-0.0336,-0.47281,-0.02688
0.1903,329.111,-0.36591,-0.76969,-0.0562
0.2116,329.1311,-0.46914,-0.99449,0.02321
0.2347,329.1512,-0.42211,-1.27488,-0.02443
0.2533,329.1712,-0.50519,-1.57237,-0.08858
0.2834,329.1913,-0.64874,-1.6475,-0.05253
0.2922,329.2113,-0.06536,-0.56322,0.12523
0.3095,329.2314,0.54672,-0.39034,-0.00305
0.3325,329.2515,0.57421,-0.29444,-0.05986
0.3511,329.2715,0.35491,-0.44227,-0.18876
0.3697,329.2916,0.30177,-0.92668,-0.40134
0.3913,329.3117,0.18692,-1.03725,-0.56077
0.4139,329.3317,0.20403,-0.9499,-0.78618
0.4378,329.3518,0.31398,-1.25044,-1.21073
0.452,329.3718,0.02932,-1.62063,-1.37689
0.4913,329.3919,-0.29932,-0.91996,-1.37933
0.4958,329.4119,-0.22846,0.51924,-1.33108
0.5157,329.432,-0.15638,0.98166,-0.96944
0.5383,329.452,-0.08858,0.19181,-0.80634
0.557,329.472,0.53939,-0.13928,-1.30236
0.5718,329.4921,0.33292,0.01955,-0.91263
0.594,329.5122,0.15944,-0.15882,-0.81245
0.6109,329.5322,0.27306,-1.27121,-0.11851
0.64,329.5523,0.79229,-1.56443,-0.13561
0.6524,329.5724,1.58214,-1.74341,-0.17287
0.6739,329.5924,1.56504,-1.34329,-0.90042
0.692,329.6125,1.08734,-1.5571,-0.74281
0.7137,329.6325,1.04824,-1.98043,-0.81428
0.7318,329.6526,1.34085,-3.20949,-0.63713
0.7521,329.6727,1.94988,-4.52346,-0.15577
0.7757,329.6927,2.13497,-5.08484,0.23702
0.8038,329.7128,2.80204,-6.00358,0.68111
0.8116,329.7329,4.84172,-7.84168,1.49051
0.834,329.7529,7.96446,-10.78421,3.03905
0.852,329.773,9.60586,-11.86667,5.03292
0.8728,329.793,9.98154,-9.95161,7.28396
0.8944,329.8131,9.36518,-5.1838,8.7146
0.9119,329.8332,8.59793,-0.07514,7.78181
0.9329,329.8532,9.12511,2.55708,6.45135
0.9551,329.8733,9.70054,2.48317,4.91563
0.9742,329.8933,9.64556,1.70737,4.09952
0.9918,329.9134,9.26377,0.7929,3.17467
1.0187,329.9335,8.54478,-0.55405,1.2254
1.0356,329.9535,6.91133,-0.45326,-0.97738
1.0558,329.9736,5.62363,1.37994,-2.92788
1.0764,329.9937,5.81055,3.28218,-4.51063
1.0921,330.0137,6.4373,4.53323,-5.7739
1.1106,330.0338,6.11476,5.3634,-6.91072
1.134,330.0538,5.10072,5.78673,-7.86672
1.1534,330.0739,4.27789,5.22473,-8.38901
1.1721,330.0939,3.50514,4.48986,-8.67673
1.1948,330.1139,2.57052,3.9242,-9.12572
1.2106,330.134,1.75746,3.70856,-9.83737
1.2341,330.154,1.09345,4.08974,-10.15136
1.2528,330.174,0.0898,4.13495,-10.23382
1.2712,330.194,-0.88392,3.22354,-9.95527
1.2952,330.214,-1.76784,1.47952,-9.40305
1.3196,330.234,-2.33412,-0.42516,-8.71094
1.3328,330.254,-2.66032,-1.11605,-8.13611
1.3543,330.274,-3.05982,-0.6579,-7.73966
1.3757,330.294,-3.42451,-0.84971,-7.69446
1.3892,330.314,-3.64687,-2.81792,-7.48738
1.4094,330.334,-3.60777,-4.43977,-6.52648
1.4337,330.354,-3.18811,-3.95047,-5.77817
1.4614,330.374,-1.93583,-4.0647,-5.70182
1.4725,330.394,-1.23334,-4.67923,-5.27238
1.4997,330.414,-1.28343,-4.94007,-4.97672
1.5191,330.434,-0.82222,-5.88691,-5.00604
1.5306,330.454,-0.29993,-6.04329,-5.56865
1.5525,330.474,0.55833,-5.66639,-6.07078
1.5766,330.494,1.91323,-5.8979,-6.43241
1.5931,330.514,2.90772,-5.50634,-6.83253
1.6159,330.534,2.91627,-4.74459,-7.32794
1.6662,330.554,3.22048,-4.6273,-7.55091
1.6677,330.5739,3.9694,-5.50634,-7.90521
1.6793,330.5939,3.77759,-5.31758,-8.1184
1.6914,330.6139,3.45811,-4.53873,-7.53258
1.7103,330.6339,3.36892,-3.68291,-6.27297
1.7329,330.6539,3.58028,-3.047,-5.19174
1.7519,330.6739,4.08241,-3.22964,-4.00972
1.7709,330.6939,4.10135,-2.68536,-3.11175
1.7956,330.7139,3.69512,-1.29626,-2.54059
1.8111,330.7339,4.71893,0.20953,-1.88269
1.8347,330.7539,7.00052,-0.12828,-1.51678
1.8519,330.7739,8.64313,-2.21439,-1.43065
1.8695,330.7939,8.77874,-2.68109,-1.50639
1.8882,330.8139,7.90948,-0.8998,-1.04702
1.9132,330.8339,7.99378,2.62306,-1.04519
1.9322,330.8539,8.66085,3.37137,-0.42944
1.952,330.874,8.72987,2.34389,0.19181
1.9801,330.894,8.81967,1.50273,0.22541
1.9975,330.914,9.12205,1.87352,-0.03299
2.0169,330.9341,8.93268,2.39398,-1.113
2.0385,330.9541,7.68041,3.14168,-2.38237
2.1064,330.9741,6.1734,3.91198,-3.21682
2.123,330.9941,5.33591,4.41411,-3.36403
2.1269,331.0142,5.21984,4.27667,-3.70917
2.1313,331.0342,5.12516,3.63037,-4.42938
2.1364,331.0542,4.86249,3.56379,-5.35301
2.1544,331.0743,4.46909,4.02377,-6.62117
2.1724,331.0943,3.72078,5.10806,-7.80075
2.1939,331.1143,3.23087,6.00053,-8.44216
2.2141,331.1343,3.15756,5.82399,-8.75492
2.2334,331.1544,2.82342,5.02925,-8.91924
2.2522,331.1744,1.9676,4.58515,-9.11105
2.2743,331.1944,0.91263,4.66762,-8.76103
2.2927,331.2145,0.6182,4.41656,-8.43605
2.312,331.2345,0.42028,3.40008,-8.27173
2.3401,331.2545,0.02627,2.6481,-8.05365
2.354,331.2745,-1.00304,2.59068,-7.29679
2.3742,331.2946,-1.43065,2.13314,-6.82642
2.3947,331.3146,-1.35612,0.74831,-6.89484
2.4144,331.3346,-1.81427,-0.49847,-6.93027
2.432,331.3547,-2.8057,-1.41537,-7.03534
2.4529,331.3747,-3.28646,-1.58581,-7.03289
2.4745,331.3947,-3.59555,-1.67927,-7.24853
2.4947,331.4148,-3.7892,-2.50699,-7.20455
2.5142,331.4348,-3.2834,-3.12396,-6.64194
2.5325,331.4549,-2.81059,-4.01277,-6.25098
2.5535,331.4749,-2.26264,-3.99078,-5.96571
2.5739,331.4949,-0.62919,-4.49047,-5.18991
2.594,331.515,0.23518,-5.50084,-5.38417
2.6144,331.535,-0.06292,-5.7965,-5.92051
2.6429,331.555,0.45326,-6.33345,-6.01275
2.6632,331.575,1.34574,-6.4037,-5.8918
2.6747,331.5951,2.23027,-5.90951,-6.06223
2.6981,331.6151,3.08548,-6.08911,-6.57108
2.7149,331.6351,3.47827,-6.16302,-7.31633
2.7338,331.6551,3.45017,-5.52466,-7.74516
2.7564,331.6752,3.36587,-4.81667,-7.87466
2.7814,331.6952,3.39336,-4.64991,-7.3878
2.7994,331.7152,3.52347,-4.76841,-6.81665
2.8281,331.7353,3.22659,-4.95473,-6.48189
2.8351,331.7553,3.03661,-4.84538,-5.86003
2.8547,331.7753,3.26202,-4.38051,-4.88387
2.8786,331.7953,3.7782,-4.26445,-4.07997
2.8981,331.8154,3.79225,-3.22476,-3.45444
2.9196,331.8354,3.41351,-2.54059,-3.17344
2.9356,331.8554,4.04576,-2.26692,-3.12335
2.9537,331.8755,4.7959,-1.48501,-3.22964
2.9765,331.8955,5.37867,-1.32008,-3.10075
3.0008,331.9155,5.54727,-1.06474,-2.60168
3.0273,331.9355,5.25405,1.09956,-1.96027
3.0339,331.9556,5.93089,3.13557,-1.52533
3.0598,331.9756,6.93943,2.99385,-1.31764
3.0752,331.9956,7.69507,2.3219,-0.84055
3.0942,332.0156,7.66697,2.17224,-0.56749
3.1162,332.0356,7.57595,3.52714,-0.6805
3.1385,332.0556,7.56434,4.81423,-1.28831
3.165,332.0756,7.3707,5.22107,-1.9004
3.1822,332.0956,6.83314,4.87715,-1.95355
3.1929,332.1156,6.34628,4.09035,-1.77701
3.2137,332.1356,5.64745,4.44649,-1.84665
3.2365,332.1556,5.19358,4.43549,-2.2883
3.2544,332.1756,5.19602,3.72261,-2.81242
3.2748,332.1955,4.83927,3.82341,-2.8784
3.2982,332.2155,4.49963,4.10685,-2.53081
3.3175,332.2355,4.51674,3.51797,-2.38787
3.3342,332.2555,4.22352,2.75928,-2.99996
3.356,332.2755,3.68657,2.67254,-3.97918
3.3811,332.2955,3.07754,2.86374,-5.07079
3.4098,332.3156,2.81792,3.036,-5.86675
3.4302,332.3356,2.77699,3.17344,-6.49044
3.4412,332.3556,2.44713,3.23026,-6.88995
3.4603,332.3756,1.89551,3.09464,-6.96814
3.4811,332.3957,1.4789,2.81365,-7.01701
3.4978,332.4157,1.01404,2.46484,-7.1233
3.5196,332.4357,0.28588,2.42575,-7.26746
3.5442,332.4558,-0.04765,2.63222,-7.15568
3.5613,332.4758,-0.39523,2.84785,-7.05488
3.5781,332.4958,-0.7086,2.60534,-7.12941
3.5993,332.5158,-1.14843,2.07083,-7.17706
3.6134,332.5359,-1.57115,1.51311,-7.16789
3.6345,332.5559,-2.12398,1.64323,-6.89545
3.6933,332.5759,-2.37443,1.68416,-6.69814
3.6961,332.596,-2.75073,1.53694,-6.57413
3.6978,332.616,-2.72935,1.04824,-6.42936
3.7156,332.636,-2.78738,0.3091,-6.61323
3.7327,332.656,-3.13496,-0.77213,-6.47578
3.7528,332.6761,-3.42085,-1.83687,-6.28397
3.7763,332.6961,-3.39091,-2.48744,-5.96571
3.7945,332.7161,-3.01218,-2.39459,-5.64439
3.8135,332.7362,-2.39215,-2.86068,-5.56559
3.8366,332.7562,-1.90895,-3.16062,-5.5717
3.8561,332.7762,-1.7092,-3.1148,-5.09889
3.8743,332.7962,-1.67866,-3.35304,-4.57416
3.8982,332.8163,-1.94011,-3.58211,-4.94495
3.9143,332.8363,-1.9621,-3.43734,-5.56559
3.9348,332.8563,-1.17836,-3.78859,-5.58636
3.9632,332.8764,0.11179,-3.76476,-5.32552
3.9744,332.8964,1.08917,-3.46238,-5.58697
3.9994,332.9164,1.60535,-3.04639,-5.92845
4.0169,332.9364,2.50333,-3.78003,-5.83376
4.0337,332.9564,3.3958,-4.55217,-5.85392
4.055,332.9763,4.01949,-4.44588,-6.1618
4.0752,332.9963,3.93275,-3.21132,-7.02312
4.095,333.0163,3.81608,-2.55036,-6.86246
4.115,333.0362,3.86311,-2.52471,-6.11232
4.1362,333.0562,3.84479,-2.44285,-5.57781
4.1552,333.0761,3.52286,-2.15452,-5.23389
4.1766,333.0961,3.09037,-2.01586,-4.88692
4.2025,333.1161,2.82403,-1.7709,-4.40617
4.2197,333.136,2.97614,-1.48379,-3.87044
4.2358,333.156,3.39763,-1.63773,-3.39824
4.2548,333.1759,4.33226,-1.82527,-2.80693
4.2728,333.1959,4.96756,-1.65544,-2.40925
4.2979,333.2159,5.43181,-0.93829,-1.92667
4.3193,333.2358,6.16791,-0.02016,-1.10506
4.3363,333.2558,7.23753,-0.15638,0.1295
4.3586,333.2758,8.13123,-1.82343,1.75013
4.3783,333.2957,7.81358,-3.04455,2.75561
4.396,333.3157,6.9938,-0.82955,2.81303
4.4251,333.3357,7.10742,1.73608,2.6707
4.4365,333.3557,6.9376,2.38604,2.23699
4.4573,333.3757,6.02802,1.56015,1.97554
4.4825,333.3957,6.23755,0.13439,1.80877
4.5019,333.4157,6.48861,-1.20035,1.03175
4.5159,333.4357,6.48128,-0.91874,0.36224
4.5332,333.4557,6.35911,0.68295,0.05681
4.5554,333.4757,6.13797,1.72814,0.11362
4.575,333.4957,6.21494,1.81488,0.01649
4.5937,333.5157,6.18807,1.51617,-0.49052
4.6177,333.5357,6.15263,1.56443,-1.16981
4.6336,333.5557,5.95655,1.78434,-2.26264
4.6533,333.5757,5.69754,2.28464,-3.07632
4.6808,333.5957,5.42204,3.0696,-3.55157
4.6941,333.6157,5.00299,3.38725,-3.75132
4.7135,333.6358,4.62058,2.89123,-3.53569
4.7392,333.6558,4.35913,2.07694,-3.30784
4.7575,333.6758,4.05676,1.22112,-3.33716
4.7736,333.6959,3.57601,1.06291,-3.63954
4.7981,333.7159,3.12335,1.06963,-4.07508
4.818,333.7359,2.68781,1.17286,-4.44466
4.8344,333.7559,2.30113,1.19913,-4.57905
4.8554,333.776,2.19667,1.0684,-4.82095
4.8736,333.796,1.87841,0.86621,-5.23634
4.8936,333.816,1.44347,0.79474,-5.77268
4.9151,333.8361,0.99388,1.09589,-6.07872
4.9347,333.8561,0.47892,1.93583,-6.15386
4.9547,333.8761,0.37385,2.39398,-6.22716
4.9751,333.8961,0.27733,2.46362,-6.3982
4.9993,333.9161,-0.10812,2.49416,-6.57169
5.0212,333.9361,-0.61942,2.58213,-6.62056
5.0382,333.9561,-1.05435,2.56747,-6.41775
5.0533,333.9761,-1.34757,2.70491,-6.13187
5.0732,333.9961,-1.73852,2.67498,-6.07689
5.0963,334.0161,-2.03724,2.70186,-5.94066
5.119,334.0361,-2.09527,2.28708,-5.68777
5.1344,334.0561,-1.7037,1.1075,-5.20824
5.1551,334.0761,-1.7483,0.07453,-4.7171
5.1737,334.0961,-1.95966,-0.54245,-4.67006
5.1937,334.1161,-2.32129,-0.5846,-4.90769
5.2266,334.1361,-2.68781,-0.4777,-5.19174
5.2362,334.1561,-2.83319,-0.80573,-5.19113
5.2573,334.1761,-2.85641,-1.48868,-5.1667
5.2744,334.1961,-2.92971,-1.91262,-5.22473
5.2949,334.2161,-2.79288,-2.43063,-5.19113
5.3142,334.2361,-2.38665,-2.55525,-5.03292
5.3378,334.2561,-2.07389,-2.31212,-4.72688
5.3549,334.2761,-2.16552,-2.61145,-4.71038
5.3796,334.2962,-2.40986,-2.7324,-4.90219
5.3996,334.3162,-2.28036,-2.77333,-4.57538
5.4191,334.3362,-1.70004,-3.19238,-4.08302
5.4463,334.3563,-1.32008,-3.29012,-4.25956
5.4575,334.3763,-0.3879,-3.10564,-5.13615
5.4755,334.3964,0.61942,-3.08915,-5.41715
5.497,334.4164,1.44958,-2.94742,-5.31697
5.5208,334.4365,1.88208,-2.81975,-5.46358
5.5395,334.4566,1.94377,-2.57602,-5.54788
5.5542,334.4766,2.11848,-2.46545,-5.49473
5.5781,334.4967,2.52593,-2.46606,-5.50634
5.5962,334.5167,3.2382,-2.94498,-5.48068
5.6161,334.5368,3.90709,-3.45505,-5.41654
5.6422,334.5569,4.0482,-3.10992,-5.31331
5.6643,334.5769,3.88388,-2.61634,-5.21068
5.6755,334.597,4.02866,-2.67009,-5.10683
5.7183,334.6171,4.21741,-2.86251,-4.98466
5.7193,334.6371,4.47214,-3.10258,-4.64196
5.7342,334.6572,4.70672,-2.8784,-3.83562
5.7566,334.6772,4.45748,-1.97554,-2.94498
5.7818,334.6973,4.24796,-1.24739,-2.30296
5.7979,334.7174,4.15511,-1.47524,-2.07816
5.8184,334.7374,4.29622,-1.72692,-1.74891
5.8355,334.7575,4.83317,-1.22906,-1.17408
5.855,334.7776,5.21557,-0.87232,-0.8882
5.8759,334.7976,5.12638,-0.63102,-0.70555
5.8993,334.8177,5.40188,-1.1356,-0.55772
5.9146,334.8377,5.71831,-1.59191,-0.26328
5.9372,334.8577,5.75679,-0.9444,-0.01283
5.9546,334.8778,5.87408,0.76664,0.16799
5.9752,334.8978,6.09277,1.21501,0.22907
5.9983,334.9178,6.00175,0.3824,0.7532
6.0164,334.9378,6.09155,-0.18143,1.56931
6.0436,334.9579,6.86979,0.31765,2.00975
6.0568,334.9779,7.43362,1.5913,1.41415
6.0755,334.9979,7.13796,2.27059,0.48197
6.0959,335.0179,6.07017,2.38726,0.48747
6.1172,335.0379,5.58514,1.94988,1.113
6.1361,335.0579,6.05367,1.54977,1.10322
6.1555,335.0778,6.0775,1.80144,0.36774
6.177,335.0978,5.37134,2.78005,-0.60659
6.1964,335.1178,4.60287,3.40802,-1.51433
6.2155,335.1378,4.21864,3.53752,-2.58091
6.2384,335.1578,3.92786,3.50026,-3.18139
6.256,335.1778,3.49904,3.36587,-3.3958
6.2757,335.1978,3.22537,2.9908,-3.52775
6.3007,335.2178,3.17772,2.36771,-3.8344
6.3161,335.2378,3.19177,1.88818,-4.20459
6.3464,335.2578,3.18688,1.94805,-4.6383
6.3621,335.2778,3.16673,2.05801,-5.00543
6.3763,335.2979,3.13435,1.95294,-5.19419
6.3966,335.3179,3.03234,1.79839,-5.21496
6.4197,335.3379,2.80082,1.45936,-5.24367
6.4403,335.3579,2.21011,1.06352,-5.23634
6.4571,335.378,1.6078,0.9725,-5.07873
6.4854,335.398,1.25777,0.99571,-5.12333
6.4972,335.418,0.8656,1.13315,-5.49534
6.5157,335.4381,0.31215,1.22784,-5.89424
6.5377,335.4581,-0.24923,1.34024,-6.17157
6.5587,335.4781,-0.77274,1.82893,-6.25465
6.5762,335.4981,-0.96822,2.34939,-6.15447
6.6006,335.5182,-1.21135,2.50333,-6.27786
6.6157,335.5382,-1.55648,2.57602,-6.34139
