AppTimestamp(s),MAC,RSSI
1.0073,BE:AC:20:23:00:06,-94
1.1166,BE:AC:20:23:00:05,-98
1.3246,BE:AC:20:23:00:05,-96
1.4962,BE:AC:20:23:00:04,-94
1.5103,BE:AC:20:23:00:02,-99
3.0467,BE:AC:20:23:00:06,-96
3.1254,BE:AC:20:23:00:04,-101
3.5348,BE:AC:20:23:00:04,-97
3.5568,BE:AC:20:23:00:02,-95
3.5925,BE:AC:20:23:00:05,-88
4.9598,BE:AC:20:23:00:04,-99
5.0328,BE:AC:20:23:00:05,-90
5.2418,BE:AC:20:23:00:05,-92
5.3764,BE:AC:20:23:00:04,-96
5.438,BE:AC:20:23:00:05,-90
5.5768,BE:AC:20:23:00:04,-97
5.6029,BE:AC:20:23:00:02,-94
5.639,BE:AC:20:23:00:05,-90
7.1147,BE:AC:20:23:00:05,-93
7.2139,BE:AC:20:23:00:04,-98
7.2862,BE:AC:20:23:00:05,-89
7.4492,BE:AC:20:23:00:02,-91
8.9227,BE:AC:20:23:00:05,-95
9.052,BE:AC:20:23:00:04,-93
9.0861,BE:AC:20:23:00:02,-98
9.1202,BE:AC:20:23:00:05,-98
9.1646,BE:AC:20:23:00:06,-98
9.2551,BE:AC:20:23:00:04,-96
9.4901,BE:AC:20:23:00:04,-96
9.5011,BE:AC:20:23:00:02,-95
9.5749,BE:AC:20:23:00:06,-93
11.1153,BE:AC:20:23:00:02,-98
11.3311,BE:AC:20:23:00:02,-98
11.3913,BE:AC:20:23:00:05,-93
11.5212,BE:AC:20:23:00:02,-96
11.5437,BE:AC:20:23:00:04,-93
11.5836,BE:AC:20:23:00:05,-89
12.9741,BE:AC:20:23:00:04,-95
13.0294,BE:AC:20:23:00:05,-87
13.1561,BE:AC:20:23:00:02,-97
13.1744,BE:AC:20:23:00:04,-92
13.2604,BE:AC:20:23:00:06,-103
13.3988,BE:AC:20:23:00:04,-92
13.4472,BE:AC:20:23:00:05,-95
13.5527,BE:AC:20:23:00:02,-99
13.5996,BE:AC:20:23:00:04,-95
14.9878,BE:AC:20:23:00:02,-97
15.0309,BE:AC:20:23:00:04,-98
15.0869,BE:AC:20:23:00:05,-92
15.2379,BE:AC:20:23:00:04,-98
15.2967,BE:AC:20:23:00:05,-98
15.3004,BE:AC:20:23:00:06,-101
15.3955,BE:AC:20:23:00:02,-98
15.4302,BE:AC:20:23:00:04,-96
15.5078,BE:AC:20:23:00:05,-92
15.6362,BE:AC:20:23:00:04,-97
17.2795,BE:AC:20:23:00:04,-95
17.3324,BE:AC:20:23:00:06,-96
17.3465,BE:AC:20:23:00:05,-89
17.4765,BE:AC:20:23:00:04,-100
17.5412,BE:AC:20:23:00:05,-94
18.3646,BE:AC:20:23:00:05,-90
19.1097,BE:AC:20:23:00:02,-92
19.1157,BE:AC:20:23:00:04,-94
