AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0591,68794.846,-6.66,-22.14,-19.86
0.0638,68794.866,-6.72,-22.86,-19.26
0.0719,68794.886,-6.9,-23.1,-19.44
0.0764,68794.907,-6.9,-23.4,-19.44
0.0796,68794.927,-7.02,-23.1,-19.98
0.088,68794.947,-7.38,-22.8,-20.28
0.1136,68794.967,-8.28,-23.4,-19.56
0.1623,68794.987,-8.76,-23.7,-19.02
0.1659,68795.007,-9.6,-24.18,-18.12
0.1697,68795.027,-10.44,-24.48,-17.28
0.1882,68795.0469,-10.86,-24.6,-16.86
0.2075,68795.067,-11.4,-24.78,-16.8
0.2279,68795.087,-11.64,-25.02,-16.44
0.2479,68795.1069,-12.48,-25.08,-15.96
0.2681,68795.127,-13.14,-25.14,-15.18
0.2879,68795.147,-13.44,-25.68,-14.1
0.3079,68795.1669,-13.74,-26.22,-13.08
0.3298,68795.188,-13.62,-26.46,-12.3
0.3499,68795.208,-13.5,-26.82,-11.88
0.3702,68795.229,-13.26,-26.76,-11.94
0.3916,68795.249,-12.78,-26.4,-12.36
0.4107,68795.269,-12.3,-26.58,-13.08
0.4314,68795.289,-11.94,-26.58,-13.26
0.451,68795.31,-11.46,-26.7,-13.26
0.4717,68795.33,-11.16,-26.82,-13.2
0.4919,68795.35,-10.92,-27.36,-12.96
0.5109,68795.37,-10.38,-27.12,-12.6
0.5321,68795.39,-9.9,-27.24,-12.36
0.5512,68795.41,-9.42,-27.12,-12.48
0.5755,68795.43,-8.94,-26.52,-12.24
0.5924,68795.45,-8.22,-27,-12.18
0.6108,68795.47,-7.92,-26.88,-11.94
0.6315,68795.49,-7.38,-27.06,-11.64
0.6519,68795.51,-6.72,-27.48,-11.58
0.6711,68795.53,-6.24,-27.3,-11.82
0.6921,68795.55,-5.94,-27.66,-12.06
0.7115,68795.57,-5.76,-27.78,-12
0.7326,68795.591,-5.46,-27.6,-11.94
0.7522,68795.611,-5.28,-27.84,-11.94
0.7756,68795.631,-4.56,-27.42,-11.7
0.7958,68795.652,-4.2,-27.48,-11.22
0.8142,68795.672,-3.72,-27.78,-10.5
0.8333,68795.692,-3.66,-28.02,-9.78
0.8533,68795.712,-3.6,-28.2,-9.48
0.8733,68795.732,-3.54,-28.38,-8.88
0.8944,68795.752,-3.42,-28.68,-8.88
0.9139,68795.773,-2.82,-28.38,-8.58
0.9339,68795.793,-2.7,-28.2,-8.34
0.9558,68795.813,-2.52,-28.02,-8.64
0.9742,68795.833,-2.58,-27.66,-8.7
0.9947,68795.853,-2.7,-28.08,-8.88
1.0158,68795.873,-2.58,-28.38,-8.88
1.0386,68795.893,-2.04,-28.38,-8.82
1.0669,68795.913,-1.74,-28.68,-8.82
1.0813,68795.934,-1.86,-28.2,-9
1.0966,68795.954,-1.56,-28.14,-9.3
1.1148,68795.974,-1.86,-27.9,-9.6
1.1358,68795.994,-2.16,-27.78,-9.42
1.155,68796.014,-2.34,-27.6,-9.12
1.1749,68796.034,-2.34,-27.78,-9.18
1.195,68796.054,-2.46,-27.96,-8.88
1.2164,68796.074,-2.16,-27.6,-9.12
1.2607,68796.114,-1.74,-28.02,-9
1.275,68796.134,-2.04,-28.14,-8.4
1.2993,68796.154,-1.74,-27.84,-8.22
1.3209,68796.174,-1.68,-28.02,-7.86
1.3363,68796.194,-1.92,-27.9,-7.38
1.3549,68796.214,-1.68,-27.6,-7.02
1.3763,68796.234,-1.86,-28.08,-6.48
1.4019,68796.255,-2.16,-28.2,-6.3
1.4183,68796.275,-1.74,-28.32,-5.88
1.4363,68796.295,-2.22,-28.56,-5.52
1.4567,68796.315,-1.86,-28.68,-5.58
1.4769,68796.336,-1.32,-28.62,-4.86
1.4988,68796.356,-1.44,-28.8,-5.16
1.5264,68796.376,-0.9,-28.74,-4.8
1.5444,68796.396,-0.9,-28.38,-4.74
1.5574,68796.416,-0.6,-28.2,-4.62
1.5826,68796.436,-0.72,-28.02,-4.44
1.6014,68796.456,-0.72,-27.78,-4.5
1.6201,68796.477,-0.78,-28.14,-4.32
1.6442,68796.497,-0.96,-28.62,-4.14
1.66,68796.518,-0.84,-28.56,-4.08
1.6812,68796.539,-1.2,-28.74,-3.9
1.7059,68796.56,-1.62,-28.98,-3.66
1.7282,68796.58,-1.98,-29.1,-3.06
1.7462,68796.6,-1.98,-29.22,-2.22
1.7608,68796.62,-1.98,-29.4,-1.86
1.7815,68796.64,-1.44,-29.16,-1.02
1.8049,68796.661,-1.56,-29.1,-0.96
1.823,68796.682,-2.04,-29.4,-0.78
1.8428,68796.702,-2.46,-29.64,-0.12
1.8665,68796.722,-2.94,-29.7,0.6
1.883,68796.742,-3.3,-29.7,1.56
1.9057,68796.7618,-3.24,-29.64,2.22
1.923,68796.782,-3.12,-29.4,2.52
1.9435,68796.802,-3.12,-29.34,2.7
1.9638,68796.823,-3.9,-29.34,3.06
1.9841,68796.843,-4.32,-29.1,3.42
2.0046,68796.864,-5.16,-28.68,3.96
2.0263,68796.884,-6.24,-28.8,3.96
2.0617,68796.904,-6.18,-28.08,3.84
2.0745,68796.925,-6.84,-27.72,4.2
2.121,68796.945,-7.08,-27.72,4.74
2.126,68796.965,-7.44,-27.48,5.16
2.1307,68796.985,-8.22,-27.84,4.8
2.1464,68797.005,-8.82,-28.02,4.14
2.1657,68797.025,-9.06,-27.72,3.42
2.1853,68797.045,-9,-27.78,2.58
2.207,68797.065,-9.24,-27.48,2.4
2.2257,68797.085,-9.12,-27.6,2.16
2.2457,68797.105,-9.72,-27.84,1.8
2.2675,68797.125,-9.9,-27.12,2.22
2.2872,68797.146,-9.78,-27.06,2.52
2.3071,68797.166,-9.66,-26.58,2.64
2.3275,68797.186,-8.94,-26.88,2.64
2.3477,68797.206,-8.88,-27.54,2.64
2.3678,68797.226,-8.34,-27.54,3.06
2.3921,68797.246,-8.04,-27.96,3.84
2.4077,68797.266,-7.5,-27.3,5.04
2.4275,68797.286,-6.72,-26.88,6.24
2.4468,68797.306,-5.82,-26.52,7.14
2.4668,68797.326,-4.44,-26.46,8.52
2.487,68797.346,-3.36,-26.76,9.36
