AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.0601,68794.852,0.02505,-1.27426,-0.85582
0.0628,68794.862,-0.1741,-1.39766,-0.88514
0.0655,68794.872,-0.30788,-1.58947,-0.95661
0.0711,68794.882,-0.3598,-1.7318,-1.01526
0.0728,68794.892,-0.33231,-1.9004,-1.02809
0.0752,68794.902,-0.20281,-1.98714,-1.03053
0.0771,68794.913,0.08919,-2.04518,-1.04214
0.0789,68794.923,0.36346,-2.0861,-1.03358
0.0802,68794.933,0.6634,-2.1588,-1.01648
0.0824,68794.943,0.83627,-2.27608,-0.99938
0.089,68794.953,0.92363,-2.47584,-0.98288
0.0986,68794.963,0.83627,-2.66765,-0.97372
0.1144,68794.973,0.58521,-2.83441,-0.98288
0.117,68794.983,0.30543,-2.82464,-0.98044
0.1631,68794.993,-0.05253,-2.80143,-0.91569
0.1655,68795.003,-0.37202,-2.75012,-0.95478
0.1664,68795.013,-0.80023,-2.5522,-1.13315
0.169,68795.023,-0.78435,-1.96271,-1.22173
0.1705,68795.033,-0.53878,-1.88635,-1.10506
0.1873,68795.0429,-0.27611,-2.22783,-1.10994
0.1896,68795.0529,0.19426,-2.52837,-1.13132
0.1964,68795.063,0.58643,-2.68353,-1.1472
0.2084,68795.073,0.8436,-2.82342,-1.19546
0.2164,68795.083,0.91996,-2.97308,-1.2315
0.2291,68795.093,0.82833,-3.04394,-1.19546
0.2374,68795.103,0.66951,-2.95964,-1.14598
0.2492,68795.1129,0.52718,-2.85457,-1.11727
0.2575,68795.123,0.40867,-2.90222,-1.13438
0.27,68795.133,0.13867,-2.4624,-1.13682
0.2776,68795.143,-0.09713,-1.97432,-1.17347
0.2895,68795.153,-0.25168,-1.90407,-1.32741
0.2975,68795.163,-0.36285,-2.10993,-1.43431
0.3091,68795.1729,-0.551,-2.27425,-1.56687
0.3172,68795.183,-0.75075,-2.27181,-1.70981
0.3325,68795.194,-1.19668,-2.12154,-1.86253
0.3412,68795.204,-1.51739,-2.05067,-1.90712
0.3517,68795.214,-1.83565,-1.96821,-1.94133
0.3595,68795.224,-1.98409,-1.90651,-1.95843
0.3717,68795.235,-1.94316,-1.83565,-2.04518
0.3818,68795.245,-1.79472,-1.77456,-2.11359
0.3938,68795.255,-1.50456,-1.52411,-2.1197
0.4003,68795.265,-1.20829,-1.2254,-2.14475
0.4127,68795.275,-0.89064,-1.0965,-2.11176
0.4253,68795.285,-0.66035,-1.08001,-2.03785
0.4356,68795.295,-0.41478,-1.17408,-1.90834
0.4413,68795.306,-0.20831,-1.2877,-1.76723
0.4525,68795.316,-0.07208,-1.30542,-1.66766
0.4596,68795.326,-0.0281,-1.26632,-1.62429
0.4731,68795.336,-0.05864,-1.18874,-1.57359
0.4805,68795.346,-0.17532,-1.14537,-1.53022
0.4937,68795.356,-0.36408,-1.19546,-1.47341
0.4997,68795.366,-0.49663,-1.22356,-1.42332
