AppTimestamp(s),MAC,RSSI
0.8866,BE:AC:20:23:00:01,-90
1.704,BE:AC:20:23:00:01,-98
2.9272,BE:AC:20:23:00:01,-95
3.1419,BE:AC:20:23:00:01,-96
4.5381,BE:AC:20:23:00:05,-95
7.0374,BE:AC:20:23:00:01,-92
9.293,BE:AC:20:23:00:01,-95
10.6977,BE:AC:20:23:00:05,-94
12.5593,BE:AC:20:23:00:01,-94
12.7705,BE:AC:20:23:00:01,-97
13.5627,BE:AC:20:23:00:05,-93
13.7952,BE:AC:20:23:00:01,-96
14.0041,BE:AC:20:23:00:01,-90
16.6628,BE:AC:20:23:00:05,-98
17.4567,BE:AC:20:23:00:05,-93
17.4848,BE:AC:20:23:00:01,-96
17.8883,BE:AC:20:23:00:01,-93
21.5607,BE:AC:20:23:00:01,-94
21.7536,BE:AC:20:23:00:01,-98
22.3661,BE:AC:20:23:00:01,-91
24.2127,BE:AC:20:23:00:01,-89
24.4089,BE:AC:20:23:00:01,-92
25.8616,BE:AC:20:23:00:01,-98
29.1431,BE:AC:20:23:00:05,-95
29.3576,BE:AC:20:23:00:05,-93
30.1612,BE:AC:20:23:00:01,-96
31.6018,BE:AC:20:23:00:01,-94
32.4121,BE:AC:20:23:00:01,-94
32.6218,BE:AC:20:23:00:01,-95
32.8277,BE:AC:20:23:00:01,-96
33.0271,BE:AC:20:23:00:01,-93
33.459,BE:AC:20:23:00:01,-97
33.6551,BE:AC:20:23:00:01,-93
34.6756,BE:AC:20:23:00:01,-95
34.8651,BE:AC:20:23:00:01,-94
35.0728,BE:AC:20:23:00:01,-94
35.4705,BE:AC:20:23:00:01,-93
36.3333,BE:AC:20:23:00:01,-95
36.9279,BE:AC:20:23:00:05,-95
37.1257,BE:AC:20:23:00:05,-97
39.1979,BE:AC:20:23:00:05,-97
40.3845,BE:AC:20:23:00:01,-96
40.6243,BE:AC:20:23:00:05,-96
40.8263,BE:AC:20:23:00:05,-93
41.8387,BE:AC:20:23:00:01,-97
42.8701,BE:AC:20:23:00:01,-99
42.8792,BE:AC:20:23:00:05,-95
43.0836,BE:AC:20:23:00:05,-95
45.1324,BE:AC:20:23:00:05,-97
46.3528,BE:AC:20:23:00:05,-95
49.2191,BE:AC:20:23:00:01,-97
50.4359,BE:AC:20:23:00:01,-98
50.6604,BE:AC:20:23:00:05,-95
52.496,BE:AC:20:23:00:01,-97
53.1144,BE:AC:20:23:00:01,-98
53.9439,BE:AC:20:23:00:05,-95
54.7645,BE:AC:20:23:00:01,-93
55.1568,BE:AC:20:23:00:05,-95
56.807,BE:AC:20:23:00:05,-96
57.4224,BE:AC:20:23:00:05,-95
58.2543,BE:AC:20:23:00:05,-96
58.4631,BE:AC:20:23:00:05,-96
59.7013,BE:AC:20:23:00:05,-95
60.3141,BE:AC:20:23:00:05,-96
60.7348,BE:AC:20:23:00:05,-96
61.3336,BE:AC:20:23:00:05,-95
61.7383,BE:AC:20:23:00:05,-95
61.9429,BE:AC:20:23:00:05,-94
62.336,BE:AC:20:23:00:01,-94
62.57,BE:AC:20:23:00:05,-97
62.9421,BE:AC:20:23:00:01,-94
63.5444,BE:AC:20:23:00:01,-96
64.3816,BE:AC:20:23:00:05,-91
64.5838,BE:AC:20:23:00:01,-92
64.7841,BE:AC:20:23:00:01,-94
65.6038,BE:AC:20:23:00:01,-88
66.2225,BE:AC:20:23:00:01,-92
66.4237,BE:AC:20:23:00:01,-89
66.6371,BE:AC:20:23:00:01,-91
66.6492,BE:AC:20:23:00:05,-93
67.0753,BE:AC:20:23:00:05,-90
69.092,BE:AC:20:23:00:01,-89
69.3011,BE:AC:20:23:00:01,-86
