AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.8866,-90.0,,,,,
1.704,-98.0,,,,,
2.9272,-95.0,,,,,
3.1419,-96.0,,,,,
4.5381,,,,,-95.0,
7.0374,-92.0,,,,,
9.293,-95.0,,,,,
10.6977,,,,,-94.0,
12.5593,-94.0,,,,,
12.7705,-97.0,,,,,
13.5627,,,,,-93.0,
13.7952,-96.0,,,,,
14.0041,-90.0,,,,,
16.6628,,,,,-98.0,
17.4567,,,,,-93.0,
17.4848,-96.0,,,,,
17.8883,-93.0,,,,,
21.5607,-94.0,,,,,
21.7536,-98.0,,,,,
22.3661,-91.0,,,,,
24.2127,-89.0,,,,,
24.4089,-92.0,,,,,
25.8616,-98.0,,,,,
29.1431,,,,,-95.0,
29.3576,,,,,-93.0,
30.1612,-96.0,,,,,
31.6018,-94.0,,,,,
32.4121,-94.0,,,,,
32.6218,-95.0,,,,,
32.8277,-96.0,,,,,
33.0271,-93.0,,,,,
33.459,-97.0,,,,,
33.6551,-93.0,,,,,
34.6756,-95.0,,,,,
34.8651,-94.0,,,,,
35.0728,-94.0,,,,,
35.4705,-93.0,,,,,
36.3333,-95.0,,,,,
36.9279,,,,,-95.0,
37.1257,,,,,-97.0,
39.1979,,,,,-97.0,
40.3845,-96.0,,,,,
40.6243,,,,,-96.0,
40.8263,,,,,-93.0,
41.8387,-97.0,,,,,
42.8701,-99.0,,,,,
42.8792,,,,,-95.0,
43.0836,,,,,-95.0,
45.1324,,,,,-97.0,
46.3528,,,,,-95.0,
49.2191,-97.0,,,,,
50.4359,-98.0,,,,,
50.6604,,,,,-95.0,
52.496,-97.0,,,,,
53.1144,-98.0,,,,,
53.9439,,,,,-95.0,
54.7645,-93.0,,,,,
55.1568,,,,,-95.0,
56.807,,,,,-96.0,
57.4224,,,,,-95.0,
58.2543,,,,,-96.0,
58.4631,,,,,-96.0,
59.7013,,,,,-95.0,
60.3141,,,,,-96.0,
60.7348,,,,,-96.0,
61.3336,,,,,-95.0,
61.7383,,,,,-95.0,
61.9429,,,,,-94.0,
62.336,-94.0,,,,,
62.57,,,,,-97.0,
62.9421,-94.0,,,,,
63.5444,-96.0,,,,,
64.3816,,,,,-91.0,
64.5838,-92.0,,,,,
64.7841,-94.0,,,,,
65.6038,-88.0,,,,,
66.2225,-92.0,,,,,
66.4237,-89.0,,,,,
66.6371,-91.0,,,,,
66.6492,,,,,-93.0,
67.0753,,,,,-90.0,
69.092,-89.0,,,,,
69.3011,-86.0,,,,,
69.3477,,,,-92.0,,
69.5206,-85.0,,,,,
69.5292,,,,,-83.0,
69.7159,-84.0,,,,,
69.7278,,,,,-88.0,
69.9117,-84.0,,,,,
70.1304,-95.0,,,,,
70.1343,,,,,-93.0,
70.3401,-87.0,,,,,
70.3474,,,,,-87.0,
70.5398,,,,,-83.0,
70.7518,-88.0,,,,,
70.7568,,,,,-85.0,
70.949,,,,,-87.0,
72.3673,-93.0,,,,,
72.5669,-100.0,,,,,
72.7785,-90.0,,,,,
72.806,,,,,-87.0,
72.9777,-89.0,,,,,
