AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.8086,49.46131643,11.11096444
67.512,49.4612756,11.11098835
74.4243,49.46123591,11.11104875
89.2943,49.46118962,11.1108611
97.9976,49.46120027,11.11096477
110.4252,49.4610948,11.11102745
115.6246,49.46105277,11.11105204
146.039,49.46105277,11.11105204
151.9302,49.4610948,11.11102745
163.9109,49.46120027,11.11096477
171.6488,49.46118962,11.1108611
185.8857,49.46123591,11.11104875
193.0454,49.4612756,11.11098835
198.2611,49.46131643,11.11096444
