AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.978,49.46090020967,11.110491385369,0
66.0758,49.46093276023,11.110472160152,0
71.5179,49.460948188642,11.110539036217,0
81.0922,49.460958637817,11.11066655626,0
107.2373,49.461043432726,11.111013548078,0
110.6222,49.461052766818,11.111052038421,0
141.2359,49.461052766818,11.111052038421,0
144.6413,49.461043432726,11.111013548078,0
170.3836,49.460958637817,11.11066655626,0
179.7668,49.460948188642,11.110539036217,0
184.7458,49.46093276023,11.110472160152,0
189.3584,49.46090020967,11.110491385369,0
