AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0555,69067.7981,-0.44053,8.07564,5.9472,-0.55222,-0.49297,-0.11729,3.78,-6.96,-22.62,47.079948,3.095962,9.484809,0.9124176003633832,0.39582863,0.05768908,0.08652045
0.0619,69067.8181,0.33998,8.67898,6.66306,-0.53023,-0.78985,-0.16371,3.9,-7.2,-22.62,46.557198,2.507177,9.424966,0.9145593508319424,0.39212108,0.05248893,0.08406643
0.0682,69067.8381,0.89783,8.4228,6.19141,-0.55528,-0.93157,-0.3879,3.3,-7.02,-23.04,46.132603,1.706503,9.247739,0.9164856573756994,0.38937309,0.04523718,0.07997646
0.074,69067.858,1.01754,7.66623,7.35978,-0.7367,-0.93462,-0.5058,2.94,-6.96,-23.4,45.568157,0.975469,8.713693,0.9190228127936758,0.38553008,0.03724384,0.07332478
0.0785,69067.8781,0.26815,6.6487,8.11874,-0.5284,-0.86132,-0.51252,2.82,-6.84,-23.52,44.775776,0.520344,7.986998,0.9222515858278233,0.37965381,0.03071349,0.06611867
0.1019,69067.8981,0.00239,6.30393,7.762,-0.1576,-1.12216,-0.35736,2.4,-6.24,-23.82,44.277107,-0.04818,7.322786,0.9243946667784562,0.37610325,0.02367678,0.05899369
0.129,69067.918,0.35674,7.04135,6.15549,-0.14355,-1.16431,-0.30665,2.52,-6.0,-23.94,44.166107,-0.968912,6.870145,0.9251324089234246,0.37573078,0.01470426,0.05234684
0.1424,69067.9381,0.9912,7.36217,5.31752,-0.50457,-1.05619,-0.40195,1.74,-5.64,-23.88,44.019135,-1.960596,6.508368,0.9258548484948484,0.37500268,0.0054343,0.04621967
0.1575,69067.9581,1.8172,7.41963,7.37654,-0.77519,-0.91508,-0.67195,1.62,-5.58,-23.94,43.433846,-2.730772,5.909637,0.9279792721192435,0.37056538,-0.00303895,0.03907089
0.1781,69067.9781,1.56341,6.80432,8.11634,-0.62614,-0.6243,-0.82406,1.44,-5.34,-24.0,42.66703,-2.989717,4.927627,0.9307087552315649,0.36438078,-0.00864355,0.03054749
0.2008,69067.9981,1.74058,7.03177,7.27837,-0.63286,-0.52718,-0.90042,1.08,-4.86,-24.42,42.079151,-2.935883,3.841646,0.9328103494222652,0.35949469,-0.01186673,0.02208168
0.2196,69068.0181,1.4868,7.32626,7.92481,-0.70983,-0.35491,-1.03297,1.08,-4.92,-24.78,41.445507,-2.708734,2.606896,0.9349905883173799,0.35415879,-0.01405421,0.01290854
0.243,69068.0381,0.16759,7.35978,8.90164,-0.62553,-0.23885,-0.98227,0.78,-4.5,-25.08,40.727558,-2.108301,1.209233,0.9373588654550432,0.34808317,-0.01357522,0.00348963
0.2605,69068.0581,-0.71826,5.98311,9.67497,-0.45143,-0.18815,-0.63774,0.42,-4.32,-25.2,40.113102,-1.512789,-0.078319,0.9392694330535968,0.34290898,-0.01263496,-0.00516927
0.2889,69068.0781,-0.84755,6.77559,10.817,-0.14355,0.07819,-0.20342,0.18,-4.14,-24.9,39.620594,-1.092498,-0.810625,0.9407307333328603,0.33881965,-0.01136658,-0.009886
0.302,69068.0981,-0.71826,8.59518,11.44189,0.47464,-0.06964,-0.00855,0.24,-3.48,-24.9,39.56419,-0.92033,-0.953033,0.9409010628950234,0.33835846,-0.01037174,-0.01054369
0.321,69068.1181,0.09577,8.33422,8.93277,1.08062,-0.11301,-0.0171,0.12,-3.72,-25.26,40.275459,-0.992619,-0.874511,0.9387824383663803,0.34419298,-0.0107596,-0.01014677
