AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0533,69067.7927,3.78,-6.96,-22.62
0.0596,69067.8128,3.9,-7.2,-22.62
0.0661,69067.8327,3.3,-7.02,-23.04
0.0723,69067.8527,2.94,-6.96,-23.4
0.0768,69067.8727,2.82,-6.84,-23.52
0.1007,69067.8927,2.4,-6.24,-23.82
0.1276,69067.9127,2.52,-6,-23.94
0.1412,69067.9327,1.74,-5.64,-23.88
0.1562,69067.9528,1.62,-5.58,-23.94
0.1764,69067.9727,1.44,-5.34,-24
0.1991,69067.9927,1.08,-4.86,-24.42
0.2163,69068.0128,1.08,-4.92,-24.78
0.2367,69068.0327,0.78,-4.5,-25.08
0.2569,69068.0527,0.42,-4.32,-25.2
0.2862,69068.0728,0.18,-4.14,-24.9
0.2976,69068.0927,0.24,-3.48,-24.9
0.3182,69068.1127,0.12,-3.72,-25.26
0.3413,69068.1328,0.18,-4.02,-25.14
0.359,69068.1527,-0.12,-4.38,-24.78
0.3763,69068.1727,-0.48,-5.04,-24.42
0.3964,69068.1928,-0.72,-5.52,-23.58
0.4171,69068.2127,-1.2,-6.12,-23.76
0.4361,69068.2327,-1.32,-6.96,-23.76
0.4562,69068.2528,-1.5,-7.68,-23.82
0.4765,69068.2727,-1.92,-7.68,-24.24
0.4967,69068.2927,-1.74,-7.86,-23.64
0.5184,69068.3127,-1.68,-7.8,-24
0.5366,69068.3327,-1.62,-8.1,-23.52
0.5595,69068.3527,-1.26,-8.28,-23.1
0.5774,69068.3727,-1.5,-8.64,-23.22
0.5971,69068.3925,-1.32,-8.82,-22.5
0.6183,69068.4127,-0.84,-9.24,-22.5
0.6368,69068.4327,-0.66,-9.6,-21.6
0.6575,69068.4527,-0.06,-10.14,-21.36
0.6824,69068.4738,0.24,-10.14,-21.54
0.6995,69068.4937,0.3,-9.66,-21.54
0.7188,69068.5137,0.9,-9.54,-22.08
0.7389,69068.5338,1.02,-8.94,-22.08
0.759,69068.5537,1.38,-9.06,-21.84
0.7789,69068.5737,1.98,-9.18,-21.48
0.7989,69068.5938,2.1,-9.06,-21.48
0.8347,69068.6148,2.52,-9.3,-21.48
0.8412,69068.6347,2.4,-9.18,-21.3
0.8592,69068.6547,2.46,-8.82,-21.6
0.8791,69068.6748,2.46,-8.88,-21.66
0.9003,69068.6947,3.18,-8.1,-21.84
0.9212,69068.7147,3.72,-7.62,-22.08
0.9477,69068.7347,3.96,-7.32,-22.02
0.9591,69068.7547,4.32,-6.6,-21.96
0.9791,69068.7747,4.08,-6.42,-21.84
1.0018,69068.7947,4.08,-6.18,-22.02
1.021,69068.8157,3.9,-6.06,-22.02
1.0848,69068.8367,3.84,-5.64,-22.44
1.0922,69068.8568,3.36,-5.46,-22.56
1.0993,69068.8767,2.34,-5.22,-22.5
1.1018,69068.8967,1.74,-4.44,-22.62
1.1216,69068.9177,1.02,-4.38,-22.38
1.1411,69068.9378,0.36,-4.08,-22.8
1.162,69068.9576,0.36,-3.6,-23.16
1.1812,69068.9777,0.06,-3.3,-23.94
1.2044,69068.9987,-0.36,-2.94,-24.54
1.2241,69069.0187,-0.78,-2.58,-24.84
1.2441,69069.0388,-1.26,-2.16,-25.2
1.2653,69069.0598,-1.56,-2.16,-24.78
1.2874,69069.0817,-2.58,-2.22,-24.96
1.3075,69069.1018,-3.18,-2.34,-24.72
1.332,69069.1227,-3.96,-2.88,-24.78
1.3508,69069.1425,-5.04,-3.96,-25.02
1.3782,69069.1638,-5.1,-5.1,-24.96
1.3978,69069.1837,-5.1,-5.46,-25.2
1.4081,69069.2037,-4.44,-5.88,-25.14
1.4276,69069.2238,-3.66,-4.98,-25.02
1.447,69069.2437,-2.52,-4.5,-25.44
1.4672,69069.2637,-1.56,-4.38,-25.32
1.4911,69069.2836,-0.66,-3.96,-25.98
1.5101,69069.3048,-0.36,-3.9,-26.64
1.5312,69069.3258,-0.6,-3.36,-26.04
1.5531,69069.3477,-0.84,-3,-26.28
1.5734,69069.3677,-1.26,-2.52,-25.74
1.5937,69069.3887,-1.44,-1.68,-25.5
1.6145,69069.4088,-1.44,-0.9,-25.68
1.6338,69069.4287,-0.9,-0.3,-25.44
1.658,69069.4487,0,0.12,-25.26
1.676,69069.4688,0.66,-0.06,-24.84
1.6934,69069.4887,1.08,-0.54,-25.02
1.7155,69069.5087,1.2,-0.96,-24.6
1.7333,69069.5288,0.6,-1.8,-24.6
1.7537,69069.5487,0.12,-2.28,-24.66
1.7735,69069.5687,0,-2.64,-23.7
1.7941,69069.5897,-0.6,-3.3,-23.88
1.8154,69069.6097,-0.48,-3.54,-23.52
1.8346,69069.6307,-0.12,-4.2,-23.4
1.8545,69069.6508,0.06,-4.86,-23.64
1.8744,69069.6707,0.36,-5.1,-23.34
1.8942,69069.6907,-0.12,-5.4,-23.22
1.9143,69069.7108,-0.48,-5.58,-22.92
1.9346,69069.7307,-1.2,-5.82,-22.56
1.9542,69069.7507,-1.56,-5.76,-22.5
1.9753,69069.7708,-1.5,-6.06,-22.32
1.9952,69069.7907,-1.26,-5.64,-22.08
2.0152,69069.8107,-0.6,-4.92,-22.08
2.0354,69069.8308,-0.06,-5.22,-21.96
2.0958,69069.8507,0.18,-4.14,-22.02
2.1016,69069.8707,0.48,-3.78,-21.9
2.1046,69069.8908,0.06,-3.6,-22.08
2.1168,69069.9107,-0.06,-3.12,-22.14
