AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.1461,49.461235913436,11.111048750451,0
67.2504,49.461230382533,11.111125798992,0
73.7387,49.461250656783,11.111207040626,0
80.6717,49.461301920463,11.111176900603,0
86.4669,49.461312912833,11.111224157778,0
93.4897,49.461256876358,11.111256699301,0
100.9379,49.461309407409,11.111308951425,0
103.8738,49.461316222002,11.111336898315,0
137.1386,49.461316222002,11.111336898315,0
139.8838,49.461309407409,11.111308951425,0
146.9535,49.461256876358,11.111256699301,0
154.378,49.461312912833,11.111224157778,0
160.0567,49.461301920463,11.111176900603,0
167.0886,49.461250656783,11.111207040626,0
174.4088,49.461230382533,11.111125798992,0
181.9569,49.461235913436,11.111048750451,0
