AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:05
0.0565,-89.0,,
1.6691,-90.0,,
3.7257,-93.0,,
4.1135,-87.0,,
5.5493,-92.0,,
5.7786,-88.0,,
5.9974,-90.0,,
6.0844,,,-100.0
6.1651,-92.0,,
6.3776,-96.0,,
7.6343,-82.0,,
8.0314,-88.0,,
9.8903,-94.0,,
10.0753,-87.0,,
12.1185,-90.0,,
12.3321,-88.0,,
13.9446,-96.0,,
14.1589,-86.0,,
15.5837,-88.0,,
15.7818,-86.0,,
16.0007,-96.0,,
18.0242,-91.0,,
19.6765,-88.0,,
19.876,-95.0,,
20.1132,-96.0,,
20.9167,-90.0,,
21.7312,-87.0,,
23.5619,-89.0,,
23.7751,-84.0,,
23.8722,,,-100.0
24.1789,-97.0,,
25.5972,-98.0,,
25.8253,-96.0,,
26.0208,-88.0,,
27.664,-94.0,,
28.0581,-85.0,,
28.2729,-88.0,,
29.8911,-90.0,,
30.0864,-85.0,,
31.9433,-83.0,,
33.6019,-82.0,,
33.7954,-86.0,,
34.0027,-86.0,,
34.2163,-93.0,,
35.6532,-97.0,,
35.8623,-87.0,,
36.0572,-89.0,,
37.6809,-88.0,,
37.8953,-88.0,,
38.0897,-93.0,,
39.5174,-90.0,,
39.7169,-85.0,,
39.9341,-90.0,,
40.123,-87.0,,
41.5764,-88.0,,
41.9797,-87.0,,
43.6131,-86.0,,
43.8175,-92.0,,
44.0256,-86.0,,
45.6718,-92.0,,
46.0891,-87.0,,
47.7139,-89.0,,
47.9247,-88.0,,
48.1271,-94.0,,
48.558,-91.0,,
49.6045,-92.0,,
49.7676,-88.0,,
49.9793,-91.0,,
51.645,-90.0,,
51.848,-91.0,,
52.4609,-95.0,,
53.7849,,,-101.0
53.8726,-94.0,,
55.9354,-93.0,,
56.1545,-93.0,,
57.1764,-93.0,,
57.7781,-96.0,,
57.9796,-92.0,,
58.1803,-96.0,,
59.6412,-95.0,,
59.8356,-97.0,,
60.0336,-95.0,,
61.6736,-88.0,,
62.0985,-86.0,,
63.719,-92.0,,
63.9388,-98.0,,
65.3613,-95.0,,
65.5572,-87.0,,
65.7665,-86.0,,
65.9762,-86.0,,
66.1703,-84.0,,
67.619,-83.0,,
67.8365,-97.0,,
68.0284,-82.0,,
68.2563,-85.0,,
68.8523,-84.0,,
69.0616,-82.0,,
69.2585,-93.0,,
69.4551,-80.0,,
69.7025,-86.0,,
69.87,-89.0,,
70.0955,-81.0,,
70.2943,-90.0,,
71.7528,-81.0,,
71.9299,-82.0,,
72.1362,-84.0,,
73.5803,-87.0,,
73.9706,-90.0,,
74.1887,-86.0,,
75.6651,-85.0,,
75.849,-80.0,,
76.0488,-84.0,,
77.7077,-76.0,,
78.1149,-82.0,,
79.5463,-86.0,,
79.7514,-79.0,,
79.9677,-77.0,,
81.8165,-86.0,,
81.9982,-78.0,,
83.423,-75.0,,
83.6271,-72.0,,
83.829,-71.0,,
84.0424,-84.0,,
85.6991,-74.0,,
85.8623,-70.0,,
86.0877,-85.0,,
87.7079,-76.0,,
87.9322,-72.0,,
88.1227,-74.0,,
89.7768,-90.0,,
89.9878,-84.0,,
90.1954,-78.0,,
91.6249,-85.0,,
91.825,-87.0,,
92.0461,-78.0,,
93.688,-88.0,,
93.8829,-94.0,,
94.113,-80.0,,
95.749,-92.0,,
95.8615,,-97.0,
95.9856,-80.0,,
96.1723,-89.0,,
97.6148,-91.0,,
97.7963,-79.0,,
98.1222,,-98.0,
98.2114,-90.0,,
99.5541,,-96.0,
99.6372,-90.0,,
100.0441,-88.0,,
101.7052,-90.0,,
101.8188,,-99.0,
101.9041,-99.0,,
102.0175,,-98.0,
102.1031,-86.0,,
103.5477,-90.0,,
103.743,-89.0,,
103.8608,,-96.0,
103.9413,-95.0,,
104.1416,-85.0,,
105.5971,-79.0,,
105.7897,-80.0,,
105.9345,,-101.0,
106.0144,-78.0,,
107.627,-90.0,,
108.186,,-101.0,
109.5941,,-97.0,
109.6849,-83.0,,
109.8989,-87.0,,
110.0059,,-98.0,
110.1005,-93.0,,
111.5262,-94.0,,
111.7398,-87.0,,
111.9315,-93.0,,
112.1337,-81.0,,
113.5732,-80.0,,
113.7745,-83.0,,
113.9799,-79.0,,
114.1823,-84.0,,
115.6236,-79.0,,
115.8324,-87.0,,
116.0261,-79.0,,
117.6754,-93.0,,
117.8687,-80.0,,
118.0837,-80.0,,
119.9116,-81.0,,
120.1146,-96.0,,
121.7703,-81.0,,
121.8966,,-99.0,
122.1593,-81.0,,
123.5866,-81.0,,
123.8108,-80.0,,
125.6396,-82.0,,
125.8563,-98.0,,
126.0664,-80.0,,
127.0894,-81.0,,
127.6615,,-100.0,
127.6838,-81.0,,
127.9026,-80.0,,
128.103,-79.0,,
129.9332,-76.0,,
130.1428,-89.0,,
130.5436,-81.0,,
131.7929,-77.0,,
131.9793,-85.0,,
133.7821,,-98.0,
133.8208,-81.0,,
134.0411,-97.0,,
135.8766,-93.0,,
136.0759,-79.0,,
137.724,-80.0,,
137.929,-81.0,,
138.1027,,-100.0,
138.1444,-74.0,,
139.5746,-83.0,,
139.7794,-81.0,,
139.9761,-81.0,,
140.1343,,-97.0,
141.6403,-85.0,,
141.8615,-79.0,,
142.0687,-81.0,,
143.6784,-91.0,,
143.8867,-83.0,,
145.7605,-82.0,,
145.9512,-88.0,,
146.1417,-78.0,,
147.6054,-82.0,,
147.7851,-94.0,,
147.8977,,-100.0,
148.0053,-85.0,,
149.5503,,-98.0,
149.6205,-85.0,,
149.8411,-77.0,,
150.0296,-94.0,,
150.2353,-78.0,,
150.4403,-79.0,,
151.4718,-79.0,,
151.6703,-80.0,,
151.876,-86.0,,
152.0254,,-99.0,
152.0745,-82.0,,
152.287,-82.0,,
153.7183,-79.0,,
153.9119,-86.0,,
154.1159,-77.0,,
155.5607,-79.0,,
155.7569,-75.0,,
155.983,-73.0,,
156.1863,-80.0,,
157.6192,-95.0,,
157.8376,-76.0,,
158.0222,-81.0,,
159.662,-92.0,,
159.8769,-82.0,,
161.6988,-82.0,,
161.9241,-77.0,,
163.5374,-93.0,,
163.7505,-90.0,,
163.9544,-87.0,,
164.1474,-88.0,,
165.6028,-85.0,,
166.0039,-92.0,,
167.672,-98.0,,
167.8601,-80.0,,
168.0551,-82.0,,
169.7212,-84.0,,
169.8978,-80.0,,
170.0914,-94.0,,
171.5258,-87.0,,
171.9291,-92.0,,
172.1705,-78.0,,
173.5884,-86.0,,
173.7869,-94.0,,
174.0,-90.0,,
174.401,-90.0,,
175.6518,-90.0,,
175.8431,-93.0,,
176.0528,-79.0,,
176.2673,-85.0,,
176.8717,-89.0,,
177.6954,-95.0,,
177.9146,-89.0,,
178.1448,-90.0,,
178.5116,-87.0,,
178.7134,-94.0,,
178.9363,-80.0,,
179.3634,-88.0,,
179.5359,-95.0,,
179.7495,-95.0,,
179.9523,-86.0,,
180.1596,-89.0,,
180.3832,-88.0,,
181.7899,-89.0,,
182.0081,-92.0,,
182.1976,-88.0,,
183.8436,-87.0,,
