AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0441,6911.0146,-18.2,-11.5,-33.7
0.0455,6911.0346,-18.2,-11.6,-33.7
0.051,6911.0546,-18.1,-11.6,-33.5
0.0791,6911.0746,-18.1,-11.8,-33.5
0.1126,6911.0946,-18.1,-11.8,-33.2
0.114,6911.1146,-18.1,-11.9,-33
0.1373,6911.1346,-18.2,-11.9,-32.9
0.152,6911.1546,-18.1,-12,-32.9
0.171,6911.1746,-18.1,-12.1,-32.9
0.2015,6911.1946,-18.1,-12.2,-32.9
0.2097,6911.2146,-18,-12.3,-32.8
0.2678,6911.2346,-17.9,-12.5,-32.8
0.2731,6911.2546,-17.9,-12.7,-32.8
0.2758,6911.2746,-17.8,-12.8,-32.9
0.2889,6911.2946,-17.6,-13,-32.9
0.3101,6911.3146,-17.1,-13.2,-33
0.328,6911.3346,-14,-14.2,-33.5
0.3478,6911.3545,-10.1,-15.7,-34.6
0.37,6911.3745,-6.3,-16.8,-34.8
0.3884,6911.3945,-5.8,-18.6,-36.2
0.4092,6911.4145,-4.2,-18.9,-36.1
0.4314,6911.4345,-3.6,-19.8,-33.9
0.4493,6911.4545,-3.6,-20.1,-35.8
0.47,6911.4745,-3.7,-21.2,-36.6
0.4954,6911.4945,-2,-21.1,-38.5
0.514,6911.5145,-1.2,-21.1,-37.4
0.5325,6911.5345,0,-20.9,-36.4
0.5532,6911.5545,0.4,-19.7,-40.1
0.5697,6911.5745,1.1,-19,-39.7
0.5898,6911.5945,1.1,-17.9,-40
0.611,6911.6145,1.8,-17.2,-39.3
0.629,6911.6345,2.3,-17,-40.4
0.65,6911.6545,3.5,-15.2,-41
0.6729,6911.6745,3,-13,-42.4
0.6939,6911.6945,2.4,-11.8,-43.8
0.7117,6911.7145,1.7,-9.9,-42.3
0.7321,6911.7345,0.6,-9.8,-45.5
0.7497,6911.7545,-0.8,-9,-44.2
0.7835,6911.7744,-3.2,-9,-43.6
0.8068,6911.7944,-4.2,-7.9,-44
0.8136,6911.8144,-6.9,-7.7,-43.1
0.8309,6911.8345,-7.5,-8.1,-41.4
0.853,6911.8545,-9.4,-7.5,-40.1
0.8707,6911.8745,-10.4,-7.8,-40.9
0.8943,6911.8946,-12.8,-8.2,-39.3
0.9139,6911.9146,-15.5,-8.9,-36.2
0.9321,6911.9346,-17.3,-9.7,-33.8
0.9518,6911.9546,-18.1,-11.5,-32.5
0.9733,6911.9747,-19,-12.9,-30.9
0.9924,6911.9947,-19,-14.2,-28.4
1.0197,6912.0147,-20.1,-16.4,-26.5
1.0338,6912.0348,-19.5,-17.3,-24.6
1.0536,6912.0548,-18.9,-17.9,-23.8
1.075,6912.0748,-19.4,-19.7,-22.8
1.093,6912.0948,-16.8,-21,-20
1.1108,6912.1149,-16.7,-22.3,-18.7
1.1328,6912.1349,-17.1,-23.7,-18.8
1.1546,6912.1549,-12.1,-24.7,-13.9
1.1813,6912.175,-14.5,-24.6,-12.9
1.1949,6912.195,-9.8,-26.5,-11.8
1.2156,6912.215,-11.6,-25.5,-13.5
1.2321,6912.235,-7.7,-27.4,-9.5
1.2535,6912.2551,-7.9,-27.5,-9.4
1.2814,6912.2751,-6.5,-27.2,-10.4
1.3011,6912.2951,-5.7,-27.9,-9.8
1.3168,6912.3151,-7.3,-27.4,-12.8
1.3532,6912.3352,-6.8,-27.8,-13.2
1.3571,6912.3552,-7.3,-28.4,-13.2
1.3785,6912.3752,-8.4,-27.4,-15.9
1.3947,6912.3953,-7.7,-26.4,-15.6
1.4117,6912.4153,-8.1,-26.8,-17.7
1.4306,6912.4353,-7.8,-26.5,-16
1.4517,6912.4553,-8.2,-25.7,-19.9
1.4703,6912.4753,-8,-24.7,-23.5
1.4913,6912.4953,-8.4,-23,-24.1
1.5171,6912.5153,-8.1,-21.7,-27.1
