AppTimestamp(s),MAC,Frequency,RSSI
4.0138,20:23:00:00:00:12,2417,-51
4.0138,20:23:00:00:00:44,2462,-67
4.0138,20:23:00:00:00:82,2462,-70
4.0138,20:23:00:00:00:73,2437,-71
4.0138,20:23:00:00:00:65,2437,-71
4.0138,20:23:00:00:00:69,2422,-73
4.0138,20:23:00:00:00:15,2452,-75
4.0138,20:23:00:00:00:45,2412,-77
4.0138,20:23:00:00:00:90,2437,-79
4.0138,20:23:00:00:03:11,2462,-79
4.0138,20:23:00:00:00:55,2427,-80
4.0138,20:23:00:00:00:01,2437,-80
4.0138,20:23:00:00:00:79,5220,-86
4.0138,20:23:00:00:00:80,5220,-86
4.0138,20:23:00:00:01:11,5240,-87
4.0138,20:23:00:00:00:97,2437,-91
8.0014,20:23:00:00:00:12,2417,-54
8.0014,20:23:00:00:00:73,2437,-67
8.0014,20:23:00:00:00:69,2422,-71
8.0014,20:23:00:00:00:65,2437,-71
8.0014,20:23:00:00:00:82,2462,-72
8.0014,20:23:00:00:00:15,2452,-73
8.0014,20:23:00:00:00:44,2462,-74
8.0014,20:23:00:00:00:55,2427,-76
8.0014,20:23:00:00:00:90,2437,-78
8.0014,20:23:00:00:00:98,2462,-81
8.0014,20:23:00:00:00:45,2412,-82
8.0014,20:23:00:00:00:79,5220,-83
8.0014,20:23:00:00:00:80,5220,-84
8.0014,20:23:00:00:00:01,2437,-84
8.0014,20:23:00:00:03:11,2462,-86
8.0014,20:23:00:00:01:11,5240,-88
8.0014,20:23:00:00:01:43,2462,-89
11.9792,20:23:00:00:00:12,2417,-49
11.9792,20:23:00:00:00:73,2437,-65
11.9792,20:23:00:00:00:82,2462,-70
11.9792,20:23:00:00:00:69,2422,-71
11.9792,20:23:00:00:00:44,2462,-71
11.9792,20:23:00:00:00:15,2452,-71
11.9792,20:23:00:00:03:11,2462,-74
11.9792,20:23:00:00:00:65,2437,-75
11.9792,20:23:00:00:00:90,2437,-76
11.9792,20:23:00:00:00:79,5220,-82
11.9792,20:23:00:00:00:80,5220,-82
11.9792,20:23:00:00:00:45,2412,-82
11.9792,20:23:00:00:01:19,5500,-85
11.9792,20:23:00:00:01:01,2462,-85
11.9792,20:23:00:00:01:15,5500,-86
11.9792,20:23:00:00:01:21,5500,-86
11.9792,20:23:00:00:01:27,5500,-87
11.9792,20:23:00:00:01:11,5240,-88
15.981,20:23:00:00:00:12,2417,-49
15.981,20:23:00:00:00:73,2437,-61
15.981,20:23:00:00:00:15,2452,-69
15.981,20:23:00:00:00:55,2427,-70
15.981,20:23:00:00:00:69,2422,-71
15.981,20:23:00:00:00:82,2462,-71
15.981,20:23:00:00:03:11,2462,-72
15.981,20:23:00:00:00:44,2462,-73
15.981,20:23:00:00:00:65,2437,-77
15.981,20:23:00:00:00:45,2412,-78
15.981,20:23:00:00:00:90,2437,-80
15.981,20:23:00:00:00:79,5220,-84
15.981,20:23:00:00:00:80,5220,-85
15.981,20:23:00:00:01:12,5240,-87
15.981,20:23:00:00:01:11,5240,-88
15.981,20:23:00:00:01:27,5500,-90
15.981,20:23:00:00:01:19,5500,-91
15.981,20:23:00:00:01:16,5500,-92
15.981,20:23:00:00:01:45,2462,-92
15.981,20:23:00:00:01:47,2462,-93
20.0042,20:23:00:00:03:11,2462,-63
20.0042,20:23:00:00:00:73,2437,-69
20.0042,20:23:00:00:00:65,2437,-70
20.0042,20:23:00:00:00:44,2462,-72
20.0042,20:23:00:00:00:69,2422,-73
20.0042,20:23:00:00:00:82,2462,-73
20.0042,20:23:00:00:00:55,2427,-74
20.0042,20:23:00:00:00:15,2452,-75
20.0042,20:23:00:00:00:90,2437,-76
20.0042,20:23:00:00:00:45,2412,-80
20.0042,20:23:00:00:00:79,5220,-84
20.0042,20:23:00:00:00:80,5220,-84
20.0042,20:23:00:00:01:01,2462,-87
20.0042,20:23:00:00:01:11,5240,-88
20.0042,20:23:00:00:01:12,5240,-88
20.0042,20:23:00:00:01:10,2412,-89
23.9881,20:23:00:00:00:12,2417,-52
23.9881,20:23:00:00:00:69,2422,-65
23.9881,20:23:00:00:00:73,2437,-66
23.9881,20:23:00:00:03:11,2462,-66
23.9881,20:23:00:00:00:44,2462,-68
23.9881,20:23:00:00:00:65,2437,-70
23.9881,20:23:00:00:00:82,2462,-71
