AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:37,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:02:16,wifi_rssi_20:23:00:00:02:17,wifi_rssi_20:23:00:00:02:19,wifi_rssi_20:23:00:00:02:20,wifi_rssi_20:23:00:00:02:22,wifi_rssi_20:23:00:00:02:24,wifi_rssi_20:23:00:00:02:29,wifi_rssi_20:23:00:00:02:30,wifi_rssi_20:23:00:00:03:11,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:37,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:02:16,wifi_freq_20:23:00:00:02:17,wifi_freq_20:23:00:00:02:19,wifi_freq_20:23:00:00:02:20,wifi_freq_20:23:00:00:02:22,wifi_freq_20:23:00:00:02:24,wifi_freq_20:23:00:00:02:29,wifi_freq_20:23:00:00:02:30,wifi_freq_20:23:00:00:03:11
4.0138,,-51.0,-75.0,-67.0,-77.0,,-71.0,-73.0,-71.0,,,-70.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,-79.0,,2417.0,2452.0,2462.0,2412.0,,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,2462.0
8.0014,,-54.0,-73.0,-74.0,,-76.0,-71.0,-71.0,-67.0,,,-72.0,-78.0,,,,,,,,-81.0,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,2462.0,,,,,,,,,,,,,,,
11.9792,,-49.0,-71.0,-71.0,,,-75.0,-71.0,-65.0,-82.0,,-70.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,-74.0,,2417.0,2452.0,2462.0,,,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,2462.0
15.981,,-49.0,-69.0,-73.0,-78.0,-70.0,-77.0,-71.0,-61.0,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,2462.0
20.0042,,,-75.0,-72.0,-80.0,-74.0,-70.0,-73.0,-69.0,,,-73.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,-63.0,,,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,2462.0
23.9881,,-52.0,-75.0,-68.0,,-75.0,-70.0,-65.0,-66.0,,,-71.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,-66.0,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,2462.0
28.0055,-80.0,-55.0,-78.0,,,-73.0,-73.0,-69.0,-63.0,,,-74.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,-83.0,2437.0,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,2462.0
31.9671,,-55.0,-75.0,-73.0,,-72.0,-71.0,-71.0,-64.0,-80.0,,-74.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,
35.9997,,-52.0,-73.0,,,-74.0,-75.0,-69.0,-67.0,-84.0,,-74.0,-73.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,2462.0,,,,,,,,,,,,,
39.991,,-52.0,-76.0,,,-72.0,-75.0,-69.0,-75.0,-80.0,-80.0,-76.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,
43.9866,,,-72.0,,-78.0,-72.0,-72.0,-70.0,-65.0,-81.0,-81.0,,-74.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,2452.0,,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,2437.0,,,,,,,,,,2462.0,,,,,,,,,,,,,
47.9895,-80.0,-55.0,-73.0,,,-72.0,-69.0,-71.0,-62.0,-81.0,,,-72.0,,,,,,,,,,-78.0,,,,,,,,,,,,,,2437.0,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2437.0,,,,,,,,,,2462.0,,,,,,,,,,,,,
52.0218,,-54.0,-76.0,,,-73.0,-72.0,-70.0,-66.0,-81.0,,,-76.0,,,,,,,,,,-79.0,,,,,,,,,,,,,-80.0,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,,2437.0,,,,,,,,,,2462.0,,,,,,,,,,,,,2462.0
56.0055,,-53.0,-75.0,,,-73.0,-72.0,-69.0,-66.0,-81.0,,-75.0,-76.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,,2462.0,2437.0,,,,,,,,,,2462.0,,,,,,,,,,,,,
59.9621,,-51.0,-80.0,,,-71.0,-73.0,-69.0,-66.0,,-80.0,-73.0,-76.0,,,,,,,,,,-79.0,,,,,,,,,,,,,,,2417.0,2452.0,,,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,2437.0,,,,,,,,,,2462.0,,,,,,,,,,,,,
63.9724,,-51.0,-80.0,-74.0,-80.0,-73.0,-75.0,-67.0,-66.0,,,-72.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,
67.9726,,-53.0,-74.0,-75.0,-78.0,-73.0,-73.0,-63.0,-67.0,,,-76.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,,,,,,,,,,,,,,,,,,,,,
72.0429,,-57.0,,,,-79.0,-77.0,-75.0,-73.0,,,-80.0,,,,,,,,,-74.0,,,-74.0,-73.0,,-75.0,,,,,,,,,,,2417.0,,,,2427.0,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,2462.0,,,5260.0,5260.0,,2462.0,,,,,,,,,
75.9825,,-61.0,,,,,-82.0,-81.0,-73.0,,,-85.0,,,,,,,,,-66.0,-81.0,,-67.0,-67.0,,-65.0,,,,,,,,,,,2417.0,,,,,2437.0,2422.0,2437.0,,,2462.0,,,,,,,,,2462.0,2472.0,,5260.0,5260.0,,2462.0,,,,,,,,,
80.0216,,,,,,,,,,,,,,-80.0,-77.0,,,,,,-64.0,-75.0,,-67.0,-68.0,-78.0,-64.0,-79.0,-78.0,,,,,,,,,,,,,,,,,,,,,2412.0,2412.0,,,,,,2462.0,2472.0,,5260.0,5260.0,2412.0,2462.0,5180.0,5180.0,,,,,,,
83.9713,,-71.0,,,,,,,,,,,,,,,,-74.0,,-76.0,-68.0,-71.0,,-71.0,-72.0,,-65.0,-75.0,-74.0,,,,,,,,,2417.0,,,,,,,,,,,,,,,,2437.0,,2437.0,2462.0,2472.0,,5260.0,5260.0,,2462.0,5180.0,5180.0,,,,,,,
87.9848,,-71.0,,,,,,,,,,,,,,-77.0,,,,-76.0,-74.0,-70.0,,-75.0,-76.0,-76.0,-75.0,,,,,-76.0,,,,,,2417.0,,,,,,,,,,,,,,2462.0,,,,2437.0,2462.0,2472.0,,5260.0,5260.0,2412.0,2462.0,,,,,2412.0,,,,
91.9923,,,,,,,,,,,,,,,,,,,,,-76.0,-71.0,,-76.0,,,,-70.0,-70.0,-69.0,-65.0,,-76.0,-74.0,-76.0,,,,,,,,,,,,,,,,,,,,,,2462.0,2472.0,,5260.0,,,,5180.0,5180.0,2437.0,2437.0,,2437.0,2412.0,2437.0,
96.0267,,,,,,,,,-77.0,,,,,-77.0,,,,,,,-76.0,-70.0,,,,-76.0,-76.0,-66.0,-66.0,-70.0,-70.0,,,,,,,,,,,,,,2437.0,,,,,2412.0,,,,,,,2462.0,2472.0,,,,2412.0,2462.0,5180.0,5180.0,2437.0,2437.0,,,,,
99.9708,,-69.0,,,,,,,,,,,,-75.0,,,,,,,-75.0,-70.0,,,,-76.0,-76.0,-69.0,-69.0,-71.0,-73.0,,,,,,,2417.0,,,,,,,,,,,,2412.0,,,,,,,2462.0,2472.0,,,,2412.0,2462.0,5180.0,5180.0,2437.0,2437.0,,,,,
104.0043,,-65.0,,,,,,,,,,,,-73.0,,,,,,,-74.0,-67.0,,,,-75.0,-76.0,-68.0,-68.0,-71.0,-72.0,,,,,,,2417.0,,,,,,,,,,,,2412.0,,,,,,,2462.0,2472.0,,,,2412.0,2462.0,5180.0,5180.0,2437.0,2437.0,,,,,
108.036,,-67.0,,,,,,,-75.0,,,,,-73.0,,,,,,,-75.0,-71.0,,,,,-76.0,-68.0,-68.0,-70.0,-72.0,,,,,,,2417.0,,,,,,,2437.0,,,,,2412.0,,,,,,,2462.0,2472.0,,,,,2462.0,5180.0,5180.0,2437.0,2437.0,,,,,
112.0034,,-66.0,,,,,,,,,,,,-73.0,,,,-77.0,,,-77.0,-71.0,,,,-76.0,,-68.0,-68.0,-72.0,-73.0,,,,,,,2417.0,,,,,,,,,,,,2412.0,,,,2437.0,,,2462.0,2472.0,,,,2412.0,,5180.0,5180.0,2437.0,2437.0,,,,,
116.0007,,-66.0,,,,,,,,,,,,-73.0,,,,,,,-75.0,-66.0,,,,-76.0,,-67.0,-67.0,-74.0,-73.0,-77.0,,,,,,2417.0,,,,,,,,,,,,2412.0,,,,,,,2462.0,2472.0,,,,2412.0,,5180.0,5180.0,2437.0,2437.0,2412.0,,,,
119.993,,-66.0,,,,,,,,,,,,-76.0,,,,,,,-72.0,-70.0,,-76.0,,,-76.0,-68.0,-69.0,-74.0,-73.0,,,,,,,2417.0,,,,,,,,,,,,2412.0,,,,,,,2462.0,2472.0,,5260.0,,,2462.0,5180.0,5180.0,2437.0,2437.0,,,,,
124.0127,,-67.0,,,,,,,,,,,,,,,,,,,-75.0,-68.0,,-76.0,,-76.0,-76.0,-68.0,-67.0,-74.0,-73.0,,,,,,,2417.0,,,,,,,,,,,,,,,,,,,2462.0,2472.0,,5260.0,,2412.0,2462.0,5180.0,5180.0,2437.0,2437.0,,,,,
