AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.059,82554.5033,-3.78,-33.9,-11.88
0.0696,82554.5232,-3.54,-33.3,-12.54
0.0771,82554.5433,-3.42,-33.3,-12.9
0.0843,82554.5633,-3.6,-33.48,-13.62
0.0916,82554.5832,-3.66,-33.06,-13.68
0.1063,82554.6032,-3.66,-33.66,-13.68
0.1265,82554.6233,-3.84,-33.6,-13.8
0.1623,82554.6433,-3.54,-33.36,-14.04
0.1667,82554.6632,-3.36,-33.54,-14.28
0.1903,82554.6833,-3.12,-32.94,-14.22
0.2088,82554.7033,-3.06,-32.58,-14.34
0.2274,82554.7243,-2.94,-33.06,-13.92
0.2477,82554.7442,-2.94,-32.88,-13.8
0.2673,82554.7643,-2.58,-33.24,-13.98
0.2884,82554.7843,-2.34,-33.3,-13.92
0.3085,82554.8042,-2.34,-32.94,-14.04
0.3288,82554.8243,-3,-33,-14.82
0.349,82554.8443,-3.84,-32.58,-15.6
0.3715,82554.8642,-4.14,-32.82,-15.72
0.3931,82554.8852,-4.56,-33.06,-15.42
0.4094,82554.9053,-4.44,-33.48,-14.46
0.4287,82554.9253,-4.68,-34.26,-13.02
0.452,82554.9452,-5.22,-34.98,-11.64
0.4689,82554.9652,-5.22,-35.22,-11.04
0.4953,82554.9853,-5.4,-35.64,-9.78
0.5145,82555.0053,-5.46,-35.64,-9.18
0.5305,82555.0252,-6,-35.64,-8.94
0.5498,82555.0453,-7.02,-35.88,-8.4
0.5684,82555.0653,-8.52,-35.64,-8.94
0.5908,82555.0852,-9.9,-35.34,-9.42
0.6081,82555.1053,-11.76,-34.38,-10.32
0.6315,82555.1253,-13.32,-33.66,-11.88
0.6493,82555.1452,-14.94,-32.76,-12.78
0.6707,82555.1662,-16.5,-31.62,-14.34
0.6938,82555.1872,-17.1,-30.42,-15.78
0.7159,82555.2073,-18.18,-28.56,-17.52
0.7331,82555.2273,-18.6,-27.06,-19.74
0.7509,82555.2472,-19.32,-26.04,-21.18
0.7701,82555.2673,-19.62,-25.5,-21.96
0.7908,82555.2873,-19.32,-25.44,-22.02
0.8108,82555.3072,-19.56,-25.2,-21.24
0.831,82555.3272,-19.32,-25.8,-20.88
0.8517,82555.3473,-19.26,-26.4,-20.64
0.8717,82555.3673,-19.26,-27.18,-19.62
0.8916,82555.3872,-18.72,-28.32,-18.78
0.9163,82555.4073,-17.88,-29.4,-16.98
0.9316,82555.4273,-16.68,-30.12,-15.66
0.9546,82555.4472,-15.24,-31.08,-14.64
0.9717,82555.4673,-12.84,-31.98,-13.62
0.9941,82555.4872,-10.02,-32.88,-12.72
1.0258,82555.5072,-7.44,-33.84,-11.22
1.0418,82555.5273,-4.38,-34.68,-9.42
1.0537,82555.5473,-1.08,-35.82,-7.32
1.0798,82555.5672,2.1,-35.88,-6
1.0941,82555.5873,5.28,-35.64,-5.58
1.1101,82555.6073,8.76,-35.16,-6.42
1.1301,82555.6272,11.04,-33.42,-8.16
1.1502,82555.6473,13.2,-32.16,-9.84
1.1703,82555.6673,14.94,-30.78,-11.88
1.1902,82555.6872,16.14,-29.1,-13.38
1.2106,82555.7073,16.92,-27.48,-15.06
1.2302,82555.7273,16.98,-25.68,-17.34
1.2502,82555.7472,17.1,-24,-19.2
1.2739,82555.7672,16.08,-22.8,-21.12
1.2935,82555.7882,15.6,-21.96,-22.98
1.3131,82555.8083,14.46,-21.06,-24.36
1.3347,82555.8283,13.32,-20.04,-25.5
1.3532,82555.8482,12.18,-19.44,-27
1.3729,82555.8683,11.16,-19.14,-28.38
1.3921,82555.8883,10.08,-18.66,-29.64
1.4148,82555.9093,8.88,-19.08,-30.66
1.4352,82555.9292,7.5,-18.72,-30.96
1.4578,82555.9493,5.88,-19.08,-30.48
1.4757,82555.9693,4.98,-20.7,-29.7
1.4931,82555.9892,3.66,-22.08,-28.32
1.5137,82556.0093,3,-25.08,-26.94
1.5336,82556.0293,2.22,-27.18,-25.08
1.5548,82556.0503,1.02,-29.1,-22.98
1.5753,82556.0702,-0.24,-30.9,-21
1.5956,82556.0902,-2.22,-31.74,-19.32
1.6154,82556.1103,-4.5,-32.76,-18.72
