AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_x,Quat_y,Quat_z
0.0639,82554.5076,47.563004,13.081624,-152.141037,0.19761485,-0.36375067,-0.87134081
0.0737,82554.5276,46.937614,11.902714,-152.437927,0.1867258,-0.36204508,-0.8762337
0.0811,82554.5476,46.757935,11.114349,-153.543655,0.1769053,-0.36412632,-0.88055259
0.0885,82554.5676,46.454895,10.228832,-154.826889,0.16555001,-0.36552051,-0.88563043
0.0953,82554.5876,45.874771,9.260396,-155.757538,0.1542518,-0.36418241,-0.89085507
0.1105,82554.6076,45.024914,8.215442,-156.374603,0.14295188,-0.36026627,-0.89629483
0.1292,82554.6276,44.237274,7.538785,-157.355927,0.13347834,-0.35644284,-0.90155292
0.1645,82554.6476,44.010506,7.345629,-158.707291,0.12745056,-0.3565129,-0.90488392
0.1686,82554.6676,43.928856,6.501637,-159.944565,0.11681079,-0.35856694,-0.908086
0.192,82554.6876,43.762524,5.637208,-160.535538,0.10789854,-0.35916278,-0.91039908
0.2121,82554.7076,43.927551,5.828507,-160.799744,0.10878609,-0.36044204,-0.9100787
0.2297,82554.7286,44.614296,6.01922,-161.396194,0.1092035,-0.36621231,-0.90851635
0.2506,82554.7485,45.54747,7.084828,-162.690918,0.1144589,-0.37338138,-0.90620142
0.2727,82554.7686,45.944359,8.170747,-163.631409,0.12034356,-0.37598988,-0.9050436
0.2914,82554.7886,45.568199,7.817588,-163.822037,0.1165889,-0.37367129,-0.90695983
0.3128,82554.8086,43.304768,4.2683,-162.524292,0.09022341,-0.35918111,-0.91592771
0.3325,82554.8286,41.853832,2.998981,-160.151428,0.08561334,-0.34749916,-0.91813433
0.3519,82554.8486,42.451851,3.676404,-158.523209,0.096801,-0.34995189,-0.91320115
0.3754,82554.8686,44.814972,5.483525,-157.389999,0.11800483,-0.36469817,-0.90194654
0.3958,82554.8896,47.113461,7.719857,-156.289963,0.14230907,-0.37756824,-0.88955086
0.4117,82554.9096,49.326939,9.340465,-155.106003,0.16189599,-0.39017859,-0.87714505
0.4312,82554.9296,51.110344,10.456986,-154.12149,0.17631707,-0.4002682,-0.86680168
0.4561,82554.9496,51.931896,10.493958,-152.948883,0.18190931,-0.40468097,-0.86109263
0.4751,82554.9696,51.779881,9.928477,-151.275986,0.18331814,-0.40210077,-0.85887754
0.4989,82554.9896,50.983543,9.381891,-148.914978,0.18605575,-0.39347413,-0.85729498
0.5183,82555.0096,49.901108,8.389985,-145.544617,0.18794872,-0.38218775,-0.85453546
0.5338,82555.0296,49.558846,7.310391,-141.301178,0.1931985,-0.37546948,-0.84604859
0.5513,82555.0496,49.655403,6.340826,-136.498199,0.20198223,-0.37079883,-0.83306289
0.5721,82555.0696,49.279064,4.977163,-131.178238,0.20807487,-0.36296976,-0.8194316
0.5922,82555.0896,47.681393,1.170433,-124.289909,0.19710457,-0.35297826,-0.80672085
0.6104,82555.1096,45.826363,-2.804956,-117.768051,0.18183702,-0.3448697,-0.79325956
0.6345,82555.1296,44.144165,-6.187636,-111.897964,0.16866022,-0.33889398,-0.778054
0.6528,82555.1496,42.408955,-8.237029,-107.507851,0.15930292,-0.33053902,-0.76529992
0.6759,82555.1706,40.146122,-8.8421,-104.526031,0.1521792,-0.31493235,-0.75677282
0.7006,82555.1916,37.678246,-9.087902,-102.247978,0.14366242,-0.29765883,-0.75054121
0.7187,82555.2116,35.745998,-9.900183,-100.688469,0.13190381,-0.28781411,-0.74690425
0.7358,82555.2316,34.722267,-10.799028,-100.30999,0.12137958,-0.28562838,-0.74754149
0.7538,82555.2516,34.297932,-11.827722,-100.687233,0.11137383,-0.28862864,-0.75113034
0.7733,82555.2716,34.132587,-13.387917,-101.413513,0.09834984,-0.29614812,-0.75645721
0.7971,82555.2916,34.248718,-14.782806,-102.989876,0.08558455,-0.30504814,-0.76522982
0.8148,82555.3116,34.613647,-15.594367,-105.437149,0.07547305,-0.31297123,-0.77706987
0.8334,82555.3316,35.207748,-15.939846,-108.424812,0.06794289,-0.32024705,-0.7902562
0.8554,82555.3516,36.134922,-16.246893,-111.422516,0.06197463,-0.32934815,-0.8022778
0.8751,82555.3716,37.575901,-16.663813,-114.284943,0.05765413,-0.34211814,-0.81219041
0.8951,82555.3916,39.472919,-16.878721,-117.515526,0.0551429,-0.35724413,-0.82174802
0.9196,82555.4116,41.465771,-16.668776,-121.410324,0.05316342,-0.37180927,-0.83213037
0.9353,82555.4316,43.53508,-15.936337,-126.251259,0.05118047,-0.38579148,-0.84363669
0.9577,82555.4516,45.828697,-14.776151,-131.879059,0.04927104,-0.40086305,-0.85448962
0.9749,82555.4716,48.48003,-12.970403,-138.315659,0.04889105,-0.41788211,-0.86321265
0.999,82555.4916,51.092628,-9.889353,-146.370789,0.04984085,-0.43376309,-0.8712008
1.0359,82555.5116,53.587414,-6.257556,-154.947113,0.05006329,-0.4499602,-0.87542444
1.0441,82555.5316,55.164848,-1.569407,-165.423111,0.04669526,-0.46077976,-0.87990618
1.0561,82555.5516,56.326675,5.77115,-178.103104,0.05217803,-0.4705891,-0.87997389
1.0824,82555.5716,53.979713,8.841728,171.736618,-0.03590731,0.45625535,0.8886472
1.0985,82555.5916,50.309769,9.068481,164.762634,-0.01474695,0.42948276,0.89881891
1.1118,82555.6116,46.93166,10.29144,158.960464,-0.00848007,0.40495196,0.90476561
1.1315,82555.6316,42.291191,14.621893,153.519974,-0.03358226,0.37547827,0.9110086
1.1515,82555.6516,36.391964,19.114388,148.451111,-0.06807703,0.33921602,0.91562212
1.1719,82555.6716,30.804249,21.294209,145.751923,-0.09337267,0.30189529,0.9199335
1.1916,82555.6916,25.824881,21.06636,145.879028,-0.10588674,0.26230395,0.92810369
1.2119,82555.7116,21.315577,20.239006,147.217117,-0.11427426,0.22339311,0.93730974
1.2316,82555.7316,17.691582,19.288975,148.131393,-0.11756089,0.19122411,0.94378364
1.2518,82555.7516,14.745558,18.627796,148.398514,-0.11995919,0.16555217,0.94733375
1.2762,82555.7716,11.753526,17.323221,149.363098,-0.11774366,0.13720177,0.95253521
1.2987,82555.7926,8.92462,15.954515,151.76445,-0.11538658,0.10847124,0.96013433
1.3175,82555.8126,6.836244,15.376743,155.785202,-0.11818343,0.08578263,0.96891576
1.3413,82555.8326,5.140615,15.526272,160.116348,-0.12524432,0.06706455,0.97602022
1.3571,82555.8526,3.642174,15.219383,164.743378,-0.12700447,0.04878987,0.98248363
1.3744,82555.8726,2.521867,14.542007,169.518555,-0.12400917,0.03329495,0.98782724
1.3939,82555.8926,2.380249,13.747701,173.888901,-0.11838861,0.02696975,0.99131936
1.4327,82555.9136,3.956536,14.350595,177.975128,-0.12420636,0.03645044,0.99149871
1.4379,82555.9336,6.830996,15.925139,-178.237427,0.13917121,-0.05686818,-0.98835582
1.4591,82555.9536,10.956616,17.230234,-173.916351,0.1539108,-0.0863461,-0.98205531
1.477,82555.9736,15.548726,17.456924,-169.886459,0.16155699,-0.11993232,-0.97371244
1.4953,82555.9936,19.436554,17.068312,-167.389191,0.16371866,-0.14986038,-0.96608841
1.5155,82556.0136,23.086145,17.086216,-165.837433,0.16883335,-0.17843196,-0.95784825
1.5379,82556.0336,26.839985,16.237646,-163.300613,0.16927883,-0.20737757,-0.94797927
1.5592,82556.0546,29.649189,14.474271,-159.918976,0.16417031,-0.22870281,-0.93870509
1.5805,82556.0746,31.224005,11.786466,-155.688644,0.15303892,-0.24087466,-0.93071818
1.5996,82556.0946,32.199825,8.424355,-150.919388,0.13774365,-0.24998888,-0.92238122
1.6187,82556.1146,33.200668,4.788022,-145.833893,0.12211566,-0.26109156,-0.91173458
1.6397,82556.1346,34.601246,0.715376,-140.524963,0.1060387,-0.27789539,-0.8980208
1.6635,82556.1546,36.358505,-4.177606,-134.564316,0.08846626,-0.30096832,-0.88018477
1.676,82556.1746,38.377209,-9.063505,-128.060333,0.07639097,-0.32724327,-0.85779399
1.6945,82556.1946,39.219059,-14.461327,-120.725807,0.061587,-0.3480131,-0.83314139
1.7145,82556.2146,38.086143,-21.189131,-112.398956,0.03399465,-0.36319238,-0.80548429
1.7352,82556.2346,35.206512,-28.733448,-104.095894,-0.00631793,-0.37646464,-0.77424681
1.7549,82556.2546,31.612694,-35.838696,-96.77179,-0.0492129,-0.3903729,-0.74012631
1.7779,82556.2746,27.764704,-42.483219,-90.31929,-0.09170678,-0.40657803,-0.70289075
1.7993,82556.2946,23.57597,-48.232185,-84.930656,-0.1324881,-0.42093962,-0.66479617
1.822,82556.3146,19.387878,-53.199402,-80.529182,-0.17037019,-0.43409985,-0.62718964
1.839,82556.3345,15.45257,-58.133781,-76.566376,-0.2060238,-0.45069662,-0.58787227
1.8595,82556.3546,11.837015,-62.534843,-72.985191,-0.23617718,-0.46746075,-0.54865491
1.8781,82556.3746,8.58954,-66.082741,-69.942101,-0.26019424,-0.48152268,-0.51257932
1.9047,82556.3946,5.665034,-69.502388,-67.166992,-0.28109375,-0.49674663,-0.4773998
1.9167,82556.4146,3.089813,-72.872932,-64.728333,-0.29949403,-0.51309985,-0.44402501
1.9381,82556.4346,0.772554,-76.437538,-63.205685,-0.31967971,-0.52968186,-0.41524795
1.9556,82556.4546,-1.358994,-80.03421,-62.982098,-0.34361053,-0.54353112,-0.39352414
1.9756,82556.4746,-2.992678,-83.546768,-63.515884,-0.36707425,-0.55600089,-0.3776052
1.9963,82556.4946,-4.018191,-86.113159,-64.567879,-0.38608354,-0.56314272,-0.36979264
2.0159,82556.5156,-4.337576,-87.670837,-66.267517,-0.40115392,-0.56463575,-0.37204638
2.0396,82556.5356,-3.494035,-88.893181,-68.51149,-0.41196463,-0.56625515,-0.38401595
2.0829,82556.5556,-1.135419,-90.078728,-70.830276,-0.41573313,-0.57258433,-0.40375042
2.0857,82556.5756,2.517728,-91.485123,-73.267242,-0.41495362,-0.58374625,-0.4289504
2.1004,82556.5956,7.162746,-93.118385,-75.554771,-0.40997845,-0.59908682,-0.45624974
2.1166,82556.6156,12.872933,-94.953041,-77.615791,-0.39993232,-0.61817372,-0.48530012
2.1356,82556.6356,20.101849,-96.765221,-79.4935,-0.38155296,-0.64010149,-0.51845717
2.1561,82556.6556,28.554276,-97.363754,-81.741394,-0.35315219,-0.65694201,-0.55874753
2.1818,82556.6756,36.071346,-95.570084,-85.232582,-0.32373822,-0.65910619,-0.60133588
2.2016,82556.6956,42.459167,-90.062088,-90.361473,-0.28740641,-0.64637238,-0.64786166
2.2164,82556.7156,47.68866,-81.495705,-97.998138,-0.24964245,-0.62281942,-0.69606799
2.2363,82556.7356,51.277222,-70.850517,-108.686012,-0.21906327,-0.59110916,-0.74311447
2.2588,82556.7556,53.113281,-58.662342,-121.194954,-0.19037989,-0.55468029,-0.78689378
2.2799,82556.7756,55.624367,-42.849529,-137.168869,-0.14218806,-0.52231282,-0.82874364
2.2985,82556.7966,56.77195,-27.017481,-153.874374,-0.09571087,-0.49674305,-0.85838974
2.3174,82556.8166,56.363575,-13.383753,-169.273148,-0.05842229,-0.47660059,-0.87675989
2.3483,82556.8366,54.434177,-2.112273,176.874329,0.02885678,0.45666823,0.8885684
2.3627,82556.8566,51.448978,6.701891,165.7453,0.00151029,0.43648741,0.89554983
2.3799,82556.8766,47.726681,13.308465,157.185211,-0.0244022,0.41485277,0.89968038
2.3994,82556.8966,42.126701,19.490767,149.509338,-0.05925982,0.38328448,0.90334851
2.4194,82556.9166,36.077892,24.289017,143.744049,-0.09591559,0.34994635,0.90369606
2.4449,82556.9366,30.417776,27.389442,139.589905,-0.12636717,0.31810069,0.9012996
2.4595,82556.9566,25.060471,28.871244,136.423325,-0.14798287,0.28542349,0.89790189
2.4826,82556.9776,20.409523,28.662678,133.991989,-0.15715927,0.2532059,0.89486259
2.5011,82556.9976,16.882311,27.560429,132.969986,-0.15916771,0.22473778,0.89486629
2.5194,82557.0176,13.871563,27.037508,133.643936,-0.16711137,0.19926797,0.8983857
2.5427,82557.0376,10.522257,26.985462,135.22966,-0.18087454,0.17092714,0.90348381
2.5596,82557.0576,7.085185,26.501287,137.259842,-0.19112787,0.13937306,0.90988213
2.5789,82557.0776,5.418167,24.969692,139.392868,-0.18651007,0.11820974,0.91821194
2.6042,82557.0976,4.937981,23.12237,141.861923,-0.17545223,0.10530472,0.92791122
2.6204,82557.1186,5.564629,21.019487,145.117401,-0.15950638,0.10013969,0.9395678
2.6432,82557.1386,5.365441,19.946575,149.265305,-0.15459764,0.09029568,0.9507829
2.6643,82557.1586,4.134975,20.307404,153.506699,-0.16334985,0.07493602,0.95898134
2.6789,82557.1786,2.311834,21.381765,157.390457,-0.17798817,0.05579618,0.96411502
2.7012,82557.1986,1.765854,21.505598,161.13385,-0.18154608,0.04550878,0.96951264
2.7192,82557.2186,2.417163,20.488667,165.40419,-0.17372966,0.04317428,0.97634596
2.7384,82557.2386,4.018409,18.337248,170.396561,-0.15578644,0.04782047,0.98362178
2.7584,82557.2585,5.694358,15.74433,175.774475,-0.13488728,0.05421375,0.98893166
2.7813,82557.2786,7.4368,12.52857,-179.588165,0.10911597,-0.06407381,-0.99190485
2.8018,82557.2986,8.917954,9.361678,-176.438522,0.08372678,-0.07492039,-0.99297112
2.8208,82557.3186,10.41594,6.546007,-173.973831,0.06154283,-0.08750908,-0.9926005
2.8401,82557.3386,12.214749,3.996099,-171.736298,0.04223855,-0.10355314,-0.99086976
2.8607,82557.3586,14.472225,1.315537,-169.823776,0.02251388,-0.12444388,-0.98793304
2.8823,82557.3786,16.967943,-1.792661,-167.558273,0.00060389,-0.14832263,-0.98336297
2.9128,82557.3986,19.191862,-4.246506,-165.006393,-0.01448422,-0.16992652,-0.97771436
2.9214,82557.4186,21.013496,-7.265604,-162.042221,-0.03313361,-0.18947797,-0.97103661
2.9401,82557.4386,22.965981,-11.92657,-158.758118,-0.06357398,-0.21337257,-0.96179467
2.9611,82557.4596,25.479179,-17.760546,-155.208801,-0.1002905,-0.24511929,-0.94853318
2.9805,82557.4796,28.356129,-21.932825,-151.765213,-0.12021708,-0.2781873,-0.93445206
2.9993,82557.4996,30.50749,-23.743073,-148.213074,-0.12037635,-0.30197582,-0.92286474
3.0217,82557.5196,31.557056,-26.150217,-143.402191,-0.12353247,-0.31982929,-0.90928417
3.04,82557.5406,31.629473,-30.602798,-135.971146,-0.13686199,-0.33887586,-0.887335
3.0597,82557.5606,31.758312,-36.342999,-126.819099,-0.15187225,-0.36673301,-0.85540402
3.0832,82557.5806,30.826075,-41.207024,-117.157532,-0.15980223,-0.38915098,-0.81880486
3.0999,82557.6006,28.9091,-44.543514,-108.120399,-0.1615622,-0.4024244,-0.78104228
3.1223,82557.6216,26.049105,-47.43177,-100.404678,-0.16899404,-0.4093478,-0.74334913
3.1428,82557.6416,19.299799,-52.695847,-93.075661,-0.21425164,-0.41000301,-0.69239867
3.1643,82557.6626,11.197944,-57.400372,-86.269005,-0.2643196,-0.40728483,-0.63104558
3.1852,82557.6826,3.044179,-61.626133,-79.80233,-0.31096643,-0.40746006,-0.56116164
3.2048,82557.7026,-3.11554,-66.465515,-75.02935,-0.35165089,-0.4206973,-0.49736351
3.2243,82557.7236,-8.092068,-72.378906,-71.06366,-0.38863349,-0.44621819,-0.43395957
3.2482,82557.7436,-12.801026,-77.418549,-67.799774,-0.41882378,-0.46731147,-0.37464654
3.271,82557.7636,-17.895624,-81.191628,-65.405067,-0.44667026,-0.47710052,-0.32008407
3.303,82557.7846,-22.607975,-83.87516,-64.186913,-0.47171929,-0.4777371,-0.27657309
3.3151,82557.8056,-26.591921,-87.177933,-64.558655,-0.49917778,-0.47833925,-0.24238293
