AppTimestamp(s),ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06
0.8427,,,,-77.0,,
0.8739,,,-101.0,,,
0.9981,,,,-78.0,,
1.2016,,,,-85.0,,
1.2642,,,-93.0,,,
1.3675,-93.0,,,,,
1.3922,,-76.0,,,,
1.4027,,,,-81.0,,
1.6314,,-75.0,,,,
1.6393,,,,-85.0,,
1.8511,,-87.0,,,,
1.8947,,,-93.0,,,
2.0181,,-82.0,,,,
2.0301,,,,-83.0,,
2.1964,-95.0,,,,,
2.2221,,-77.0,,,,
2.2335,,,,-84.0,,
2.2535,,,-95.0,,,
2.318,,,,,,-92.0
2.4138,,-78.0,,,,
2.4365,,,,-75.0,,
2.6592,-92.0,,,,,
2.669,,-77.0,,,,
2.8412,-93.0,,,,,
2.8465,,-81.0,,,,
3.0401,,-74.0,,,,
3.2505,,,,-78.0,,
3.2575,,-90.0,,,,
3.4788,-97.0,,,,,
3.4886,,,,-85.0,,
3.4956,,-92.0,,,,
3.5511,,,,,,-93.0
4.2514,,-83.0,,,,
4.9122,,,-92.0,,,
5.2763,,,,-77.0,,
5.2843,,-75.0,,,,
5.4842,,,,-86.0,,
5.4963,,-86.0,,,,
5.5232,,,-98.0,,,
5.5788,,,,,,-98.0
5.7142,,,,-79.0,,
5.7307,,-73.0,,,,
5.8821,,,,-77.0,,
5.9207,-94.0,,,,,
5.9465,,-71.0,,,,
5.9574,,,-96.0,,,
6.4293,,,,,-98.0,
6.5345,-96.0,,,,,
6.7427,,-79.0,,,,
6.7612,,,-95.0,,,
6.9388,,,-97.0,,,
7.1579,,-86.0,,,,
7.162,,,,-86.0,,
7.3571,-95.0,,,,,
7.3835,,-81.0,,,,
7.7683,,,,-72.0,,
7.7812,,-80.0,,,,
8.3731,,-80.0,,,,
9.3867,,,,-83.0,,
9.6075,,,,-80.0,,
9.739,,,,,-95.0,
9.795,,,,-83.0,,
9.8045,,-82.0,,,,
9.8184,,,-98.0,,,
10.013,,,-98.0,,,
10.1974,,,,-80.0,,
10.2185,,,-93.0,,,
10.4217,,,,-84.0,,
10.4278,,-77.0,,,,
10.627,,,,-83.0,,
10.838,-94.0,,,,,
10.8456,,-79.0,,,,
11.0526,,,,-85.0,,
11.2687,,-80.0,,,,
11.282,,,,-84.0,,
11.4608,,-79.0,,,,
11.47,,,,-81.0,,
11.4777,,,-93.0,,,
11.8645,,,-96.0,,,
12.4524,,-73.0,,,,
12.6552,,-76.0,,,,
12.6725,,,,-88.0,,
12.8382,,,,,,-93.0
12.873,-97.0,,,,,
13.0894,,-75.0,,,,
13.1952,,,,,,-92.0
13.2943,,-71.0,,,,
13.3009,,,,-84.0,,
13.3146,-96.0,,,,,
13.6794,,-77.0,,,,
13.9136,,,-97.0,,,
14.0279,,,,,-98.0,
14.1046,,-71.0,,,,
14.1113,,,-91.0,,,
14.2213,,,,,-97.0,
14.3021,,-77.0,,,,
14.313,,,,-78.0,,
14.5408,,-78.0,,,,
14.712,,-74.0,,,,
14.9705,,-77.0,,,,
14.9844,-94.0,,,,,
15.117,,,,-86.0,,
15.1227,,-71.0,,,,
15.3383,,,,-77.0,,
15.5558,,,,-81.0,,
15.5625,-94.0,,,,,
15.6571,,,,,,-92.0
15.7264,,,,-83.0,,
15.9283,,,,-81.0,,
15.935,,-76.0,,,,
17.1661,,,,-86.0,,
17.1728,,-74.0,,,,
17.3925,,,-96.0,,,
17.3973,,-78.0,,,,
17.5865,,,,-81.0,,
17.5918,,-73.0,,,,
17.7892,,,,-83.0,,
18.1999,,,,-86.0,,
18.2063,,-82.0,,,,
18.6239,,,,-84.0,,
18.6402,,-76.0,,,,
18.8281,,,-95.0,,,
19.2179,,-83.0,,,,
19.4351,,-79.0,,,,
19.6305,,,,-83.0,,
20.427,,,,-73.0,,
20.4621,,-74.0,,,,
20.6311,,,,-75.0,,
20.6459,-91.0,,,,,
20.652,,-76.0,,,,
21.0701,,-78.0,,,,
21.2474,,,,-79.0,,
21.2628,,-68.0,,,,
21.2832,,,-95.0,,,
21.4665,,,,-79.0,,
21.4776,,-77.0,,,,
21.7008,,,,-79.0,,
21.8566,,,,-78.0,,
21.8756,,-74.0,,,,
21.8971,-97.0,,,,,
22.081,,,,-88.0,,
22.1002,,-78.0,,,,
22.4836,,,,-81.0,,
22.558,,-72.0,,,,
22.6821,,,,-88.0,,
22.911,-96.0,,,,,
23.1298,,,,-86.0,,
23.1486,,-75.0,,,,
23.2406,,,,,,-97.0
23.324,,-77.0,,,,
24.1498,,,,-80.0,,
24.1554,,-78.0,,,,
24.3166,,,,-78.0,,
24.3634,,,-99.0,,,
24.5924,,,-93.0,,,
24.7766,,-70.0,,,,
25.1782,,-82.0,,,,
25.2056,,,-97.0,,,
25.3455,,,,-83.0,,
25.3748,,-75.0,,,,
25.4026,,,-95.0,,,
25.5892,,,,-82.0,,
25.6048,,-83.0,,,,
25.7724,,,,-74.0,,
25.8064,,-86.0,,,,
25.9698,,,,-84.0,,
26.0051,,-71.0,,,,
26.3724,,,,-86.0,,
26.3908,-97.0,,,,,
26.5263,,,,,,-97.0
26.5662,,,,-89.0,,
26.6058,,-80.0,,,,
26.7781,,,,-87.0,,
26.807,,-79.0,,,,
27.4345,,-72.0,,,,
27.6667,,,-93.0,,,
27.8315,,,,-76.0,,
28.0727,,-76.0,,,,
28.2519,,-68.0,,,,
28.6457,,,,-88.0,,
28.6586,-99.0,,,,,
28.857,,-76.0,,,,
29.0614,,,,-88.0,,
29.254,,,,-89.0,,
29.4498,,,,-81.0,,
29.4824,,-71.0,,,,
29.655,,,,-81.0,,
29.6939,,-75.0,,,,
29.8922,,-76.0,,,,
29.9237,,,-99.0,,,
30.0538,,,,-81.0,,
30.2588,,,,-77.0,,
30.4448,,,,,-97.0,
30.6793,,,,-87.0,,
30.7041,,-73.0,,,,
30.8718,,,,-89.0,,
30.8961,-98.0,,,,,
30.9172,,-82.0,,,,
31.0168,,,,,,-93.0
31.1195,,,,,-97.0,
31.1257,,,,-83.0,,
31.1287,,-73.0,,,,
31.2977,,,,-73.0,,
31.3935,,,-95.0,,,
31.4955,,,,-79.0,,
31.9398,,-88.0,,,,
32.6667,,,,,,-95.0
32.7321,,-76.0,,,,
32.9351,,-78.0,,,,
32.9548,-97.0,,,,,
33.1356,,,,-87.0,,
33.3154,,,,,-97.0,
33.3232,,,,-87.0,,
33.359,,-87.0,,,,
33.532,,,,-77.0,,
33.5721,,-79.0,,,,
33.6304,,,-91.0,,,
33.7836,,-73.0,,,,
33.9294,,,,-80.0,,
34.0472,,,-94.0,,,
34.1396,,,,-77.0,,
34.1639,,-78.0,,,,
34.1677,-95.0,,,,,
34.2906,,,,,,-98.0
34.369,,-81.0,,,,
34.3752,-97.0,,,,,
34.5519,,,,-81.0,,
34.57,,-82.0,,,,
34.6468,,,-97.0,,,
34.8163,-96.0,,,,,
34.9457,,,,-77.0,,
34.9866,,-82.0,,,,
35.1828,,-72.0,,,,
35.302,,,-96.0,,,
35.3423,,,,,,-93.0
35.3771,,,,-80.0,,
35.3944,,-85.0,,,,
35.7554,,,,-79.0,,
36.1705,,,,-84.0,,
36.3779,,,,-83.0,,
36.5779,,,,-81.0,,
36.6237,,-72.0,,,,
36.7853,,,,-81.0,,
37.2338,,-78.0,,,,
37.4925,,-80.0,,,,
37.5431,,,-99.0,,,
37.5617,,,,,,-97.0
