AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0482,84273.1579,-2.54025,8.31985,2.13323,-0.3207,-0.38179,-0.21014,20.82,-5.58,-9.84,52.519932,23.437956,54.887512,0.7378671777566911,0.30052024,0.36131355,0.48445034
0.0512,84273.1779,-1.95606,7.82665,2.02789,-0.77213,-0.77397,-0.26389,20.64,-5.4,-9.66,52.231934,23.175877,54.65797,0.7408323680386526,0.30028218,0.3582038,0.4823775
0.0549,84273.1979,-2.58813,7.24246,4.27844,-1.05252,-1.14659,-0.23152,20.88,-5.28,-10.38,51.467163,22.315657,54.62714,0.7467060183765967,0.29849836,0.3503502,0.4801912
0.0597,84273.2179,-2.66235,7.05571,5.84425,-1.00548,-1.46302,-0.1295,21.18,-4.62,-10.86,50.420261,20.860806,54.83868,0.7543307798043676,0.296413,0.33829972,0.47820258
0.0867,84273.2379,-2.41814,6.82826,7.94636,-1.01404,-1.09834,-0.00428,21.06,-4.44,-11.82,49.321999,18.961346,55.226761,0.7624224774495428,0.29528958,0.32339543,0.4763732
0.0981,84273.2579,-1.51792,7.44118,7.6806,-1.01587,-0.38973,-0.11973,21.06,-4.26,-12.96,48.220074,17.539341,55.75486,0.7682831195608654,0.29179388,0.31178209,0.47685355
0.1298,84273.2779,-1.68552,6.88572,6.28478,-1.04397,-0.281,-0.2865,20.58,-4.14,-14.34,47.051788,16.99333,55.988735,0.773030382354134,0.28500253,0.30492458,0.47772229
0.1377,84273.2979,-2.27449,6.81629,6.24647,-1.01098,-0.62614,-0.25717,20.22,-4.08,-15.48,45.828278,16.578354,55.965466,0.7785686586290006,0.27793276,0.29804504,0.47723514
0.1582,84273.3178,-2.29604,6.92164,5.93523,-0.83505,-1.08245,-0.20647,20.16,-3.54,-16.32,44.724564,15.816908,55.890381,0.7846603203697298,0.27327219,0.28900513,0.4755066
0.1777,84273.3379,-1.80283,7.60398,5.284,-0.81673,-1.76784,-0.25962,19.74,-2.94,-16.74,43.920845,14.518209,55.719215,0.7912938282321668,0.27320865,0.27696186,0.47170249
0.1984,84273.3579,-1.38145,6.85221,8.93037,-0.90042,-1.81916,-0.281,19.8,-2.4,-16.74,42.95163,12.468384,55.466202,0.8003008393264285,0.27510992,0.25880706,0.46567371
0.2176,84273.3779,-1.18992,4.85784,10.54646,-0.90286,-0.69028,-0.27917,19.62,-1.98,-17.22,41.828491,10.813307,55.223457,0.8084564547948682,0.27411374,0.24270336,0.46081981
0.2377,84273.3979,-2.85389,4.71658,10.65659,-0.64507,-0.15027,-0.09468,19.08,-1.5,-18.42,40.612514,10.424872,54.984486,0.8139480955305257,0.26724324,0.23512115,0.4591161
0.264,84273.4179,-3.47638,5.94001,9.75877,-0.08735,0.02505,0.32193,19.02,-1.26,-19.86,39.78664,10.429133,54.917877,0.8166784086079976,0.26127821,0.23208778,0.45924431
0.284,84273.4379,-2.03507,6.17465,7.60159,0.5058,-0.54245,0.53023,18.6,-0.9,-20.7,39.784595,10.123913,55.231361,0.8160422794874189,0.26185548,0.23062162,0.46078235
0.2976,84273.4579,-1.12767,6.70616,6.12197,0.6805,-1.41049,0.46731,18.72,-0.66,-21.48,40.451565,8.99952,55.59045,0.8148654716477943,0.27055988,0.22584017,0.46020412
0.3176,84273.4779,-0.13647,7.11557,7.20176,0.70677,-1.72753,0.35613,18.66,-1.14,-21.36,41.274433,6.960992,55.878281,0.8152057101458472,0.28417692,0.21502115,0.45656219
0.3376,84273.4979,0.6177,6.78517,7.8865,0.68234,-1.67316,0.15455,18.3,-1.74,-21.3,42.083862,4.786409,56.058968,0.8160811161648791,0.29834577,0.20298161,0.451442
0.3603,84273.5179,-0.44772,5.63834,10.56801,0.3036,-0.27733,0.35247,17.82,-2.16,-21.84,42.633682,3.075825,56.0993,0.8172769528397337,0.30895302,0.19294663,0.44651765
0.3791,84273.5379,0.42377,7.02219,9.77792,0.39401,1.13804,0.5058,16.74,-2.7,-22.14,42.772907,2.758367,56.597317,0.8154615275907056,0.31035832,0.19255492,0.44902429
0.3985,84273.5589,0.69911,7.37175,4.55856,0.64568,0.66157,0.69272,16.32,-2.52,-22.38,43.408417,3.572634,57.248352,0.8096321347827177,0.3105841,0.20250067,0.45500198
0.4185,84273.5789,-1.17555,8.04452,2.20506,0.38973,0.38912,0.1967,16.08,-2.82,-22.38,44.231022,3.736457,57.847271,0.8045020361237872,0.31473309,0.20841798,0.45856461
0.4389,84273.5989,-0.42138,9.10994,2.54982,0.15149,-1.88269,0.48747,16.2,-3.6,-22.02,45.059616,3.420904,58.038361,0.8018111260254033,0.32153675,0.20990017,0.45788094
0.4593,84273.6189,-0.23703,8.22408,5.58328,0.28405,-3.16001,0.30604,15.78,-3.96,-21.9,45.710175,0.477728,58.448803,0.80340005782982,0.33708513,0.19298087,0.45130959
0.4784,84273.6389,-4.45082,4.79798,19.97961,-0.40317,-1.80083,0.95051,14.94,-4.98,-22.08,45.630138,-3.233446,58.51292,0.809208615249138,0.35087094,0.16674083,0.440759
0.5026,84273.6589,1.92973,8.20014,7.54652,-1.66644,2.15147,2.15513,13.98,-4.98,-22.5,44.525639,-4.976999,60.195534,0.8081713941438988,0.34761631,0.15504378,0.44942555
0.5473,84273.6789,5.50427,8.70532,7.83383,-2.49966,2.23454,2.13742,12.72,-5.16,-23.28,42.091133,-4.485235,63.323853,0.8011513128273867,0.32459629,0.15726978,0.47755632
0.5624,84273.6989,6.85939,10.24479,14.87996,-1.3494,0.95784,0.93462,11.7,-5.04,-23.82,39.189381,-4.373401,66.021645,0.7964010184856344,0.30060422,0.15242922,0.50214326
0.5674,84273.7189,3.85945,8.68616,15.08587,0.97311,0.01649,-0.08369,11.88,-4.74,-24.36,38.185623,-4.090243,66.674431,0.7954046126793225,0.29163447,0.15147382,0.50925094
