AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.388,49.461206636646,11.11131516231,-2
64.3059,49.461200018466,11.111290033024,-2
72.9774,49.461176340101,11.111193054533,-2
75.776,49.461168518031,11.111160778085,-2
81.0284,49.461153083282,11.111096418398,-2
88.4748,49.461131579896,11.111006458661,-2
120.5516,49.461131579896,11.111006458661,-2
128.4619,49.461153083282,11.111096418398,-2
133.3336,49.461168518031,11.111160778085,-2
135.9491,49.461176340101,11.111193054533,-2
143.2678,49.461200018466,11.111290033024,-2
145.5955,49.461206636646,11.11131516231,-2
