AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:02,wifi_rssi_20:23:00:00:00:03,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:02,wifi_freq_20:23:00:00:00:03,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:03:25
1.228,-50.0,,-93.0,,-64.0,,-69.0,,,,,-67.0,-63.0,-89.0,-61.0,,,-69.0,-61.0,-60.0,-71.0,-79.0,,,,,,,,,,2437.0,,5200.0,,5200.0,,2452.0,,,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
3.2176,-65.0,,,,,,-72.0,,-87.0,,,-64.0,-67.0,-86.0,-57.0,,,-71.0,-64.0,-64.0,-64.0,-88.0,-88.0,,,,,,,,-84.0,2437.0,,,,,,2452.0,,2412.0,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2437.0
5.243,-52.0,,-90.0,,-58.0,-85.0,-68.0,,-82.0,,,-64.0,-70.0,-91.0,-58.0,,,-76.0,-62.0,-62.0,-64.0,-85.0,-85.0,,,,,,,,-86.0,2437.0,,5200.0,,5200.0,2417.0,2452.0,,2412.0,,,2462.0,2412.0,2462.0,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2437.0
7.2243,-62.0,,,,-59.0,,-66.0,-90.0,,,,-70.0,-67.0,,-66.0,,,-74.0,-62.0,-62.0,-72.0,-80.0,-88.0,,,,,,,,-84.0,2437.0,,,,5200.0,,2452.0,2462.0,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2437.0
9.235,-51.0,,,,-60.0,-89.0,-67.0,-91.0,,,,-75.0,-57.0,-87.0,-60.0,-93.0,,-86.0,-63.0,-63.0,-66.0,-81.0,-86.0,,,,,,,,,2437.0,,,,5200.0,2417.0,2452.0,2462.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,
11.2318,-55.0,,-92.0,,-57.0,-91.0,-63.0,,,,,-62.0,-66.0,,-59.0,-87.0,,-69.0,-60.0,-59.0,-68.0,-82.0,,,,,,,,,,2437.0,,5200.0,,5200.0,2417.0,2452.0,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
13.2233,-51.0,,-91.0,,-54.0,,-62.0,,-86.0,,,-67.0,-65.0,-88.0,-58.0,-87.0,,-66.0,-63.0,-63.0,-68.0,-84.0,,,,,,,,,,2437.0,,5200.0,,5200.0,,2452.0,,2412.0,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
15.2491,-55.0,,,,-57.0,,-63.0,,,,,-62.0,-70.0,,-63.0,-87.0,,-69.0,-60.0,-59.0,-63.0,-84.0,,,,,,,,,,2437.0,,,,5200.0,,2452.0,,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
17.2069,-51.0,,-87.0,,,,-65.0,-90.0,,,,-67.0,-66.0,-87.0,-60.0,-91.0,,-73.0,-63.0,-63.0,-70.0,-84.0,,,,,,,,,-82.0,2437.0,,5200.0,,,,2452.0,2462.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,2437.0
19.2107,-56.0,,,-94.0,-64.0,-86.0,-62.0,,,,-88.0,-69.0,-67.0,,-57.0,,,-73.0,-61.0,-61.0,-70.0,-81.0,-85.0,,,,,,,,-86.0,2437.0,,,2462.0,5200.0,2417.0,2452.0,,,,2457.0,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2437.0
21.2396,-56.0,,-92.0,,-60.0,-89.0,-63.0,,,,,-61.0,-67.0,,-64.0,,,-74.0,-68.0,-68.0,-62.0,,,,,,,,,,,2437.0,,5200.0,,5200.0,2417.0,2452.0,,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,
23.1938,-51.0,,-91.0,,-59.0,-89.0,-65.0,-87.0,,,,-65.0,-70.0,,-65.0,-91.0,,-75.0,-63.0,-63.0,-66.0,-80.0,,,,,,,,,,2437.0,,5200.0,,5200.0,2417.0,2452.0,2462.0,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
25.2051,-49.0,,,,,,-59.0,-84.0,,,,-63.0,-66.0,,-64.0,-89.0,,-70.0,-59.0,-59.0,-64.0,-82.0,-84.0,,,,,,,,-87.0,2437.0,,,,,,2452.0,2462.0,,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,2437.0
27.2262,-51.0,,-93.0,,-63.0,,-62.0,-94.0,,,,-68.0,-65.0,-86.0,-64.0,-88.0,,-73.0,-63.0,-63.0,-70.0,-76.0,,,,,,,,,,2437.0,,5200.0,,5200.0,,2452.0,2462.0,,,,2462.0,2412.0,2462.0,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
29.1927,-53.0,,-94.0,,,-89.0,-63.0,,-86.0,,,-62.0,-65.0,,-65.0,-89.0,,-75.0,-61.0,-61.0,-62.0,-76.0,,,,,,,,,,2437.0,,5200.0,,,2417.0,2452.0,,2412.0,,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
31.2106,-52.0,,,,-57.0,-87.0,-64.0,,-84.0,,,-68.0,-69.0,,-60.0,,,-67.0,-67.0,-66.0,-68.0,,,,,,,,,,,2437.0,,,,5200.0,2417.0,2452.0,,2412.0,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,
33.2285,-58.0,,,,-55.0,-89.0,-61.0,-92.0,,,,-66.0,-66.0,,-61.0,,,-67.0,-62.0,-62.0,-68.0,-80.0,,,,,,,,,,2437.0,,,,5200.0,2417.0,2452.0,2462.0,,,,2462.0,2412.0,,2427.0,,,2437.0,5220.0,5220.0,2462.0,2462.0,,,,,,,,,
35.2241,-55.0,,-87.0,,-59.0,,-61.0,,,,,-73.0,-73.0,,,,,-65.0,-59.0,-59.0,-67.0,,,,,,,,,,,2437.0,,5200.0,,5200.0,,2452.0,,,,,2462.0,2412.0,,,,,2437.0,5220.0,5220.0,2462.0,,,,,,,,,,
