AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.061,14831.0769,0.14788,-0.29446,-0.14635
0.066,14831.097,-0.18138,-0.25415,-0.01685
0.0712,14831.1171,-0.31516,-0.18451,0.02286
0.0756,14831.1371,-0.15695,-0.25598,0.02347
0.0778,14831.1572,0.08984,-0.26148,-0.03456
0.0892,14831.1772,0.26455,-0.1558,-0.07855
0.1143,14831.1973,0.33908,-0.16068,-0.07061
0.1428,14831.2174,0.13383,-0.1393,-0.07855
0.1506,14831.2375,-0.21192,-0.2065,-0.12131
0.1735,14831.2576,-0.42939,-0.39709,-0.06877
0.1922,14831.2777,-0.18321,-0.32378,-0.03945
0.2126,14831.2978,0.21263,-0.19489,-0.02479
0.2339,14831.3179,0.33236,-0.14236,0.03996
0.2561,14831.338,0.08984,-0.1503,0.1041
0.2751,14831.3581,-0.29928,-0.24315,0.15786
0.3003,14831.3782,-0.55523,-0.33783,0.12915
0.3125,14831.3983,-0.5369,-0.49544,0.12548
0.3326,14831.4184,-0.33104,-0.67381,0.17069
0.3542,14831.4385,-0.12396,-0.69214,0.18413
0.3728,14831.4586,-0.05615,-0.71535,0.06012
0.396,14831.4788,-0.1771,-1.1228,0.07906
0.4152,14831.4989,-0.41229,-1.48993,0.08394
0.4375,14831.519,-0.89731,-1.96885,0.30263
0.4523,14831.5391,-1.49291,-2.53451,0.51399
0.482,14831.5593,-1.43976,-2.87842,0.50544
0.5108,14831.5794,-0.54729,-1.7526,0.28186
0.538,14831.5995,-0.13312,-1.53269,0.09127
0.5604,14831.6196,-0.11418,-1.08309,0.33073
0.5659,14831.6397,-0.02072,-0.68175,0.53354
0.5723,14831.6598,0.24684,-0.40992,0.52071
0.5953,14831.6798,0.30487,-0.20467,0.43458
0.6214,14831.6999,0.01226,0.20706,0.42542
0.6373,14831.72,-0.12457,0.39337,0.17924
0.6557,14831.7401,0.03914,0.35366,-0.13169
0.6776,14831.7602,0.44354,0.29197,-0.22577
0.6979,14831.7803,0.73064,0.32984,-0.35344
0.7199,14831.8004,0.3965,0.3836,-0.25875
0.7353,14831.8205,0.00432,0.39032,-0.21355
0.7545,14831.8405,-0.04821,0.22783,-0.25753
0.7759,14831.8606,-0.03538,0.32495,-0.25875
0.799,14831.8806,-0.02683,0.38543,-0.1995
0.8189,14831.9006,0.14482,0.36955,-0.29663
0.8383,14831.9207,0.05869,0.44224,-0.29968
0.8542,14831.9407,-0.10685,0.43186,-0.33633
0.875,14831.9607,-0.16366,0.32801,-0.39803
0.8943,14831.9807,0.00799,0.17346,-0.43468
0.9134,14832.0008,0.07518,0.17957,-0.34366
0.9372,14832.0208,0.05258,0.18995,-0.21966
0.9541,14832.0408,0.06419,0.21378,-0.3626
0.973,14832.0608,-0.15328,0.39032,-0.43651
0.995,14832.0808,-0.4581,0.38848,-0.49271
1.0172,14832.1008,-0.52224,0.01769,-0.37298
1.0367,14832.1208,0.07946,-0.49116,0.05218
1.0552,14832.1408,0.35374,-0.3586,-0.10359
1.0779,14832.1608,0.18453,-0.2798,-0.31373
1.0958,14832.1808,0.11978,-0.72635,-0.2557
1.1223,14832.2008,0.25295,-1.11852,0.26171
1.1359,14832.2208,0.36657,-1.41051,0.62761
1.1547,14832.2408,0.4698,-0.79659,1.09004
1.1722,14832.2608,0.86015,-0.61944,1.87133
1.1958,14832.2808,1.58219,-1.04766,2.98983
1.2262,14832.3008,2.4655,-2.31459,5.11564
1.2697,14832.3208,3.04155,-2.34025,6.87005
1.273,14832.3408,3.80818,-1.58889,7.63851
1.2756,14832.3607,3.46121,-1.41968,7.91707
1.2922,14832.3807,3.06048,-1.83751,7.91707
1.3127,14832.4007,3.62309,-2.0898,7.39356
1.3327,14832.4207,3.90531,-1.77764,6.79002
1.3511,14832.4407,3.79596,-0.88395,5.98185
1.374,14832.4607,3.67623,-0.35922,5.21277
1.3948,14832.4807,3.79902,-0.09776,4.76439
1.4147,14832.5007,3.67257,0.11359,4.32762
1.4379,14832.5207,3.16738,0.25104,3.6911
1.4575,14832.5407,2.40136,0.36344,2.82001
1.4751,14832.5607,1.5999,0.48378,1.63371
1.5102,14832.5807,1.22605,0.83258,0.44863
1.5248,14832.6007,1.38915,1.56806,-0.56968
1.5585,14832.6207,2.06172,2.06714,-1.53118
1.5649,14832.6407,2.56385,2.29744,-2.6399
1.5795,14832.6607,2.19366,2.53873,-3.82865
1.6045,14832.6807,1.89434,2.7116,-5.07298
1.6184,14832.7007,2.05561,3.15265,-6.10046
1.6325,14832.7207,2.0159,3.77512,-7.11266
1.6518,14832.7407,1.71352,3.9089,-7.72597
1.6733,14832.7606,1.09716,3.45564,-7.82249
1.6959,14832.7806,0.39222,2.94801,-7.55737
1.7166,14832.8006,0.3067,3.02315,-6.74248
1.7349,14832.8206,0.50462,2.74826,-6.25684
1.7568,14832.8406,0.4191,1.64381,-6.29716
1.777,14832.8606,-0.26812,0.26203,-6.65451
1.8072,14832.8806,-0.94252,0.22966,-6.58976
1.8167,14832.9006,-1.42449,0.34939,-5.98195
1.8363,14832.9206,-1.38662,-0.10815,-5.47371
1.8551,14832.9406,-1.21252,-1.2578,-5.43278
1.872,14832.9606,-1.65662,-1.99267,-5.29595
1.8933,14832.9806,-1.83072,-2.22907,-4.96852
1.9211,14833.0006,-1.2675,-2.69822,-4.78343
1.933,14833.0206,-0.98467,-3.12521,-4.62338
1.9528,14833.0406,-0.34509,-2.67684,-3.82498
1.9742,14833.0606,0.28593,-3.69759,-4.16279
1.9921,14833.0806,0.85953,-4.25287,-4.3711
2.0124,14833.1006,1.7795,-4.48561,-3.94349
2.0346,14833.1206,2.56507,-5.19177,-3.90501
2.0864,14833.1406,3.16738,-5.94313,-4.28558
2.0929,14833.1606,3.79352,-6.43977,-4.66981
2.0981,14833.1805,4.13744,-6.85455,-5.02533
2.1193,14833.2005,4.18508,-7.34874,-5.33687
2.1327,14833.2205,4.19791,-7.61935,-5.65941
2.154,14833.2405,4.02626,-6.42877,-5.89765
2.1725,14833.2605,3.98106,-5.06166,-5.57817
2.1963,14833.2805,4.38789,-4.91627,-5.20065
2.2166,14833.3005,4.43187,-4.45934,-4.73456
2.2332,14833.3205,4.16248,-4.06228,-4.01374
2.259,14833.3405,4.20097,-3.4954,-3.52199
2.2745,14833.3605,3.92791,-3.03908,-2.87631
2.2927,14833.3805,4.27183,-3.13193,-2.17565
2.3126,14833.4005,4.48441,-1.91203,-1.73338
2.3518,14833.4205,4.29687,-1.06293,-1.15367
2.3707,14833.4405,5.03052,-1.10875,-0.54647
2.376,14833.4605,5.10505,0.45629,-0.08527
2.3984,14833.4805,5.05251,0.88451,-0.36565
2.4154,14833.5005,4.53694,0.11115,-0.27769
2.4331,14833.5205,5.13803,1.21804,0.49811
2.4545,14833.5405,5.79594,3.9651,1.25803
2.4792,14833.5605,7.06104,5.21432,1.49015
2.5086,14833.5804,6.5021,3.09217,1.9819
2.5255,14833.6004,5.13131,2.33226,2.19265
2.5546,14833.6204,5.0122,3.63096,1.99717
2.5587,14833.6404,5.32557,5.63337,1.72839
2.5905,14833.6604,5.44958,7.36456,1.47611
2.5949,14833.6804,5.64322,7.7262,1.19999
2.6124,14833.7004,6.36771,7.03959,0.98436
2.6369,14833.7204,6.02379,6.23263,0.18107
2.6527,14833.7404,4.80206,6.32732,-0.42307
2.6724,14833.7604,4.23823,6.23446,-0.86045
2.6932,14833.7804,4.04825,5.86795,-1.19582
2.7109,14833.8004,3.71044,5.37009,-1.66802
2.7307,14833.8204,3.43189,5.19172,-2.14388
2.7538,14833.8404,3.69823,4.88323,-2.87264
2.7745,14833.8604,3.65608,4.57841,-3.66127
2.7949,14833.8804,3.25779,4.33773,-4.03879
2.8203,14833.9004,3.03971,3.8356,-4.19089
2.8346,14833.9204,2.86684,3.24061,-4.4218
2.8608,14833.9404,2.54674,2.81484,-4.59773
2.8726,14833.9604,2.24803,2.59493,-4.69608
2.8921,14833.9804,2.10142,2.65785,-5.17561
2.9127,14834.0004,1.67199,2.89303,-5.74493
2.9356,14834.0203,0.94506,3.5998,-6.12611
2.9531,14834.0403,0.32075,3.65661,-6.14933
2.976,14834.0603,0.14971,3.25283,-6.16215
3.0032,14834.0803,0.0422,2.61631,-6.25012
3.0127,14834.1003,-0.53874,1.68902,-6.22568
3.0358,14834.1203,-1.27483,1.02623,-6.30876
3.0591,14834.1403,-1.89486,0.72751,-6.07419
3.077,14834.1603,-2.28642,0.33534,-5.28068
3.1007,14834.1803,-1.79773,-1.14112,-4.36132
3.1185,14834.2003,-1.47641,-1.97007,-4.2923
3.1331,14834.2203,-1.95472,-1.72389,-4.40164
3.1529,14834.2403,-2.53932,-0.94442,-4.47006
3.1731,14834.2603,-2.38844,-1.44167,-4.50182
3.1957,14834.2803,-1.48863,-2.82955,-4.53481
3.2142,14834.3003,-1.00422,-3.33535,-4.47739
3.2465,14834.3203,-1.01277,-2.85277,-4.15729
3.2536,14834.3403,-1.0598,-2.37446,-3.99114
3.2716,14834.3603,-0.77758,-2.39828,-4.02962
3.2941,14834.3803,-0.1991,-2.88209,-3.93066
