AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.2495,49.461206636646,11.11131516231,-2
64.1834,49.461200018466,11.111290033024,-2
72.4854,49.461176340101,11.111193054533,-2
75.1405,49.461168518031,11.111160778085,-2
80.4657,49.461153083282,11.111096418398,-2
88.1673,49.461131579896,11.111006458661,-2
120.9154,49.461131579896,11.111006458661,-2
128.876,49.461153083282,11.111096418398,-2
133.9803,49.461168518031,11.111160778085,-2
136.8683,49.461176340101,11.111193054533,-2
143.8081,49.461200018466,11.111290033024,-2
145.9885,49.461206636646,11.11131516231,-2
