AppTimestamp(s),MAC,RSSI
0.401,BE:AC:20:23:00:02,-83
0.4812,BE:AC:20:23:00:04,-93
0.5986,BE:AC:20:23:00:02,-88
0.6831,BE:AC:20:23:00:04,-87
0.8033,BE:AC:20:23:00:02,-87
0.888,BE:AC:20:23:00:04,-93
1.0042,BE:AC:20:23:00:02,-83
2.4334,BE:AC:20:23:00:02,-97
2.6536,BE:AC:20:23:00:02,-80
2.7156,BE:AC:20:23:00:04,-91
2.8446,BE:AC:20:23:00:02,-84
2.9518,BE:AC:20:23:00:04,-91
4.5128,BE:AC:20:23:00:02,-87
4.5561,BE:AC:20:23:00:04,-86
4.6902,BE:AC:20:23:00:02,-85
4.8973,BE:AC:20:23:00:02,-83
4.9736,BE:AC:20:23:00:04,-95
6.4306,BE:AC:20:23:00:04,-96
6.5299,BE:AC:20:23:00:02,-87
6.6097,BE:AC:20:23:00:04,-98
6.7334,BE:AC:20:23:00:02,-90
6.8153,BE:AC:20:23:00:04,-88
6.9322,BE:AC:20:23:00:02,-96
8.3643,BE:AC:20:23:00:02,-92
8.482,BE:AC:20:23:00:04,-86
8.5695,BE:AC:20:23:00:02,-87
8.7676,BE:AC:20:23:00:02,-85
8.8777,BE:AC:20:23:00:04,-95
8.9701,BE:AC:20:23:00:02,-83
10.4307,BE:AC:20:23:00:02,-92
10.6303,BE:AC:20:23:00:02,-88
10.7139,BE:AC:20:23:00:04,-89
11.8709,BE:AC:20:23:00:02,-89
12.3495,BE:AC:20:23:00:04,-89
12.4972,BE:AC:20:23:00:02,-97
12.5637,BE:AC:20:23:00:04,-93
12.7565,BE:AC:20:23:00:04,-91
12.9033,BE:AC:20:23:00:02,-99
12.9528,BE:AC:20:23:00:04,-93
14.4117,BE:AC:20:23:00:04,-92
14.5157,BE:AC:20:23:00:02,-82
14.5901,BE:AC:20:23:00:04,-85
14.7311,BE:AC:20:23:00:02,-92
14.9352,BE:AC:20:23:00:02,-86
16.3991,BE:AC:20:23:00:02,-86
16.4365,BE:AC:20:23:00:04,-91
16.5715,BE:AC:20:23:00:02,-89
16.6428,BE:AC:20:23:00:04,-90
16.78,BE:AC:20:23:00:02,-88
16.8467,BE:AC:20:23:00:04,-88
16.9777,BE:AC:20:23:00:02,-88
18.4681,BE:AC:20:23:00:04,-90
18.6193,BE:AC:20:23:00:02,-90
18.8401,BE:AC:20:23:00:02,-91
20.4629,BE:AC:20:23:00:02,-89
20.5283,BE:AC:20:23:00:04,-93
20.7394,BE:AC:20:23:00:04,-93
20.8749,BE:AC:20:23:00:02,-84
20.9458,BE:AC:20:23:00:04,-89
22.5389,BE:AC:20:23:00:02,-91
22.5792,BE:AC:20:23:00:04,-99
22.7936,BE:AC:20:23:00:04,-92
22.9522,BE:AC:20:23:00:02,-79
23.0448,BE:AC:20:23:00:04,-91
24.4002,BE:AC:20:23:00:02,-91
24.437,BE:AC:20:23:00:04,-97
24.6258,BE:AC:20:23:00:02,-94
24.7891,BE:AC:20:23:00:02,-85
24.8383,BE:AC:20:23:00:04,-90
24.9958,BE:AC:20:23:00:02,-81
26.4311,BE:AC:20:23:00:02,-90
26.4695,BE:AC:20:23:00:04,-99
26.6183,BE:AC:20:23:00:02,-83
26.8518,BE:AC:20:23:00:02,-92
26.882,BE:AC:20:23:00:04,-91
28.4817,BE:AC:20:23:00:02,-82
28.6722,BE:AC:20:23:00:02,-89
28.7438,BE:AC:20:23:00:04,-93
28.8659,BE:AC:20:23:00:02,-86
30.5651,BE:AC:20:23:00:04,-90
30.7976,BE:AC:20:23:00:04,-95
30.9386,BE:AC:20:23:00:02,-84
30.9781,BE:AC:20:23:00:04,-89
32.339,BE:AC:20:23:00:02,-84
32.4163,BE:AC:20:23:00:04,-90
32.6202,BE:AC:20:23:00:04,-101
