AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0605,19029.7283,-2.37751,8.93304,2.22668,0.36588,-0.65271,0.01539,26.0,-24.3,-5.6,61.433403,26.733521,79.897606,0.5653853656662674,0.25335801,0.47146299,0.62759203
0.0658,19029.7483,-1.90824,9.96018,0.76856,-0.14785,-0.894,0.01783,26.1,-24.3,-5.6,61.749767,26.188927,79.662918,0.5674992359144986,0.259276,0.46947899,0.62474799
0.0729,19029.7683,-2.56906,10.48932,2.03034,-0.75566,-1.59711,-0.08051,26.0,-24.3,-5.7,61.626118,24.970047,79.790154,0.572312412160788,0.26462099,0.46322301,0.62278301
0.0735,19029.7883,-2.99524,9.40711,3.35917,-1.17777,-2.2208,-0.22162,26.0,-24.3,-6.0,61.046276,22.889164,80.06797,0.5816222024448685,0.27119201,0.45107001,0.62024701
0.0792,19029.8083,-2.00161,7.98012,5.20755,-1.61943,-1.67408,-0.00538,25.9,-24.2,-6.3,59.945843,20.407326,80.388565,0.5941198767734164,0.276544,0.43454701,0.61782998
0.093,19029.8283,-0.249,7.75745,7.72154,-1.80085,-0.70586,0.1229,25.8,-24.2,-6.8,58.35186,18.089556,81.582634,0.6027510459827004,0.27481499,0.41844299,0.62134802
0.1292,19029.8483,-0.07662,8.53798,8.96895,-1.33232,-0.76939,-0.08174,25.7,-24.0,-7.8,56.52681,16.294935,83.014809,0.6084574017264803,0.26830599,0.40412501,0.62807202
0.1306,19029.8683,-1.76937,8.73671,7.71675,-0.45451,-1.04,-0.40672,25.6,-23.8,-9.2,55.234547,15.051075,83.560318,0.6146011591347018,0.26538599,0.392737,0.63055003
0.176,19029.8883,-4.80052,7.4845,5.21712,-0.05256,-1.31367,-0.3157,24.9,-23.4,-12.7,54.753681,14.342711,83.020508,0.6217202555377772,0.26818201,0.385391,0.62690997
0.1829,19029.9083,-6.93621,9.91709,5.95696,-0.18389,-0.59468,0.44727,24.1,-23.0,-13.2,54.471615,13.377772,82.70697,0.6276602754668316,0.272773,0.37805599,0.62346703
0.197,19029.9283,-3.93619,9.12698,7.66168,0.09771,-0.85246,1.28294,23.6,-23.6,-15.5,54.404072,12.38289,83.53437,0.6266554969132239,0.27507001,0.374266,0.62575102
0.2203,19029.9483,-2.3847,9.81174,7.07269,0.45813,-0.99846,1.17237,23.6,-23.5,-13.9,54.771461,10.158897,85.270592,0.6230818010696504,0.28382,0.36816999,0.62901998
0.2303,19029.9683,-2.11414,9.93863,7.04635,0.52532,-0.52137,0.66902,22.5,-23.8,-15.2,55.385433,8.387953,86.556587,0.6196119582675432,0.29303899,0.36488399,0.63013399
0.2557,19029.9883,-3.19875,9.83329,7.34563,0.46912,-0.28741,0.19071,22.7,-23.9,-15.3,55.911251,7.839487,86.8964,0.6177417055894965,0.298017,0.36546901,0.629296
0.2728,19030.0083,-4.1397,9.22754,8.05434,0.41598,-0.18967,-0.1245,22.8,-23.9,-14.1,56.280651,8.183022,86.366768,0.6183085593728741,0.29996699,0.367809,0.62644303
0.2927,19030.0283,-5.08065,7.74548,10.04398,0.45568,1.44989,-0.07929,22.4,-23.7,-14.6,56.442909,9.326675,85.178024,0.6205426206603698,0.29851601,0.37169799,0.62261999
0.3126,19030.0483,-5.33923,7.41507,9.75906,1.04272,1.38819,0.20048,22.9,-23.9,-14.3,56.644493,11.991157,84.244514,0.6161173923603025,0.28829601,0.38466701,0.62395197
0.3309,19030.0683,-4.4749,6.44539,8.05913,1.75682,1.25441,0.42528,23.1,-23.7,-14.8,57.475407,14.365509,83.50869,0.6089527961534618,0.28285599,0.39945999,0.62418002
0.3518,19030.0882,-4.42462,5.83006,5.79415,1.97307,0.81031,0.56517,22.8,-23.8,-14.8,58.905689,16.485035,82.593742,0.6009214198262859,0.28321701,0.41494501,0.62169302
0.3738,19030.1082,-3.24185,5.21234,4.46053,1.69818,0.62644,0.81379,22.6,-23.9,-14.7,60.418495,18.077162,81.729431,0.5937176455071379,0.28696501,0.427791,0.61817902
0.3947,19030.1282,-1.51079,4.56349,4.52518,1.22904,0.86651,1.10334,22.2,-24.4,-13.9,61.627281,18.921356,81.564705,0.5864658343371069,0.290387,0.43693501,0.61710697
