AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0619,19029.7283,26,-24.3,-5.6
0.0669,19029.7483,26.1,-24.3,-5.6
0.0716,19029.7683,26,-24.3,-5.7
0.0742,19029.7883,26,-24.3,-6
0.0773,19029.8083,25.9,-24.2,-6.3
0.0936,19029.8283,25.8,-24.2,-6.8
0.1279,19029.8483,25.7,-24,-7.8
0.1312,19029.8683,25.6,-23.8,-9.2
0.177,19029.8883,24.9,-23.4,-12.7
0.181,19029.9083,24.1,-23,-13.2
0.1977,19029.9283,23.6,-23.6,-15.5
0.2208,19029.9483,23.6,-23.5,-13.9
0.2293,19029.9683,22.5,-23.8,-15.2
0.2526,19029.9883,22.7,-23.9,-15.3
0.2719,19030.0083,22.8,-23.9,-14.1
0.2912,19030.0283,22.4,-23.7,-14.6
0.3111,19030.0483,22.9,-23.9,-14.3
0.3293,19030.0683,23.1,-23.7,-14.8
0.3499,19030.0882,22.8,-23.8,-14.8
0.3725,19030.1082,22.6,-23.9,-14.7
0.3905,19030.1282,22.2,-24.4,-13.9
0.4101,19030.1482,21.4,-25.3,-12.7
0.4308,19030.1682,20.9,-26.1,-9.4
0.4495,19030.1882,20.2,-26.4,-9.5
0.4723,19030.2082,20,-27,-7.9
0.493,19030.2282,19.4,-27.7,-6.5
0.5168,19030.2482,18.8,-28,-6.2
0.5364,19030.2682,17.5,-28.9,-4.5
0.557,19030.2882,16.5,-29.7,-3.4
0.5753,19030.3082,15.9,-30.3,-3
0.5895,19030.3282,15.3,-30.5,-1.4
0.6108,19030.3482,15,-30.9,-1.9
0.6315,19030.3682,15.7,-30.8,-2.4
0.6523,19030.3882,16.3,-30.8,-1.5
0.6722,19030.4082,16.1,-30.6,-2.5
0.6897,19030.4282,16.2,-30.8,-3.1
0.71,19030.4482,16.4,-30.3,-2.5
0.7397,19030.4682,16.2,-30.5,-2.2
0.7514,19030.4882,16,-30.8,-2.1
0.7727,19030.5082,15.8,-31,-2.1
0.7954,19030.5281,15.7,-31.2,-2.4
0.8095,19030.5481,15.6,-31.4,-2.6
0.838,19030.5681,15.6,-31.5,-3
0.8623,19030.5881,15.6,-31.5,-3.5
0.8712,19030.6081,15.9,-31.5,-3.8
0.891,19030.6281,16.2,-31.4,-4.3
0.9118,19030.6481,16.6,-31.2,-4.6
0.9296,19030.6681,16.9,-31.1,-5
0.9496,19030.6881,17.3,-30.9,-5.4
0.9712,19030.7081,17.8,-30.7,-5.6
0.9895,19030.7281,18.4,-30.2,-6.1
1.0243,19030.7481,19.3,-29.5,-6.5
1.0473,19030.7681,20.3,-28.6,-7.9
1.052,19030.7881,21.2,-27.7,-8.6
1.0832,19030.8081,21.9,-26.8,-9.4
1.1014,19030.8281,23.3,-25.6,-10.3
1.14,19030.8481,24.3,-24.4,-10.8
1.141,19030.8681,24.1,-23.5,-11.7
1.1542,19030.8881,25.2,-22.1,-12
1.1695,19030.908,25.3,-21.2,-12.3
1.1887,19030.928,26.3,-20.8,-14.2
1.2102,19030.948,27,-19.7,-13.3
1.2296,19030.968,26.8,-19.1,-14
1.2501,19030.988,27.2,-18.3,-14.8
1.2721,19031.008,28,-17.5,-14.9
1.2936,19031.028,27.3,-17.9,-14.7
1.3168,19031.048,27,-18.1,-15.3
1.3301,19031.068,26.9,-18.4,-14.9
1.3499,19031.088,27.1,-18.8,-13.6
1.3732,19031.108,27.4,-18.5,-13.7
1.401,19031.128,27.5,-18.2,-14
1.4175,19031.148,27.6,-18,-14
1.4302,19031.168,27.7,-18,-13.7
1.452,19031.188,27.4,-18.6,-12
1.4732,19031.208,27,-19.4,-9.8
1.4899,19031.228,26.3,-20.7,-7.5
1.5138,19031.248,25.4,-22,-8.4
1.5371,19031.268,24,-23,-5
1.5595,19031.288,23,-24.4,-4.3
1.5725,19031.308,21.8,-25.6,-3.8
1.5904,19031.3279,20.7,-26,-1.3
1.6109,19031.348,20,-26.4,1.3
1.6357,19031.368,18.8,-27.5,1.3
1.6539,19031.388,17.9,-28.1,0.8
1.6713,19031.4081,15.7,-29.4,1.7
1.693,19031.4281,14.5,-30.2,1.1
1.7118,19031.4481,13.6,-30.6,0.7
1.7328,19031.4681,13.2,-30.8,0.6
1.7559,19031.4882,11.9,-30.9,1.1
1.7724,19031.5082,12.3,-31.3,0.7
1.7961,19031.5282,12.2,-32.2,-0.8
1.8188,19031.5483,11.6,-31.7,-1.1
1.837,19031.5683,12.2,-31.7,0
1.8509,19031.5883,12,-31.8,-0.7
1.8723,19031.6083,11.7,-31.9,-0.2
1.8931,19031.6284,12.3,-31.5,0
1.9132,19031.6484,12,-31.6,0.3
1.9349,19031.6684,11.7,-31.9,0.1
1.9537,19031.6885,11.5,-32.1,-0.2
1.9746,19031.7085,11.4,-32.4,-0.6
1.9977,19031.7285,11.4,-32.5,-1.2
2.0159,19031.7485,11.4,-32.6,-1.7
2.0343,19031.7686,11.5,-32.8,-2.2
2.0595,19031.7886,11.5,-32.9,-2.8
2.1191,19031.8086,11.6,-33,-3.3
2.1348,19031.8287,11.7,-33.1,-3.6
2.1383,19031.8487,12,-33.2,-4
2.1465,19031.8687,12.3,-33.2,-4.4
2.1611,19031.8887,12.7,-33.2,-4.7
2.1864,19031.9088,13.1,-33.1,-4.9
2.1911,19031.9288,13.6,-32.9,-5.1
2.2089,19031.9488,14.1,-32.8,-5.4
2.2313,19031.9688,14.5,-32.6,-5.6
