AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,yaw_deg_ori,yaw_deg_ori_cal,yaw_deg,yaw_error,Quat_w,Quat_x,Quat_y,Quat_z,q_w,q_x,q_y,q_z,quat_angle_error_deg
0.0605,19029.7283,-1.757038592208521,-0.8337086311660867,-0.4902335487541727,0.23213908405467593,0.2947203046398599,-0.6412546608851566,0.6370257673562971,20.91547868839811,-29.32349928656364,79.897606,116.26396682572718,0.0,79.897606,0.5653853656662674,0.25335801,0.47146299,0.62759203,1.0,0.0,0.0,0.0,111.14188786338704
0.0658,19029.7483,-1.4895965281957277,-0.5826331690483375,-0.1748042688066782,0.49116538374698226,-0.2921604439953608,-0.8597231247513247,0.7418340843394127,21.085263603757518,-29.231623803405615,79.662918,115.43409059413426,0.0,79.66291799999999,0.5674992359144986,0.259276,0.46947899,0.62474799,1.0,0.0,0.0,0.0,110.84795334583184
0.0729,19029.7683,-1.0359091778533056,-0.3092665860659921,0.08865781545678786,0.6929331176106811,-0.8155956521674937,-1.0240964033682183,1.1084898277147364,21.329843019494895,-29.06354139330203,79.790154,113.65523759043941,0.0,79.79015400000003,0.572312412160788,0.26462099,0.46322301,0.62278301,1.0,0.0,0.0,0.0,110.17672957463473
0.0735,19029.7883,-0.33067256300770387,-0.02339347207227571,0.30712485023598113,0.7946166849814374,-1.210975036067535,-1.0891653003961448,1.8109696745486694,21.64589895734699,-28.79708077709521,80.06797,110.29476109477861,0.0,80.06797,0.5816222024448685,0.27119201,0.45107001,0.62024701,1.0,0.0,0.0,0.0,108.87055842759979
0.0792,19029.8083,0.467437002738297,0.18415626170272947,0.5433905871124445,0.7908859026137676,-1.421223024156606,-1.0491525515574773,2.668370451679296,21.89964495711817,-28.522793629140647,80.388565,105.94623909046436,0.0,80.38856499999997,0.5941198767734164,0.276544,0.43454701,0.61782998,1.0,0.0,0.0,0.0,107.1001689760953
0.093,19029.8283,1.0728597611851836,0.1751237064709582,0.8457357704310198,0.7501097759894095,-1.4048413644319397,-0.9493280224025898,3.071851384059718,22.0198776989254,-28.365469793079782,81.582634,103.2621657373782,0.0,81.58263399999998,0.6027510459827004,0.27481499,0.41844299,0.62134802,1.0,0.0,0.0,0.0,105.86563614315516
0.1292,19029.8483,1.2884212647185205,-0.16765772900873133,1.17881107631732,0.721829604616399,-1.1905746294146633,-0.8441216301059848,3.004783324487196,21.92834839322224,-28.43018441439125,83.014809,101.92172150231491,0.0,83.01480900000001,0.6084574017264803,0.26830599,0.40412501,0.62807202,1.0,0.0,0.0,0.0,105.04390709484386
0.1306,19029.8683,1.1984757541246784,-0.8426175475855396,1.471561125403344,0.7278748867464614,-0.8597002198945717,-0.7481994584394974,2.616779411286986,21.59232613163162,-28.744389467430562,83.560318,100.36841903026,0.0,83.560318,0.6146011591347018,0.26538599,0.392737,0.63055003,1.0,0.0,0.0,0.0,104.15410896647275
0.176,19029.8883,0.9666617728734019,-1.578210958105407,1.7360183745757265,0.7912056320536405,-0.5029363009146413,-0.6353435536600481,2.0175863736077915,21.050996971440153,-29.252797962756116,83.020508,98.25297697444975,0.0,83.020508,0.6217202555377772,0.26818201,0.385391,0.62690997,1.0,0.0,0.0,0.0,103.11626848570361
0.1829,19029.9083,0.6705053181890301,-2.1032549892708507,2.0186302017820665,0.8960249714024418,-0.17827017173780954,-0.49207826426720397,1.4833280025273314,20.606038181196446,-29.684223200377392,82.70697,96.264578860515,0.0,82.70697000000001,0.6276602754668316,0.272773,0.37805599,0.62346703,1.0,0.0,0.0,0.0,102.24457583580909
