AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
55.0002,19084.7359,-0.03727123805624045,-0.20281213448399113,0.01782104993903566,0.05862,-0.01497,0.01112,18.0,-27.5,-12.9
55.0197,19084.7559,0.0022723118525001776,-0.04730629897446483,-0.07414278506058913,0.08794,0.01313,0.01967,18.0,-27.5,-12.9
55.0633,19084.7759,0.03103802404157181,0.07327152893483728,-0.15122583842511794,0.04885,0.0113,-0.00049,18.0,-27.5,-12.9
55.0647,19084.7959,0.036799637198877855,0.1696512791228037,-0.20346423920019063,0.00731,0.00825,-0.01332,18.0,-27.6,-12.9
55.0819,19084.8159,0.024615026449121575,0.21531230816707023,-0.22695834216869315,-0.00308,0.01802,-0.01943,18.0,-27.5,-12.7
55.0978,19084.8359,-0.002945561558260716,0.2149389068352028,-0.22367374080188718,0.00242,0.0339,-0.02859,18.0,-27.5,-12.7
55.1179,19084.8559,-0.03389496919017974,0.18020990466372339,-0.19968522566007252,0.01036,0.01863,-0.03714,18.0,-27.5,-12.6
55.1404,19084.8759,-0.058304185181118545,0.12988920772399137,-0.16303138733468536,0.03296,-0.0223,-0.03226,18.0,-27.5,-12.6
55.1576,19084.8959,-0.06801628416357448,0.0829035706991363,-0.12203780664154529,-0.00919,-0.02902,-0.01576,18.0,-27.5,-12.6
55.1785,19084.916,-0.05972962800076086,0.04975892583934696,-0.08449049748609205,-0.02079,0.00397,0.01722,18.0,-27.6,-12.5
55.2002,19084.936,-0.039171390209088185,0.0327820688988459,-0.05723890796919484,0.00242,0.00519,0.01478,18.0,-27.6,-12.5
55.2215,19084.956,-0.017416239415458844,0.0296126041054637,-0.04541792734677408,0.02075,-0.02963,0.0044,18.0,-27.5,-12.4
55.2395,19084.976,-0.0040166538447411445,0.03793680153536675,-0.051529403210642144,0.02258,-0.05589,-0.00965,17.9,-27.5,-12.4
55.2634,19084.9961,-0.00517063440965189,0.05292191547665468,-0.07487436336541364,0.00181,-0.03696,0.00256,17.9,-27.5,-12.4
55.2779,19085.0161,-0.019968429381305074,0.07055643202923798,-0.11154854231549649,-0.00369,0.03024,-0.00782,17.9,-27.5,-12.5
55.302,19085.0361,-0.04125260272797,0.08662246557953573,-0.15497643933898075,-0.02263,0.03818,-0.03836,17.8,-27.5,-12.4
55.3174,19085.0562,-0.07110306947570366,0.09232676329797977,-0.19698380320050646,-0.02812,0.00702,-0.04631,17.9,-27.4,-12.3
55.3375,19085.0762,-0.09784733028834769,0.088557821874581,-0.22924258961769262,-0.00613,-0.02169,-0.02493,17.8,-27.4,-12.3
55.3599,19085.0962,-0.11468844892984165,0.07726415708316027,-0.2447340877348818,0.00975,-0.01802,0.0105,17.9,-27.4,-12.2
55.3793,19085.1162,-0.11303878770203493,0.06381855109088747,-0.2391358326606543,0.00914,-0.01497,0.01845,17.9,-27.4,-12.3
55.4002,19085.1363,-0.09137586606704545,0.05147096297360424,-0.212020970058175,-0.04828,0.00275,0.00562,17.9,-27.3,-12.2
55.4277,19085.1563,-0.055045749583053735,0.04238512661535205,-0.1672586111212624,-0.07333,0.00458,0.00073,17.9,-27.3,-12.3
