AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0605,19029.7283,-2.37751,8.93304,2.22668
0.0658,19029.7483,-1.90824,9.96018,0.76856
0.0729,19029.7683,-2.56906,10.48932,2.03034
0.0735,19029.7883,-2.99524,9.40711,3.35917
0.0792,19029.8083,-2.00161,7.98012,5.20755
0.093,19029.8283,-0.249,7.75745,7.72154
0.1292,19029.8483,-0.07662,8.53798,8.96895
0.1306,19029.8683,-1.76937,8.73671,7.71675
0.176,19029.8883,-4.80052,7.4845,5.21712
0.1829,19029.9083,-6.93621,9.91709,5.95696
0.197,19029.9283,-3.93619,9.12698,7.66168
0.2203,19029.9483,-2.3847,9.81174,7.07269
0.2303,19029.9683,-2.11414,9.93863,7.04635
0.2557,19029.9883,-3.19875,9.83329,7.34563
0.2728,19030.0083,-4.1397,9.22754,8.05434
0.2927,19030.0283,-5.08065,7.74548,10.04398
0.3126,19030.0483,-5.33923,7.41507,9.75906
0.3309,19030.0683,-4.4749,6.44539,8.05913
0.3518,19030.0882,-4.42462,5.83006,5.79415
0.3738,19030.1082,-3.24185,5.21234,4.46053
0.3947,19030.1282,-1.51079,4.56349,4.52518
0.4119,19030.1482,-0.00958,3.86436,4.18519
0.4299,19030.1682,0.39745,2.842,3.48846
0.4512,19030.1882,0.05986,2.15964,2.41822
0.4742,19030.2082,0,2.05189,3.01918
0.4956,19030.2282,1.40065,2.65046,5.12375
0.5288,19030.2482,4.98727,3.28734,6.18202
0.5396,19030.2682,7.84125,4.20195,5.78936
0.5588,19030.2882,7.58267,5.05431,5.3512
0.5744,19030.3082,7.11578,5.69598,5.65528
0.5886,19030.3282,8.9091,6.64411,4.87953
0.6118,19030.3482,9.91469,7.71196,3.7207
0.6306,19030.3682,9.39992,8.29137,4.19956
0.6532,19030.3882,7.55633,8.63854,5.4374
0.6743,19030.4082,7.18282,9.18683,5.76781
0.6913,19030.4282,6.57228,9.9937,6.17483
0.7121,19030.4482,4.75503,11.84687,7.38155
0.7386,19030.4682,2.62413,13.98496,10.41031
0.7504,19030.4882,3.62254,14.62423,11.708
0.7781,19030.5082,4.92502,14.301,11.76547
0.7909,19030.5281,3.81887,13.2164,12.16531
0.8113,19030.5481,2.89468,11.63378,11.98335
0.8409,19030.5681,1.36713,10.04877,9.82131
0.8603,19030.5881,0.40942,8.54756,6.72791
0.8762,19030.6081,-0.28252,7.91068,5.17642
0.8925,19030.6281,-1.37431,6.98889,5.1022
0.9126,19030.6481,-2.14527,5.32487,2.78215
0.9305,19030.6681,-3.03355,4.78855,0.85236
0.9506,19030.6881,-2.43737,4.86038,0.46449
0.9724,19030.7081,-1.30488,4.64729,2.35118
0.9885,19030.7281,-1.39826,3.66324,3.96731
1.0343,19030.7481,-3.7638,3.06467,4.14928
1.0433,19030.7681,-5.58345,3.31128,3.75901
1.051,19030.7881,-4.90587,3.4693,2.593
1.08,19030.8081,-4.81249,3.93379,1.77895
1.1008,19030.8281,-5.84682,4.76461,1.68318
1.1397,19030.8481,-7.26423,4.8939,3.40945
1.1408,19030.8681,-8.46137,4.86277,5.19558
1.1552,19030.8881,-7.95139,4.35758,5.36318
1.17,19030.908,-9.75667,4.6856,5.03995
1.1896,19030.928,-10.39355,4.76461,3.98886
1.2106,19030.948,-9.13176,6.26103,4.01041
1.2312,19030.968,-9.11261,7.84364,6.89072
1.2522,19030.988,-10.40073,8.05195,8.93304
1.2745,19031.008,-9.87878,10.49171,12.62022
1.3012,19031.028,-6.12456,12.56037,13.69046
1.3159,19031.048,-2.48765,14.73437,13.71919
1.3292,19031.068,-2.2171,14.58353,11.65294
1.3513,19031.088,-2.37273,14.28185,9.94821
1.3839,19031.108,-2.0902,13.79102,8.56432
1.4052,19031.128,-2.53075,12.20122,7.24508
1.4163,19031.148,-2.73187,10.37918,6.36638
1.4328,19031.168,-3.28255,8.69601,4.8508
1.4538,19031.188,-4.65208,6.88593,4.18519
1.476,19031.208,-4.95615,5.2674,4.47251
1.4886,19031.228,-3.79971,4.07745,5.54514
1.5159,19031.248,-1.10855,4.11097,6.8596
1.5359,19031.268,0.01437,3.56508,6.4837
1.5544,19031.288,-0.05507,3.25861,4.13491
1.574,19031.308,0.05028,3.16044,1.53473
1.5924,19031.3279,-0.43815,2.85637,0.78772
1.6099,19031.348,-0.84518,2.5092,1.42459
1.6408,19031.368,-0.26576,2.76299,1.71191
1.6522,19031.388,0.97447,3.13889,2.7175
1.6736,19031.4081,3.20354,4.11097,3.47409
1.6919,19031.4281,4.98488,5.12854,4.90826
1.7136,19031.4481,5.52599,6.30891,6.17005
1.7395,19031.4681,6.08385,7.30014,5.91146
1.7546,19031.4882,6.25863,7.60901,5.47571
1.778,19031.5082,6.06949,8.05674,5.37515
1.7948,19031.5282,6.28976,8.47573,5.50444
1.8121,19031.5483,6.87396,9.02163,5.62415
1.8361,19031.5683,7.04635,9.44781,5.14051
1.8502,19031.5883,6.16047,9.78301,5.88992
1.8732,19031.6083,5.75584,9.80455,7.28578
1.8916,19031.6284,5.60021,10.1613,7.91308
1.9158,19031.6484,5.30571,10.84606,8.00167
1.9334,19031.6684,4.91305,10.93944,8.84924
1.9522,19031.6885,4.01999,11.03761,10.10863
1.9775,19031.7085,3.31128,10.78621,11.26027
2.0015,19031.7285,2.56666,10.17806,10.58509
2.0186,19031.7485,2.01359,9.44541,9.21556
2.0371,19031.7686,2.09738,9.05754,7.70238
2.0578,19031.7886,3.08622,8.84445,5.94738
2.1267,19031.8086,3.71113,8.55953,5.03755
2.1362,19031.8287,3.33283,7.92744,4.72869
2.1375,19031.8487,2.01837,6.66806,4.75982
2.1458,19031.8687,0.00479,5.64809,4.97051
2.1606,19031.8887,-1.4629,4.90826,4.77418
2.1871,19031.9088,-1.51079,4.44377,3.93619
2.1918,19031.9288,-1.39826,4.40068,2.74623
2.2084,19031.9488,-1.37192,4.24026,1.37671
2.2309,19031.9688,-1.51797,4.27618,0.28013
2.25,19031.9888,-1.35037,4.49884,0.16999
2.2771,19032.0088,-1.24023,4.54194,0.25619
2.2914,19032.0288,-1.85317,4.8508,1.22587
2.3094,19032.0488,-2.11893,4.94178,2.11175
2.3368,19032.0688,-2.52596,4.87953,2.81806
2.3552,19032.0888,-4.52279,5.19079,4.15167
2.3841,19032.1088,-6.56989,5.56908,5.40148
2.3946,19032.1288,-8.21955,6.79735,6.70876
2.4119,19032.1487,-7.71435,8.14772,8.14293
2.4405,19032.1687,-6.97452,9.25866,9.48851
2.454,19032.1887,-7.6521,10.6641,12.04799
2.4736,19032.2087,-7.49408,11.32253,12.74233
2.4934,19032.2287,-6.21554,11.69364,11.0807
2.519,19032.2487,-4.67123,11.81814,9.32809
2.5367,19032.2687,-3.45494,11.70082,9.48612
2.5652,19032.2887,-2.29372,11.6266,9.45499
2.573,19032.3087,-1.03433,11.4566,8.60263
2.5911,19032.3287,-0.3328,11.12859,7.43183
2.6097,19032.3487,-0.20591,10.69283,6.83565
2.6386,19032.3687,-0.54829,10.36721,6.3161
2.6584,19032.3887,-1.12052,9.89554,6.45736
2.6775,19032.4087,-1.86275,9.17965,6.85241
2.6901,19032.4287,-2.46371,8.60981,6.83326
2.7198,19032.4487,-1.86753,8.20518,6.93382
2.7311,19032.4687,-0.64885,8.09504,7.37437
2.7506,19032.4887,0.25858,7.33366,6.91227
2.7738,19032.5087,0.10535,6.67763,5.1453
2.7913,19032.5287,-0.56026,5.66725,3.91943
2.8128,19032.5487,-1.29051,4.41744,3.24185
2.8319,19032.5686,-0.69913,3.53395,2.67201
2.852,19032.5886,0.31365,3.25621,2.49244
2.8716,19032.6086,1.52036,3.01918,2.64089
2.9167,19032.6286,2.59779,2.59779,2.59539
2.9345,19032.6486,2.59779,2.20034,1.98485
2.9355,19032.6686,1.79092,1.76937,3.19396
2.9568,19032.6886,3.49325,3.1365,6.00484
2.9778,19032.7086,6.20117,4.54673,8.36081
2.9917,19032.7286,7.41746,5.50683,9.90751
3.012,19032.7486,6.71594,6.57468,9.62738
3.0294,19032.7686,6.72552,6.8572,7.63295
3.0515,19032.7886,7.30733,7.45338,5.07586
3.0765,19032.8086,7.44619,8.23152,3.94098
3.1182,19032.8286,7.09663,8.48531,5.18121
3.1192,19032.8486,6.06949,8.66488,7.15888
3.1385,19032.8686,6.07667,9.33288,7.88435
3.1491,19032.8886,6.0216,9.34725,7.97533
3.1706,19032.9086,5.13811,9.19402,7.84843
3.1902,19032.9286,3.74943,9.00247,9.22514
3.2107,19032.9486,2.90186,9.02642,10.46537
3.23,19032.9685,2.50681,8.97853,10.7886
3.2524,19032.9885,2.66243,9.18204,10.21158
3.2756,19033.0085,3.00721,9.09824,9.47415
3.2903,19033.0285,2.88989,8.85882,9.05036
3.3109,19033.0485,2.45653,8.64333,8.70798
3.328,19033.0685,2.22189,8.2818,8.38715
3.349,19033.0885,2.19794,7.7766,7.79815
3.3737,19033.1085,1.84838,7.29296,7.70717
3.3917,19033.1285,1.76937,6.76622,7.13254
3.4091,19033.1485,0.67519,5.99048,6.40469
3.4358,19033.1685,-0.26816,5.29853,5.14769
3.4641,19033.1885,-0.99123,4.83883,4.22829
3.4797,19033.2085,-1.86753,4.86277,3.83084
3.4912,19033.2285,-1.85556,4.99446,3.45973
3.5213,19033.2485,-1.11813,5.01122,1.78613
3.5366,19033.2685,-1.29051,4.78137,0.27295
3.5523,19033.2885,-3.00242,4.40307,0.17478
3.5763,19033.3085,-4.23787,4.0583,1.07264
3.5974,19033.3285,-5.2267,3.88591,2.01119
3.6115,19033.3485,-6.1892,4.13731,2.45174
3.6366,19033.3685,-7.16367,4.12294,2.77496
3.6502,19033.3884,-7.63055,4.41265,2.95454
3.6754,19033.4084,-7.28338,5.28416,3.01918
3.6892,19033.4284,-6.40708,6.28737,3.5124
3.7262,19033.4484,-5.41585,7.06072,4.48448
3.7345,19033.4684,-5.85161,7.75506,6.15089
3.7531,19033.4884,-6.07906,8.39912,7.62098
3.7732,19033.5084,-5.84921,8.9905,8.62178
3.7933,19033.5284,-5.85161,9.10303,8.6553
3.8165,19033.5484,-6.36877,9.49809,8.51404
3.838,19033.5684,-7.16846,10.09905,9.01684
3.8588,19033.5884,-6.63454,10.34327,10.15172
3.8817,19033.6084,-5.09262,10.89874,11.02085
3.9094,19033.6284,-3.49804,11.60026,11.68885
3.9152,19033.6484,-2.31766,11.63378,11.40154
3.9368,19033.6684,-1.80528,11.4183,10.17806
3.9522,19033.6884,-1.72867,11.38238,9.66329
3.9844,19033.7084,-1.20911,11.18845,9.26584
3.9972,19033.7284,-1.17559,11.01366,8.54756
4.0092,19033.7484,-1.49882,9.9937,8.02561
4.034,19033.7684,-2.43498,8.26025,7.02959
4.0513,19033.7884,-3.50761,7.08705,5.3943
4.0862,19033.8083,-3.9314,6.34483,3.23945
4.1126,19033.8283,-3.32086,5.69359,1.67599
4.1173,19033.8483,-2.82524,4.91545,1.2977
4.1323,19033.8683,-2.56666,4.18519,1.41741
4.1521,19033.8883,-2.9689,3.83563,1.99683
4.1715,19033.9083,-2.17161,3.54353,2.36554
4.1912,19033.9283,-0.43815,3.1796,2.12372
4.2121,19033.9483,-0.33999,2.74863,2.64089
4.2299,19033.9683,-0.45731,3.12453,4.39349
4.257,19033.9883,1.39586,3.89788,5.87076
4.2757,19034.0083,4.27618,4.4342,5.82766
4.2928,19034.0283,4.81728,4.96573,4.52039
4.3119,19034.0483,4.94178,5.96893,3.84281
4.3341,19034.0683,6.1078,7.27381,4.07506
4.3493,19034.0883,6.59862,7.99448,3.5555
4.3706,19034.1083,6.11977,8.47573,2.49723
4.3934,19034.1283,5.37754,8.49249,2.25062
4.4111,19034.1483,5.64091,8.55474,2.41822
4.444,19034.1683,6.19159,8.86121,3.8069
4.4672,19034.1883,5.67922,9.30176,5.26262
4.4802,19034.2082,4.57785,9.57949,7.1924
4.4905,19034.2282,4.88193,9.79977,8.74868
4.5164,19034.2482,4.92023,10.0799,8.54996
4.5306,19034.2682,3.47409,10.65213,8.51644
4.5495,19034.2882,3.20115,11.19323,8.5715
4.5725,19034.3082,3.45015,11.46618,8.18124
4.5961,19034.3282,3.15565,11.4997,7.70956
4.6178,19034.3482,2.51399,11.24112,7.83167
4.6304,19034.3682,2.33442,10.791,8.39193
4.6486,19034.3882,2.50681,10.24031,8.44461
4.6703,19034.4082,2.2602,9.13895,7.9035
4.6966,19034.4282,1.56586,7.74548,6.96495
4.7167,19034.4482,1.20193,6.70876,5.87555
4.7323,19034.4682,0.87152,5.58584,4.93699
4.751,19034.4882,-0.56505,4.54194,4.42223
4.7728,19034.5082,-1.90824,3.8907,4.27857
4.7915,19034.5282,-1.97288,3.72789,3.57944
4.8132,19034.5482,-1.82923,3.62254,2.77018
4.8315,19034.5682,-1.71191,3.65127,2.75581
4.8516,19034.5882,-2.70553,3.31368,2.15245
4.874,19034.6082,-3.3448,3.98407,0.37111
4.9007,19034.6281,-2.73666,4.57306,0.84757
4.9142,19034.6481,-2.77736,4.50363,2.16203
4.9361,19034.6681,-4.92502,4.14928,3.59381
4.9491,19034.6881,-6.85481,4.12055,3.68958
4.9832,19034.7081,-7.29057,4.37913,3.01918
5.0164,19034.7281,-8.00406,4.50124,3.15805
5.0171,19034.7481,-8.95938,4.69278,5.09262
5.0314,19034.7681,-8.9474,4.86756,8.23152
5.0946,19034.7881,-8.81093,5.48289,9.80455
5.0957,19034.8081,-9.06951,6.36159,9.74709
5.0962,19034.8281,-8.25785,8.08307,9.63935
5.1102,19034.8481,-5.68401,9.86202,11.04479
5.129,19034.8681,-3.75183,11.459,11.64815
5.1481,19034.8881,-3.28734,12.51727,11.45182
5.1704,19034.9081,-5.04474,12.93387,11.90912
5.1879,19034.9281,-4.7239,12.5867,12.71839
5.2087,19034.9481,-3.06946,12.14376,12.8405
5.2327,19034.9681,-2.57863,10.99212,11.06873
5.252,19034.9882,-3.31607,10.07271,9.17247
5.2757,19035.0082,-4.33364,7.74787,7.91068
5.2926,19035.0282,-4.86038,7.59225,7.5683
5.3107,19035.0482,-4.54673,6.1078,6.6058
5.333,19035.0683,-3.88351,5.63373,5.32487
5.3526,19035.0883,-2.12612,4.96094,5.03755
5.3717,19035.1083,-1.69754,4.56109,5.03277
5.3912,19035.1284,-1.6329,4.29772,5.15727
5.415,19035.1484,-0.84757,4.01999,4.64489
5.4372,19035.1684,-1.2977,2.82524,5.02558
5.4634,19035.1884,0.13408,2.93299,2.98327
5.4761,19035.2085,0.22027,2.55469,3.68479
5.4926,19035.2285,1.11573,2.72229,3.9721
5.5143,19035.2485,1.89148,2.86834,3.67521
5.532,19035.2686,2.43737,3.43339,4.15886
5.5506,19035.2886,3.33522,4.00083,4.5587
5.5722,19035.3086,4.23308,4.71672,5.02319
5.5983,19035.3286,4.47011,5.34642,5.29614
5.6113,19035.3487,4.77418,6.28258,6.02878
5.6376,19035.3687,5.8133,7.23789,6.0216
5.6529,19035.3887,6.57707,7.77421,5.59542
5.6696,19035.4088,6.8596,8.02322,5.16684
5.692,19035.4288,6.80453,8.77502,5.26501
5.7117,19035.4488,6.51482,9.63217,5.60979
5.7293,19035.4688,5.92104,10.21637,7.00325
5.7536,19035.4889,5.43022,10.5372,7.89632
5.7804,19035.5089,4.52757,10.60185,8.09265
5.8039,19035.5289,4.19238,10.9155,7.92266
