AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z
0.063,19029.7283,0.36588,-0.65271,0.01539
0.0681,19029.7483,-0.14785,-0.894,0.01783
0.0723,19029.7683,-0.75566,-1.59711,-0.08051
0.0749,19029.7883,-1.17777,-2.2208,-0.22162
0.0778,19029.8083,-1.61943,-1.67408,-0.00538
0.0942,19029.8283,-1.80085,-0.70586,0.1229
0.1285,19029.8483,-1.33232,-0.76939,-0.08174
0.1319,19029.8683,-0.45451,-1.04,-0.40672
0.1779,19029.8883,-0.05256,-1.31367,-0.3157
0.1819,19029.9083,-0.18389,-0.59468,0.44727
0.1981,19029.9283,0.09771,-0.85246,1.28294
0.2212,19029.9483,0.45813,-0.99846,1.17237
0.2298,19029.9683,0.52532,-0.52137,0.66902
0.254,19029.9883,0.46912,-0.28741,0.19071
0.2723,19030.0083,0.41598,-0.18967,-0.1245
0.2918,19030.0283,0.45568,1.44989,-0.07929
0.312,19030.0483,1.04272,1.38819,0.20048
0.3301,19030.0683,1.75682,1.25441,0.42528
0.3509,19030.0882,1.97307,0.81031,0.56517
0.3732,19030.1082,1.69818,0.62644,0.81379
0.3915,19030.1282,1.22904,0.86651,1.10334
0.4111,19030.1482,0.78799,1.39491,1.19497
0.4317,19030.1682,0.29014,2.23913,1.04042
0.4503,19030.1882,-0.17229,3.1316,0.97995
0.4715,19030.2082,-0.62433,3.5305,1.24201
0.4943,19030.2282,-0.94442,3.06074,1.8486
0.5227,19030.2482,-0.88333,2.83838,2.40326
0.5383,19030.2682,-0.59378,3.00882,2.32324
0.5579,19030.2882,-0.53514,2.76203,1.66534
0.5761,19030.3082,-0.55225,2.36252,1.30065
0.59,19030.3282,-0.59928,2.39917,0.93413
0.6113,19030.3482,-0.87417,2.19392,0.32999
0.6319,19030.3682,-1.18144,1.67408,-0.2821
0.6528,19030.3882,-1.28467,0.8885,-0.60342
0.6732,19030.4082,-1.23092,0.28863,-0.60036
0.6904,19030.4282,-1.1063,-0.11393,-0.63213
0.7111,19030.4482,-0.88456,-0.72113,-0.58631
0.7406,19030.4682,-0.41602,-1.86467,-0.35846
0.7526,19030.4882,0.38055,-3.55127,-0.08662
0.7753,19030.5082,1.03967,-4.29591,-0.4
0.7964,19030.5281,1.29012,-4.07172,-0.91435
0.8103,19030.5481,1.52592,-3.33868,-1.2717
0.839,19030.5681,1.92298,-2.63191,-1.6034
0.8632,19030.5881,2.1771,-2.22019,-1.85813
0.8721,19030.6081,2.10319,-2.26662,-2.1037
0.8919,19030.6281,2.05187,-2.59526,-2.34621
0.9122,19030.6481,2.07081,-3.15298,-2.39386
0.9301,19030.6681,1.59433,-3.30203,-2.2216
0.95,19030.6881,0.8332,-2.94895,-1.8618
0.9719,19030.7081,0.20401,-2.48164,-1.71641
0.9903,19030.7281,0.04274,-2.28372,-1.85813
1.0286,19030.7481,0.14719,-2.08275,-2.05178
1.0483,19030.7681,0.1979,-1.51342,-1.82515
1.0528,19030.7881,-0.0043,-0.63805,-1.42197
1.0841,19030.8081,-0.5101,0.26176,-1.26254
1.1017,19030.8281,-1.21565,0.57879,-1.23688
1.1403,19030.8481,-1.72938,0.31246,-1.19107
1.1412,19030.8681,-1.7471,-0.14569,-0.96993
1.1546,19030.8881,-1.37752,-0.09438,-0.71276
1.1698,19030.908,-1.22603,0.19089,-0.62235
1.1891,19030.928,-1.54246,0.63255,-0.36762
1.2104,19030.948,-2.28832,1.22509,-0.03103
1.2304,19030.968,-3.13071,1.60199,0.17788
1.2512,19030.988,-3.29442,1.28129,0.33793
1.2734,19031.008,-2.88819,1.11513,0.94757
1.2968,19031.028,-1.61332,1.34726,1.7698
