AppTimestamp(s),MAC,RSSI
0.0759,BE:AC:20:23:00:04,-92
0.1923,BE:AC:20:23:00:02,-91
1.6008,BE:AC:20:23:00:02,-89
1.6281,BE:AC:20:23:00:04,-98
1.8314,BE:AC:20:23:00:04,-95
2.0029,BE:AC:20:23:00:02,-81
2.0303,BE:AC:20:23:00:04,-100
3.6562,BE:AC:20:23:00:02,-88
4.0645,BE:AC:20:23:00:02,-88
5.7081,BE:AC:20:23:00:02,-85
6.0991,BE:AC:20:23:00:02,-90
6.1257,BE:AC:20:23:00:04,-99
7.5445,BE:AC:20:23:00:02,-87
7.5607,BE:AC:20:23:00:04,-96
7.7539,BE:AC:20:23:00:02,-89
7.7693,BE:AC:20:23:00:04,-98
7.9479,BE:AC:20:23:00:02,-97
7.959,BE:AC:20:23:00:04,-89
8.2095,BE:AC:20:23:00:02,-88
9.6043,BE:AC:20:23:00:04,-95
9.6474,BE:AC:20:23:00:02,-92
9.7908,BE:AC:20:23:00:04,-96
9.8096,BE:AC:20:23:00:02,-95
9.9993,BE:AC:20:23:00:04,-103
10.6177,BE:AC:20:23:00:02,-84
11.6456,BE:AC:20:23:00:04,-98
11.6666,BE:AC:20:23:00:02,-90
11.856,BE:AC:20:23:00:04,-93
11.8676,BE:AC:20:23:00:02,-87
12.0668,BE:AC:20:23:00:02,-81
13.7188,BE:AC:20:23:00:04,-93
13.7313,BE:AC:20:23:00:02,-102
13.9192,BE:AC:20:23:00:04,-95
14.1053,BE:AC:20:23:00:04,-88
14.1148,BE:AC:20:23:00:02,-84
15.548,BE:AC:20:23:00:02,-85
15.7457,BE:AC:20:23:00:02,-85
15.9514,BE:AC:20:23:00:04,-93
15.9599,BE:AC:20:23:00:02,-88
16.1743,BE:AC:20:23:00:02,-87
17.613,BE:AC:20:23:00:04,-88
17.634,BE:AC:20:23:00:02,-92
17.8091,BE:AC:20:23:00:02,-85
18.0221,BE:AC:20:23:00:02,-92
18.6198,BE:AC:20:23:00:02,-93
19.6535,BE:AC:20:23:00:04,-97
19.6683,BE:AC:20:23:00:02,-83
19.8442,BE:AC:20:23:00:04,-92
19.8605,BE:AC:20:23:00:02,-86
20.0496,BE:AC:20:23:00:04,-95
20.0611,BE:AC:20:23:00:02,-91
21.6873,BE:AC:20:23:00:04,-93
21.7012,BE:AC:20:23:00:02,-95
21.8782,BE:AC:20:23:00:04,-94
21.9094,BE:AC:20:23:00:02,-82
22.0843,BE:AC:20:23:00:04,-95
22.1084,BE:AC:20:23:00:02,-87
23.3318,BE:AC:20:23:00:02,-86
23.7239,BE:AC:20:23:00:04,-96
23.7462,BE:AC:20:23:00:02,-88
23.9445,BE:AC:20:23:00:04,-98
23.9588,BE:AC:20:23:00:02,-88
24.1397,BE:AC:20:23:00:04,-98
24.1675,BE:AC:20:23:00:02,-89
25.6006,BE:AC:20:23:00:02,-85
26.038,BE:AC:20:23:00:02,-92
26.0508,BE:AC:20:23:00:04,-100
27.832,BE:AC:20:23:00:04,-98
27.8392,BE:AC:20:23:00:02,-84
28.4402,BE:AC:20:23:00:04,-89
29.0767,BE:AC:20:23:00:04,-95
29.6901,BE:AC:20:23:00:02,-92
29.6977,BE:AC:20:23:00:04,-95
29.8878,BE:AC:20:23:00:04,-95
30.0936,BE:AC:20:23:00:02,-86
30.1007,BE:AC:20:23:00:04,-91
31.5434,BE:AC:20:23:00:04,-90
31.7114,BE:AC:20:23:00:02,-88
31.7367,BE:AC:20:23:00:04,-92
31.9396,BE:AC:20:23:00:02,-92
31.9677,BE:AC:20:23:00:04,-90
32.1124,BE:AC:20:23:00:02,-88
33.5528,BE:AC:20:23:00:02,-85
33.7566,BE:AC:20:23:00:02,-88
33.79,BE:AC:20:23:00:04,-96
33.949,BE:AC:20:23:00:02,-86
34.1492,BE:AC:20:23:00:02,-93
35.5819,BE:AC:20:23:00:02,-96
35.6418,BE:AC:20:23:00:04,-93
35.7907,BE:AC:20:23:00:02,-87
35.8388,BE:AC:20:23:00:04,-88
36.0015,BE:AC:20:23:00:02,-85
36.0534,BE:AC:20:23:00:04,-96
37.6439,BE:AC:20:23:00:02,-88
37.8349,BE:AC:20:23:00:02,-87
38.0374,BE:AC:20:23:00:02,-88
38.093,BE:AC:20:23:00:04,-93
39.5366,BE:AC:20:23:00:04,-95
39.6695,BE:AC:20:23:00:02,-87
39.7362,BE:AC:20:23:00:04,-95
39.8764,BE:AC:20:23:00:02,-85
39.9321,BE:AC:20:23:00:04,-95
40.1538,BE:AC:20:23:00:04,-90
41.526,BE:AC:20:23:00:02,-87
41.5786,BE:AC:20:23:00:04,-90
41.7372,BE:AC:20:23:00:02,-85
41.7759,BE:AC:20:23:00:04,-96
41.9258,BE:AC:20:23:00:02,-89
41.9921,BE:AC:20:23:00:04,-93
42.165,BE:AC:20:23:00:02,-87
42.1967,BE:AC:20:23:00:04,-95
43.5826,BE:AC:20:23:00:02,-87
43.6142,BE:AC:20:23:00:04,-97
43.7821,BE:AC:20:23:00:02,-87
43.822,BE:AC:20:23:00:04,-92
43.9876,BE:AC:20:23:00:02,-92
44.0187,BE:AC:20:23:00:04,-89
45.6707,BE:AC:20:23:00:04,-91
45.8962,BE:AC:20:23:00:04,-92
46.0426,BE:AC:20:23:00:02,-85
47.5418,BE:AC:20:23:00:04,-92
47.6864,BE:AC:20:23:00:02,-93
47.7159,BE:AC:20:23:00:04,-93
47.9252,BE:AC:20:23:00:04,-95
48.1009,BE:AC:20:23:00:02,-90
48.1283,BE:AC:20:23:00:04,-95
49.5998,BE:AC:20:23:00:02,-85
49.607,BE:AC:20:23:00:04,-89
49.7548,BE:AC:20:23:00:01,-99
49.764,BE:AC:20:23:00:02,-90
49.7753,BE:AC:20:23:00:04,-95
49.9775,BE:AC:20:23:00:04,-89
50.159,BE:AC:20:23:00:02,-92
51.8057,BE:AC:20:23:00:02,-83
51.826,BE:AC:20:23:00:04,-92
52.0032,BE:AC:20:23:00:02,-92
52.0333,BE:AC:20:23:00:04,-97
52.2068,BE:AC:20:23:00:02,-82
53.6916,BE:AC:20:23:00:04,-96
53.8528,BE:AC:20:23:00:02,-86
53.8833,BE:AC:20:23:00:04,-90
54.0392,BE:AC:20:23:00:02,-96
54.1015,BE:AC:20:23:00:04,-100
55.6762,BE:AC:20:23:00:02,-85
55.7586,BE:AC:20:23:00:04,-94
55.8685,BE:AC:20:23:00:02,-87
55.9384,BE:AC:20:23:00:04,-100
56.0779,BE:AC:20:23:00:02,-87
56.1376,BE:AC:20:23:00:04,-91
57.5201,BE:AC:20:23:00:02,-89
57.5841,BE:AC:20:23:00:04,-93
57.7106,BE:AC:20:23:00:02,-87
57.8004,BE:AC:20:23:00:04,-90
58.005,BE:AC:20:23:00:04,-92
59.58,BE:AC:20:23:00:02,-86
59.6305,BE:AC:20:23:00:04,-91
59.7645,BE:AC:20:23:00:02,-87
59.992,BE:AC:20:23:00:02,-86
60.0425,BE:AC:20:23:00:04,-90
60.1855,BE:AC:20:23:00:02,-86
61.6598,BE:AC:20:23:00:02,-85
61.8213,BE:AC:20:23:00:02,-89
