AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:55,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:83,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:55,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:83,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
0.218,,-90.0,,-74.0,,,-82.0,-84.0,-75.0,-71.0,-77.0,-62.0,-81.0,-81.0,-88.0,,-82.0,,,,,,,,,,,,,,,,,,,5200.0,,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,
2.2187,-84.0,-92.0,-59.0,-80.0,,,-76.0,-82.0,-65.0,-70.0,-69.0,-64.0,-82.0,-82.0,-78.0,-94.0,-74.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,
4.2367,,-87.0,-60.0,-72.0,,,-73.0,-88.0,-71.0,-69.0,-70.0,-67.0,-75.0,-75.0,-77.0,,-73.0,,,,,,,,,,,,,,,,,,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,
6.2392,-85.0,-88.0,-54.0,-77.0,,,-71.0,-73.0,-72.0,-73.0,-69.0,-69.0,-74.0,-74.0,-72.0,-90.0,-80.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,
8.2453,,-90.0,-59.0,-70.0,,,-72.0,-82.0,-69.0,-74.0,-69.0,-69.0,-75.0,-75.0,-73.0,,-75.0,,,,,,,,,,,,,,,,,-90.0,,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2437.0
10.2214,-80.0,-88.0,-57.0,-76.0,,,-78.0,-80.0,-73.0,-77.0,-73.0,-65.0,-80.0,-81.0,-73.0,,-80.0,,,,,,,,,,,,,,,,,-92.0,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2437.0
12.3109,,,-58.0,-79.0,,,-76.0,-84.0,-77.0,-76.0,-74.0,-62.0,-73.0,-73.0,-76.0,-91.0,-82.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,,,,,,,,,,,,,,,,,
14.2554,-78.0,-90.0,-59.0,-76.0,,,-76.0,-81.0,-68.0,-70.0,-73.0,-64.0,-78.0,-78.0,-79.0,,-82.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,
16.2181,,,-62.0,-78.0,,,-79.0,-77.0,-74.0,-74.0,-75.0,-56.0,-77.0,-77.0,-78.0,,-77.0,,,,,,,,,,,,,,,,,-91.0,,,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,2437.0
18.2081,-83.0,-89.0,-65.0,-80.0,,,-79.0,-80.0,-70.0,-69.0,-67.0,-68.0,,-79.0,-85.0,,-76.0,,,,,,,,,,,,,,,,,,2437.0,5200.0,2417.0,2452.0,,,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,,5220.0,2462.0,,2437.0,,,,,,,,,,,,,,,,,
