AppTimestamp(s),MAC,Frequency,RSSI
0.218,20:23:00:00:00:73,2437,-62
0.218,20:23:00:00:00:65,2437,-71
0.218,20:23:00:00:00:15,2452,-74
0.218,20:23:00:00:00:55,2427,-75
0.218,20:23:00:00:00:69,2422,-77
0.218,20:23:00:00:00:79,5220,-81
0.218,20:23:00:00:00:80,5220,-81
0.218,20:23:00:00:00:90,2437,-82
0.218,20:23:00:00:00:44,2462,-82
0.218,20:23:00:00:00:45,2412,-84
2.2187,20:23:00:00:00:12,2417,-59
2.2187,20:23:00:00:00:73,2437,-64
2.2187,20:23:00:00:00:55,2427,-65
2.2187,20:23:00:00:00:69,2422,-69
2.2187,20:23:00:00:00:65,2437,-70
2.2187,20:23:00:00:00:90,2437,-74
2.2187,20:23:00:00:00:44,2462,-76
2.2187,20:23:00:00:00:82,2462,-78
2.2187,20:23:00:00:00:15,2452,-80
2.2187,20:23:00:00:00:45,2412,-82
4.2367,20:23:00:00:00:12,2417,-60
4.2367,20:23:00:00:00:73,2437,-67
4.2367,20:23:00:00:00:65,2437,-69
4.2367,20:23:00:00:00:69,2422,-70
4.2367,20:23:00:00:00:55,2427,-71
4.2367,20:23:00:00:00:15,2452,-72
4.2367,20:23:00:00:00:90,2437,-73
4.2367,20:23:00:00:00:44,2462,-73
4.2367,20:23:00:00:00:79,5220,-75
4.2367,20:23:00:00:00:80,5220,-75
6.2392,20:23:00:00:00:12,2417,-54
6.2392,20:23:00:00:00:73,2437,-69
6.2392,20:23:00:00:00:69,2422,-69
6.2392,20:23:00:00:00:44,2462,-71
6.2392,20:23:00:00:00:55,2427,-72
6.2392,20:23:00:00:00:82,2462,-72
6.2392,20:23:00:00:00:45,2412,-73
6.2392,20:23:00:00:00:65,2437,-73
6.2392,20:23:00:00:00:79,5220,-74
6.2392,20:23:00:00:00:80,5220,-74
8.2453,20:23:00:00:00:12,2417,-59
8.2453,20:23:00:00:00:73,2437,-69
8.2453,20:23:00:00:00:55,2427,-69
8.2453,20:23:00:00:00:69,2422,-69
8.2453,20:23:00:00:00:15,2452,-70
8.2453,20:23:00:00:00:44,2462,-72
8.2453,20:23:00:00:00:82,2462,-73
8.2453,20:23:00:00:00:65,2437,-74
8.2453,20:23:00:00:00:90,2437,-75
8.2453,20:23:00:00:00:79,5220,-75
10.2214,20:23:00:00:00:12,2417,-57
10.2214,20:23:00:00:00:73,2437,-65
10.2214,20:23:00:00:00:55,2427,-73
10.2214,20:23:00:00:00:82,2462,-73
10.2214,20:23:00:00:00:69,2422,-73
10.2214,20:23:00:00:00:15,2452,-76
10.2214,20:23:00:00:00:65,2437,-77
10.2214,20:23:00:00:00:44,2462,-78
10.2214,20:23:00:00:00:01,2437,-80
10.2214,20:23:00:00:00:90,2437,-80
12.3109,20:23:00:00:00:12,2417,-58
12.3109,20:23:00:00:00:73,2437,-62
12.3109,20:23:00:00:00:79,5220,-73
12.3109,20:23:00:00:00:80,5220,-73
12.3109,20:23:00:00:00:69,2422,-74
12.3109,20:23:00:00:00:65,2437,-76
12.3109,20:23:00:00:00:82,2462,-76
12.3109,20:23:00:00:00:44,2462,-76
12.3109,20:23:00:00:00:55,2427,-77
12.3109,20:23:00:00:00:15,2452,-79
14.2554,20:23:00:00:00:12,2417,-59
14.2554,20:23:00:00:00:73,2437,-64
14.2554,20:23:00:00:00:55,2427,-68
14.2554,20:23:00:00:00:65,2437,-70
14.2554,20:23:00:00:00:69,2422,-73
14.2554,20:23:00:00:00:15,2452,-76
14.2554,20:23:00:00:00:44,2462,-76
14.2554,20:23:00:00:00:01,2437,-78
14.2554,20:23:00:00:00:79,5220,-78
14.2554,20:23:00:00:00:80,5220,-78
16.2181,20:23:00:00:00:73,2437,-56
16.2181,20:23:00:00:00:12,2417,-62
16.2181,20:23:00:00:00:55,2427,-74
16.2181,20:23:00:00:00:65,2437,-74
16.2181,20:23:00:00:00:69,2422,-75
16.2181,20:23:00:00:00:90,2437,-77
16.2181,20:23:00:00:00:45,2412,-77
16.2181,20:23:00:00:00:79,5220,-77
16.2181,20:23:00:00:00:80,5220,-77
16.2181,20:23:00:00:00:15,2452,-78
18.2081,20:23:00:00:00:12,2417,-65
18.2081,20:23:00:00:00:69,2422,-67
18.2081,20:23:00:00:00:73,2437,-68
18.2081,20:23:00:00:00:65,2437,-69
18.2081,20:23:00:00:00:55,2427,-70
18.2081,20:23:00:00:00:90,2437,-76
18.2081,20:23:00:00:00:80,5220,-79
18.2081,20:23:00:00:00:44,2462,-79
18.2081,20:23:00:00:00:45,2412,-80
18.2081,20:23:00:00:00:15,2452,-80
20.2478,20:23:00:00:00:12,2417,-61
20.2478,20:23:00:00:00:73,2437,-61
20.2478,20:23:00:00:00:69,2422,-71
20.2478,20:23:00:00:00:65,2437,-74
20.2478,20:23:00:00:00:55,2427,-75
20.2478,20:23:00:00:00:90,2437,-77
20.2478,20:23:00:00:00:15,2452,-77
20.2478,20:23:00:00:00:44,2462,-77
20.2478,20:23:00:00:00:01,2437,-78
20.2478,20:23:00:00:00:82,2462,-78
22.2132,20:23:00:00:00:12,2417,-60
22.2132,20:23:00:00:00:73,2437,-70
22.2132,20:23:00:00:00:55,2427,-71
22.2132,20:23:00:00:00:65,2437,-71
22.2132,20:23:00:00:00:01,2437,-73
22.2132,20:23:00:00:00:69,2422,-73
22.2132,20:23:00:00:00:15,2452,-74
22.2132,20:23:00:00:00:79,5220,-76
22.2132,20:23:00:00:00:80,5220,-76
22.2132,20:23:00:00:00:44,2462,-78
