AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.0443,49.461206636646,11.11131516231,-2
63.7825,49.461200018466,11.111290033024,-2
71.7635,49.461176340101,11.111193054533,-2
74.3115,49.461168518031,11.111160778085,-2
79.1065,49.461153083282,11.111096418398,-2
85.8797,49.461131579896,11.111006458661,-2
115.9611,49.461131579896,11.111006458661,-2
123.9548,49.461153083282,11.111096418398,-2
129.005,49.461168518031,11.111160778085,-2
131.519,49.461176340101,11.111193054533,-2
139.2519,49.461200018466,11.111290033024,-2
141.2882,49.461206636646,11.11131516231,-2
