AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
60.9316,49.461316433032,11.11096444258,0
67.1897,49.46127560249,11.110988346746,0
74.2795,49.461235913436,11.111048750451,0
89.6514,49.461189617035,11.110861103429,0
98.7179,49.461200270189,11.110964772206,0
111.8643,49.461094796224,11.111027453904,0
116.9053,49.461052766818,11.111052038421,0
151.8263,49.461052766818,11.111052038421,0
157.6577,49.461094796224,11.111027453904,0
169.4991,49.461200270189,11.110964772206,0
177.3921,49.461189617035,11.110861103429,0
192.3035,49.461235913436,11.111048750451,0
199.3916,49.46127560249,11.110988346746,0
204.9181,49.461316433032,11.11096444258,0
