AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:05,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:05,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25
2.0224,-56.0,,,-68.0,,,,-70.0,-71.0,-71.0,-72.0,,,,2437.0,,,2452.0,,,,2427.0,5220.0,5220.0,2462.0,,,
3.9702,-66.0,,,-70.0,,-71.0,-72.0,-74.0,,-77.0,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,5220.0,,,,
5.9216,-60.0,,,-73.0,,,-73.0,-76.0,-72.0,-73.0,,,,,2437.0,,,2452.0,,,2412.0,2427.0,5220.0,5220.0,,,,
7.9441,-58.0,,,-69.0,,,,-74.0,-73.0,-72.0,-72.0,,,,2437.0,,,2452.0,,,,2427.0,5220.0,5220.0,2462.0,,,
9.9169,-61.0,,,-68.0,,-70.0,-72.0,-69.0,-73.0,,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,5220.0,,,,,
11.9232,-69.0,,-74.0,-70.0,,,-74.0,,-69.0,-70.0,,,,,2437.0,,5200.0,2452.0,,,2412.0,,5220.0,5220.0,,,,
13.9439,-67.0,,,-68.0,,,-76.0,-75.0,-69.0,-69.0,,,,,2437.0,,,2452.0,,,2412.0,2427.0,5220.0,5220.0,,,,
15.9221,-65.0,,,-72.0,,-71.0,,-68.0,,-72.0,-70.0,,,,2437.0,,,2452.0,,2462.0,,2427.0,,5220.0,2462.0,,,
17.9333,-60.0,,,-67.0,,-66.0,,,-72.0,-72.0,-67.0,,,,2437.0,,,2452.0,,2462.0,,,5220.0,5220.0,2462.0,,,
19.9341,-72.0,,-73.0,-69.0,,-74.0,-73.0,-71.0,,,,,,,2437.0,,5200.0,2452.0,,2462.0,2412.0,2427.0,,,,,,
21.9504,-61.0,,-74.0,-66.0,,-76.0,,,-72.0,-72.0,,,,,2437.0,,5200.0,2452.0,,2462.0,,,5220.0,5220.0,,,,
23.9396,-70.0,,-76.0,-76.0,,-76.0,,,-72.0,-72.0,,,,,2437.0,,5200.0,2452.0,,2462.0,,,5220.0,5220.0,,,,
25.9271,-65.0,,,-70.0,,,,-75.0,-71.0,-72.0,,,-71.0,,2437.0,,,2452.0,,,,2427.0,5220.0,5220.0,,,2462.0,
27.9606,-62.0,,,,,-73.0,,,-73.0,-73.0,-73.0,,-53.0,,2437.0,,,,,2462.0,,,5220.0,5220.0,2462.0,,2462.0,
30.0961,-62.0,,-74.0,-71.0,,,,-74.0,,-75.0,,,-63.0,,2437.0,,5200.0,2452.0,,,,2427.0,,5220.0,,,2462.0,
31.9628,-70.0,,-74.0,-68.0,,-72.0,,,,,-71.0,,-61.0,,2437.0,,5200.0,2452.0,,2462.0,,,,,2462.0,,2462.0,
33.9168,-60.0,,,-73.0,,-75.0,,,,-76.0,-75.0,,-71.0,,2437.0,,,2452.0,,2462.0,,,,5220.0,2462.0,,2462.0,
35.9579,-66.0,,,-70.0,,-75.0,,,-74.0,-74.0,,,-72.0,,2437.0,,,2452.0,,2462.0,,,5220.0,5220.0,,,2462.0,
37.9554,-59.0,,,,,-73.0,,-72.0,-75.0,-75.0,-72.0,,,,2437.0,,,,,2462.0,,2427.0,5220.0,5220.0,2462.0,,,
39.9721,-68.0,,-73.0,,,-71.0,,-72.0,,-74.0,-71.0,,,,2437.0,,5200.0,,,2462.0,,2427.0,,5220.0,2462.0,,,
41.937,-59.0,,,-75.0,,-75.0,,-72.0,-74.0,-74.0,,,,,2437.0,,,2452.0,,2462.0,,2427.0,5220.0,5220.0,,,,
44.059,-61.0,,,-72.0,,-73.0,,-75.0,-74.0,-74.0,,,,,2437.0,,,2452.0,,2462.0,,2427.0,5220.0,5220.0,,,,
45.9768,-59.0,,,-76.0,,-72.0,,-75.0,-74.0,-75.0,,,,,2437.0,,,2452.0,,2462.0,,2427.0,5220.0,5220.0,,,,
47.9521,-61.0,,-75.0,,,-73.0,,-74.0,-73.0,-73.0,,,,,2437.0,,5200.0,,,2462.0,,2427.0,5220.0,5220.0,,,,
49.9474,-62.0,,-75.0,-70.0,,-74.0,,-73.0,,,-74.0,,,,2437.0,,5200.0,2452.0,,2462.0,,2427.0,,,2462.0,,,
51.931,-60.0,,-71.0,,,-71.0,-77.0,-75.0,,,-71.0,,,,2437.0,,5200.0,,,2462.0,2412.0,2427.0,,,2462.0,,,
53.9285,-63.0,,-74.0,-71.0,,,,-75.0,-75.0,-75.0,,,,,2437.0,,5200.0,2452.0,,,,2427.0,5220.0,5220.0,,,,
55.9255,-64.0,,,-69.0,,-74.0,,,-73.0,-73.0,-73.0,,,,2437.0,,,2452.0,,2462.0,,,5220.0,5220.0,2462.0,,,
57.9223,-66.0,,,,,-72.0,-75.0,,-72.0,-72.0,-73.0,,,,2437.0,,,,,2462.0,2412.0,,5220.0,5220.0,2462.0,,,
59.9299,-67.0,,,-75.0,,-73.0,-74.0,-74.0,,-75.0,,,,,2437.0,,,2452.0,,2462.0,2412.0,2427.0,,5220.0,,,,
61.9341,-73.0,,,,,-75.0,-76.0,-75.0,-73.0,-73.0,,,,,2437.0,,,,,2462.0,2412.0,2427.0,5220.0,5220.0,,,,
63.9304,-65.0,,-74.0,,,,-74.0,-71.0,-74.0,-75.0,,,,,2437.0,,5200.0,,,,2412.0,2427.0,5220.0,5220.0,,,,
65.9485,-57.0,,,,,,-68.0,-68.0,-73.0,-73.0,-72.0,,,,2437.0,,,,,,2412.0,2427.0,5220.0,5220.0,2462.0,,,
67.901,-60.0,,-64.0,-67.0,,,,,-64.0,-64.0,-68.0,,,,2437.0,,5200.0,2452.0,,,,,5220.0,5220.0,2462.0,,,
69.9096,-61.0,,,-65.0,,-64.0,,,-68.0,-68.0,-67.0,,,,2437.0,,,2452.0,,2462.0,,,5220.0,5220.0,2462.0,,,
71.928,-53.0,,-56.0,-64.0,,,,,-69.0,-69.0,-66.0,,,,2437.0,,5200.0,2452.0,,,,,5220.0,5220.0,2462.0,,,
73.9326,-56.0,,-56.0,-67.0,,,,-66.0,-66.0,-66.0,,,,,2437.0,,5200.0,2452.0,,,,2427.0,5220.0,5220.0,,,,
75.9037,-61.0,,-64.0,-70.0,,-69.0,,-69.0,,,-68.0,,,,2437.0,,5200.0,2452.0,,2462.0,,2427.0,,,2462.0,,,
77.9441,-61.0,,-57.0,-68.0,,,,-63.0,-63.0,-63.0,,,,,2437.0,,5200.0,2452.0,,,,2427.0,5220.0,5220.0,,,,
79.9228,-56.0,,-60.0,-66.0,,,,-66.0,-64.0,-64.0,,,,,2437.0,,5200.0,2452.0,,,,2427.0,5220.0,5220.0,,,,
81.9353,-53.0,,-62.0,-68.0,,-68.0,,,-64.0,-64.0,,,,,2437.0,,5200.0,2452.0,,2462.0,,,5220.0,5220.0,,,,
83.9433,-50.0,,-60.0,,,-64.0,,-60.0,,-68.0,-67.0,,,,2437.0,,5200.0,,,2462.0,,2427.0,,5220.0,2462.0,,,
85.9002,-51.0,,-56.0,-67.0,,,,-66.0,-62.0,-62.0,,,,,2437.0,,5200.0,2452.0,,,,2427.0,5220.0,5220.0,,,,
87.9426,-42.0,,-54.0,,,,-65.0,-68.0,-68.0,-68.0,,,,,2437.0,,5200.0,,,,2412.0,2427.0,5220.0,5220.0,,,,
89.9309,-50.0,,-53.0,-65.0,,-68.0,,,-68.0,-68.0,,,,,2437.0,,5200.0,2452.0,,2462.0,,,5220.0,5220.0,,,,
