AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.0454,5258.038,0.1,-21.2,6.4
0.0504,5258.058,0.2,-21.1,6.4
0.0553,5258.078,0.3,-21.1,6.4
0.0801,5258.098,0.5,-21.1,6.4
0.0929,5258.118,0.7,-21.1,6.2
0.1309,5258.138,0.8,-21.1,6.3
0.135,5258.1579,1,-21.2,6.3
0.1628,5258.1779,1.2,-21.2,6.2
0.1695,5258.1979,1.6,-21.2,6
0.1889,5258.2179,1.8,-21.3,5.9
0.2079,5258.2379,2.1,-21.4,5.7
0.2283,5258.2579,2.4,-21.4,5.7
0.2497,5258.2779,2.6,-21.4,5.7
0.2763,5258.2979,2.9,-21.5,5.7
0.3079,5258.3179,3.2,-21.5,5.6
0.3106,5258.3379,3.5,-21.5,5.8
0.3325,5258.3579,3.8,-21.6,5.8
0.3519,5258.3779,3.9,-21.6,5.9
0.3697,5258.3979,4.1,-21.6,6.1
0.3865,5258.4179,4.3,-21.7,6.3
0.4076,5258.4379,4.4,-21.7,6.6
0.4296,5258.4579,4.5,-21.7,6.9
0.4487,5258.4779,4.6,-21.7,7.3
0.4719,5258.4979,4.5,-21.7,7.6
0.4895,5258.5179,4.4,-21.7,8
0.5078,5258.5379,4.1,-21.7,8.4
0.5327,5258.5579,3.8,-21.7,8.5
0.5585,5258.5779,3.5,-21.8,8.6
0.5742,5258.5979,2.7,-21.9,8.4
0.59,5258.6178,1.8,-21.8,8.1
0.6091,5258.6378,0,-21.5,6.3
0.627,5258.6578,-1.3,-21.6,5.7
0.6578,5258.6778,-2.6,-21.8,4.8
0.6745,5258.6978,-3.2,-21.4,4.2
0.6878,5258.7178,-3.6,-21.3,4.5
0.7086,5258.7378,-4.3,-21.9,3.4
0.7304,5258.7578,-3.9,-21.5,3.3
0.7481,5258.7778,-4.3,-21.6,2.9
0.7703,5258.7978,-3.8,-21.6,3
0.8102,5258.8178,-3.4,-21.3,3.6
0.8205,5258.8378,-3.9,-21.6,3.2
0.834,5258.8578,-4.1,-21.5,2.9
0.8494,5258.8778,-4.2,-21.4,2.6
0.8779,5258.8978,-4.2,-21.4,2.5
0.8906,5258.9178,-4.1,-21.3,2.3
0.9155,5258.9378,-3.9,-21.3,2.3
0.9307,5258.9578,-3.7,-21.3,2.4
0.9492,5258.9778,-3.3,-21.3,2.7
0.9755,5258.9978,-2.5,-21.2,3.2
0.9885,5259.0178,-1.3,-21,4.5
1.0068,5259.0377,-0.3,-21.1,5.1
1.0289,5259.0577,1.2,-21,5.1
1.0487,5259.0777,3,-20.5,7.9
1.0745,5259.0977,3.9,-20.1,8.3
1.0952,5259.1177,4.8,-20,8
1.1076,5259.1377,5.7,-19.7,8.4
1.1278,5259.1577,6.4,-19.9,9.6
1.1493,5259.1777,6.1,-19.6,8.3
1.1709,5259.1977,6.7,-20,8.3
1.1879,5259.2177,6.6,-20,7.6
1.21,5259.2377,7.3,-19.8,7.4
1.2281,5259.2577,7.5,-19.8,6.8
1.2568,5259.2777,8.1,-19.8,7.1
