AppTimestamp(s),Latitude_degrees,Longitude_degrees
61.3534,49.46113158,11.11100646
69.6378,49.46110526,11.11090302
75.2234,49.46108781,11.11083248
80.8697,49.46113507,11.11080444
88.1196,49.46119645,11.11079252
98.3999,49.4611165,11.1107271
104.481,49.46107372,11.11077433
109.2431,49.46104115,11.11080777
116.1473,49.46098005,11.11077927
121.3202,49.46099411,11.11083582
124.4265,49.46100479,11.11087916
129.939,49.4610523,11.11085287
134.7851,49.46108781,11.11083248
174.1673,49.46108781,11.11083248
179.1637,49.4610523,11.11085287
184.1546,49.46100479,11.11087916
187.9685,49.46099411,11.11083582
192.2736,49.46098005,11.11077927
199.712,49.46104115,11.11080777
204.4031,49.46107372,11.11077433
209.9439,49.4611165,11.1107271
219.6981,49.46119645,11.11079252
227.475,49.46113507,11.11080444
232.664,49.46108781,11.11083248
239.6462,49.46110526,11.11090302
247.1442,49.46113158,11.11100646
