AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:01:71,wifi_rssi_20:23:00:00:01:81,wifi_rssi_20:23:00:00:01:82,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:01:71,wifi_freq_20:23:00:00:01:81,wifi_freq_20:23:00:00:01:82
3.942,,,-57.0,-58.0,,-60.0,-67.0,,-57.0,-61.0,,-46.0,-67.0,,-62.0,-64.0,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0,,,
7.9576,-64.0,,-63.0,-62.0,,-59.0,-61.0,,-58.0,-63.0,,-46.0,,,-58.0,-62.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
11.9458,-61.0,,-56.0,-61.0,,-59.0,-61.0,,-54.0,-59.0,,-42.0,,,-58.0,-64.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
15.9564,-60.0,,,-56.0,,-65.0,-57.0,,-50.0,-64.0,,-46.0,-66.0,,-66.0,-60.0,,,,2437.0,,,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,5220.0,,2462.0,2437.0,,,
19.9367,-66.0,,-60.0,-63.0,,-65.0,-63.0,,-54.0,-64.0,,-48.0,,,-68.0,-60.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
23.9156,-64.0,,-60.0,-57.0,,-61.0,-63.0,,-52.0,-65.0,,-44.0,,,-61.0,-59.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
27.9574,-60.0,,-63.0,-59.0,,-59.0,-68.0,,-56.0,-66.0,,-42.0,,,-60.0,-60.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
31.949,-59.0,,-59.0,-57.0,,-65.0,-65.0,,-59.0,-66.0,,-44.0,,,-64.0,-58.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
35.9367,-61.0,,-61.0,-55.0,,-61.0,-69.0,,-60.0,,,-44.0,,-69.0,-62.0,-57.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,,,2437.0,,5220.0,2462.0,2437.0,,,
39.958,-62.0,,-61.0,-56.0,,-59.0,-63.0,,-56.0,-64.0,,-54.0,,,-65.0,-57.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
43.9378,,,-62.0,-55.0,,-59.0,-65.0,,-57.0,-65.0,,-46.0,,-65.0,-65.0,-59.0,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5220.0,2462.0,2437.0,,,
47.9518,,,-64.0,-59.0,,-57.0,-61.0,,-59.0,-61.0,,-47.0,,-64.0,-60.0,-59.0,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,5220.0,2462.0,2437.0,,,
51.9251,-66.0,,-61.0,-58.0,,-61.0,-69.0,,-60.0,-68.0,,-43.0,,,-61.0,-59.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
55.973,-64.0,,-64.0,-54.0,,-61.0,-66.0,,-56.0,-64.0,,-44.0,,,-61.0,-59.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
59.961,,,-61.0,-58.0,,-63.0,-63.0,,-56.0,-63.0,-71.0,-44.0,,,-62.0,-58.0,,,,,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,
63.9629,-64.0,,,-63.0,,-63.0,-63.0,,-57.0,-64.0,-69.0,-48.0,,,-63.0,-59.0,,,,2437.0,,,2452.0,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,,,2462.0,2437.0,,,
67.9386,-68.0,,-63.0,-61.0,,-66.0,-67.0,,-59.0,-64.0,,-44.0,,,-67.0,-61.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
71.9504,-58.0,,-68.0,-66.0,,-68.0,-66.0,,-60.0,-66.0,,-44.0,,,-69.0,-53.0,,,,2437.0,,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
75.946,-58.0,-71.0,-64.0,-72.0,,-68.0,-70.0,,-68.0,-66.0,,-48.0,,,,-54.0,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,2412.0,,2427.0,2437.0,,2437.0,,,,2437.0,,,
79.9537,-56.0,-67.0,-64.0,-62.0,,-62.0,,,-62.0,-64.0,,-44.0,,,-64.0,-57.0,,,,2437.0,5200.0,2417.0,2452.0,,2462.0,,,2427.0,2437.0,,2437.0,,,2462.0,2437.0,,,
