AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_w,Quat_x,Quat_y,Quat_z
0.0448,67164.1685,-1.09654,7.60398,5.58088,-0.27794,-0.13928,-0.02077,4.56,-7.08,-24.12,48.8591,6.101067,0.737865,0.9090197507049579,0.41266751,0.05111048,0.02786284
0.0473,67164.1885,-1.12767,7.83862,6.55054,-0.28161,-0.19792,-0.011,3.84,-6.6,-24.48,48.631031,6.060475,0.63622,0.9098827648499821,0.41091156,0.05045576,0.02681903
0.05,67164.2086,-1.06542,8.16183,6.77559,-0.14844,-0.28588,-0.02199,3.6,-6.72,-24.66,48.362877,5.821596,0.638,0.910945922740425,0.40883482,0.04860223,0.02587352
0.068,67164.2285,-1.70946,8.72686,6.49786,-0.01588,-0.33598,-0.0562,3.48,-6.12,-24.66,48.28244,5.589736,0.544201,0.9113497233714103,0.40828469,0.04643522,0.02427064
0.087,67164.2485,-2.42772,9.11951,6.14352,0.06842,-0.44227,-0.09774,3.12,-6.24,-24.42,48.387486,5.484171,0.276446,0.9110705074063145,0.4092477,0.04462552,0.02180398
0.1212,67164.2686,-3.25851,9.15782,6.63194,0.14661,-0.48991,-0.0562,3.3,-6.66,-24.12,48.611656,5.460652,-0.204004,0.910360301681055,0.41121644,0.04268083,0.01798631
0.1296,67164.2886,-4.03662,9.10754,6.20338,0.14844,-0.51252,0.11851,3.24,-6.42,-23.64,48.949398,5.58489,-0.734058,0.9091742080419444,0.41407499,0.04168884,0.01435976
0.1479,67164.3085,-3.59609,9.05727,7.50822,0.22907,-0.55039,0.21258,3.12,-7.08,-23.4,49.235405,5.489249,-1.027834,0.9082069850615092,0.41645756,0.0397983,0.0118012
0.1667,67164.3285,-3.36864,9.22246,7.92241,0.27672,-0.65118,0.19364,2.82,-7.14,-23.16,49.606125,5.28505,-1.233273,0.9069454260450419,0.41948062,0.03733917,0.00958071
0.1892,67164.3495,-4.01029,8.7532,9.25838,0.35736,-0.38485,0.34147,2.4,-7.2,-22.98,49.884048,5.165615,-1.522447,0.9059863616780638,0.42177826,0.03526,0.00696737
0.2076,67164.3695,-3.65355,9.07402,9.84256,0.57482,-0.17776,0.48503,1.8,-7.5,-22.74,50.248856,5.027516,-1.468865,0.904681045934915,0.42465097,0.03426934,0.00702646
0.2288,67164.3895,-2.46842,8.60715,8.27197,0.70127,0.0507,0.41783,1.32,-7.56,-22.98,50.819389,5.052131,-1.267261,0.9025389398822454,0.42908505,0.0350673,0.0089312
0.2477,67164.4095,-2.63362,7.33344,7.88889,0.59926,0.48564,0.45082,1.14,-7.74,-23.34,51.391228,5.391348,-1.177891,0.9002751222938659,0.43352306,0.03792603,0.01113898
0.2693,67164.4295,-2.48039,5.63116,6.75644,0.7367,0.67562,0.61514,1.2,-8.22,-23.88,51.823689,6.183072,-0.945307,0.8983222871518166,0.43673706,0.04490822,0.01615737
0.2901,67164.4495,-3.0957,6.00226,7.53934,0.97128,0.81551,0.6915,1.08,-8.46,-24.0,52.356022,6.802868,-0.501538,0.8959527790801167,0.44061309,0.05131765,0.02225357
0.3086,67164.4695,-1.80523,5.54258,5.63356,0.90347,0.87415,0.76419,0.9,-9.0,-23.76,53.118851,7.59368,0.10122,0.8924813728644395,0.44609183,0.05962492,0.0303965
0.3308,67164.4895,-1.10852,5.02782,6.04296,0.50702,1.12644,0.65607,1.02,-9.42,-23.28,53.660515,8.165105,0.878638,0.8898107127315118,0.44970322,0.06697959,0.03895695
0.3524,67164.5095,-1.3216,4.1276,5.65271,0.07025,1.34268,0.79779,0.9,-9.72,-22.74,53.665207,9.032411,1.710975,0.8889287020991916,0.44888464,0.07697359,0.04882017
0.371,67164.5305,1.37906,4.92487,7.44597,0.12217,1.1075,0.76419,1.68,-10.32,-22.5,53.263165,9.155684,3.306965,0.8896522621125782,0.4445771,0.084209,0.06147275
0.3941,67164.5516,1.92015,3.8834,6.44519,0.12767,1.57298,0.57238,1.86,-9.9,-22.02,52.924557,9.122718,5.067873,0.8899532292169706,0.44061518,0.09076331,0.07485676
0.4111,67164.5715,1.67115,3.47878,5.65032,-0.06231,2.2321,0.56566,2.4,-9.78,-22.02,52.478073,9.559556,6.644993,0.8902005648302884,0.43550727,0.10014857,0.08858124
0.4318,67164.5915,1.80044,3.54342,3.82833,-0.49052,2.83503,0.5962,2.76,-9.66,-22.08,51.892025,10.451515,8.510543,0.8900438713630264,0.4284274,0.11400366,0.10618397
0.4512,67164.6115,2.65517,3.92649,2.92093,-1.14843,2.57602,0.60964,2.82,-9.54,-22.08,50.973148,11.359458,10.849695,0.8902052393793068,0.41782337,0.12941748,0.12731606
0.4722,67164.6315,3.21541,4.35266,4.79559,-1.4282,2.23577,0.67562,3.72,-9.66,-21.9,49.519665,11.460962,13.589314,0.892239793101423,0.40306845,0.13933632,0.14842293
0.4961,67164.6515,3.67031,4.50349,5.62398,-1.23089,1.77029,0.60353,4.32,-9.18,-21.72,47.948162,10.96505,16.49477,0.8945740589264233,0.38775855,0.1444162,0.16889204
