AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z
0.0448,67164.1685,-1.09654,7.60398,5.58088
0.0473,67164.1885,-1.12767,7.83862,6.55054
0.05,67164.2086,-1.06542,8.16183,6.77559
0.068,67164.2285,-1.70946,8.72686,6.49786
0.087,67164.2485,-2.42772,9.11951,6.14352
0.1212,67164.2686,-3.25851,9.15782,6.63194
0.1296,67164.2886,-4.03662,9.10754,6.20338
0.1479,67164.3085,-3.59609,9.05727,7.50822
0.1667,67164.3285,-3.36864,9.22246,7.92241
0.1892,67164.3495,-4.01029,8.7532,9.25838
0.2076,67164.3695,-3.65355,9.07402,9.84256
0.2288,67164.3895,-2.46842,8.60715,8.27197
0.2477,67164.4095,-2.63362,7.33344,7.88889
0.2693,67164.4295,-2.48039,5.63116,6.75644
0.2901,67164.4495,-3.0957,6.00226,7.53934
0.3086,67164.4695,-1.80523,5.54258,5.63356
0.3308,67164.4895,-1.10852,5.02782,6.04296
0.3524,67164.5095,-1.3216,4.1276,5.65271
0.371,67164.5305,1.37906,4.92487,7.44597
0.3941,67164.5516,1.92015,3.8834,6.44519
0.4111,67164.5715,1.67115,3.47878,5.65032
0.4318,67164.5915,1.80044,3.54342,3.82833
0.4512,67164.6115,2.65517,3.92649,2.92093
0.4722,67164.6315,3.21541,4.35266,4.79559
0.4961,67164.6515,3.67031,4.50349,5.62398
0.5164,67164.6715,3.09331,4.18506,5.42766
0.5426,67164.6925,2.89938,4.23295,5.17866
0.5549,67164.7125,3.2202,4.95121,5.08768
0.5718,67164.7325,3.8834,6.29675,5.9879
0.5922,67164.7525,4.98473,8.42998,5.6982
0.6114,67164.7725,5.34386,8.88249,4.58011
0.6352,67164.7925,3.56736,7.93917,5.42526
0.654,67164.8125,2.24816,8.24084,7.43639
0.7032,67164.8325,2.05422,9.23444,10.08677
0.713,67164.8525,3.50272,10.63504,11.75314
0.7159,67164.8725,4.16112,11.46583,11.00375
0.739,67164.8925,3.19865,11.13783,11.31021
0.7508,67164.9125,1.94649,9.99819,11.65019
0.7736,67164.9325,1.09176,9.43555,11.1881
0.7934,67164.9533,1.16119,9.73722,10.4483
0.8128,67164.9735,1.53468,9.55526,10.489
0.8321,67164.9935,1.76453,8.68138,10.00297
0.8567,67165.0145,1.22344,7.58483,9.51695
0.8768,67165.0345,0.75657,6.81629,9.2919
0.8971,67165.0545,0.98402,6.75165,8.47547
0.9175,67165.0745,0.94092,6.66546,7.5154
0.9379,67165.0945,1.02472,6.07648,7.41724
0.9548,67165.1145,0.47166,5.22175,7.03895
0.9779,67165.1345,-0.45729,4.45322,6.37815
1.0015,67165.1545,-0.93134,3.8403,5.61201
1.0158,67165.1755,-1.1133,3.90734,4.51786
1.0393,67165.1955,-0.90261,4.31435,4.05338
1.0545,67165.2156,-1.19471,3.94804,3.57694
1.0742,67165.2354,-1.55863,3.52666,3.48835
1.0933,67165.2555,-1.65918,3.26809,3.7182
1.1138,67165.2755,-1.42694,3.48356,3.36146
1.1382,67165.2955,-1.27611,4.02944,3.46202
1.1582,67165.3165,-2.24576,3.9217,3.93367
1.1821,67165.3375,-3.64637,3.65834,4.54898
1.2074,67165.3575,-4.27604,3.27766,4.84586
1.219,67165.3775,-5.02064,3.74453,6.22014
1.245,67165.3975,-4.96797,5.11641,7.82904
1.2586,67165.4175,-4.52025,6.06691,8.88009
1.2809,67165.4385,-5.82988,4.96797,9.56005
1.3006,67165.4585,-7.90565,4.73813,10.29746
1.3243,67165.4795,-7.74764,5.96396,11.31021
1.3406,67165.5005,-6.43322,7.24964,11.6047
1.3609,67165.5205,-5.82988,7.79073,11.54723
1.3819,67165.5405,-5.50666,8.16662,12.17452
1.4026,67165.5605,-4.89375,8.38689,13.15853
1.4224,67165.5805,-4.12042,8.11874,13.86482
1.4424,67165.6004,-3.48835,7.41005,13.84567
1.4631,67165.6214,-3.38061,7.01741,12.67251
1.4842,67165.6425,-3.37822,6.90967,11.44668
1.5044,67165.6625,-3.48117,6.04775,11.00615
1.5258,67165.6835,-3.61285,5.27203,9.92875
1.5521,67165.7035,-3.50751,5.09247,8.53294
1.5695,67165.7245,-3.20105,4.81474,7.93678
1.5875,67165.7445,-2.94726,3.91452,8.011
