AppTimestamp(s),SensorTimestamp(s),PitchX,RollY,YawZ,Quat_x,Quat_y,Quat_z
0.0452,67164.1685,48.8591,6.101067,0.737865,0.41266751,0.05111048,0.02786284
0.0476,67164.1885,48.631031,6.060475,0.63622,0.41091156,0.05045576,0.02681903
0.0504,67164.2086,48.362877,5.821596,0.638,0.40883482,0.04860223,0.02587352
0.0685,67164.2285,48.28244,5.589736,0.544201,0.40828469,0.04643522,0.02427064
0.0875,67164.2485,48.387486,5.484171,0.276446,0.4092477,0.04462552,0.02180398
0.1221,67164.2686,48.611656,5.460652,-0.204004,0.41121644,0.04268083,0.01798631
0.1299,67164.2886,48.949398,5.58489,-0.734058,0.41407499,0.04168884,0.01435976
0.1483,67164.3085,49.235405,5.489249,-1.027834,0.41645756,0.0397983,0.0118012
0.1671,67164.3285,49.606125,5.28505,-1.233273,0.41948062,0.03733917,0.00958071
0.1897,67164.3495,49.884048,5.165615,-1.522447,0.42177826,0.03526,0.00696737
0.208,67164.3695,50.248856,5.027516,-1.468865,0.42465097,0.03426934,0.00702646
0.2291,67164.3895,50.819389,5.052131,-1.267261,0.42908505,0.0350673,0.0089312
0.248,67164.4095,51.391228,5.391348,-1.177891,0.43352306,0.03792603,0.01113898
0.2713,67164.4295,51.823689,6.183072,-0.945307,0.43673706,0.04490822,0.01615737
0.2907,67164.4495,52.356022,6.802868,-0.501538,0.44061309,0.05131765,0.02225357
0.3091,67164.4695,53.118851,7.59368,0.10122,0.44609183,0.05962492,0.0303965
0.332,67164.4895,53.660515,8.165105,0.878638,0.44970322,0.06697959,0.03895695
0.3542,67164.5095,53.665207,9.032411,1.710975,0.44888464,0.07697359,0.04882017
0.3717,67164.5305,53.263165,9.155684,3.306965,0.4445771,0.084209,0.06147275
0.3946,67164.5516,52.924557,9.122718,5.067873,0.44061518,0.09076331,0.07485676
0.4116,67164.5715,52.478073,9.559556,6.644993,0.43550727,0.10014857,0.08858124
0.4323,67164.5915,51.892025,10.451515,8.510543,0.4284274,0.11400366,0.10618397
0.4518,67164.6115,50.973148,11.359458,10.849695,0.41782337,0.12941748,0.12731606
0.4732,67164.6315,49.519665,11.460962,13.589314,0.40306845,0.13933632,0.14842293
0.4972,67164.6515,47.948162,10.96505,16.49477,0.38775855,0.1444162,0.16889204
0.5173,67164.6715,46.634914,10.147595,19.100697,0.37533492,0.14550568,0.18628742
0.5448,67164.6925,45.621735,8.878845,21.543194,0.36638153,0.14233372,0.20124081
0.5556,67164.7125,44.835426,7.055127,24.174551,0.36028439,0.13532306,0.21615392
0.573,67164.7325,44.238079,4.828471,26.849234,0.35685879,0.12529774,0.23031595
0.5926,67164.7525,43.915146,2.43118,29.468445,0.35653833,0.11410829,0.24350493
0.6118,67164.7725,43.608616,0.364867,31.527617,0.35666287,0.10375392,0.2533733
0.6367,67164.7925,42.652416,-0.83817,32.587055,0.35097322,0.0954901,0.2587868
0.6558,67164.8125,41.08606,-1.505136,33.15099,0.3398082,0.08831055,0.26269677
0.7038,67164.8325,39.544113,-2.608388,33.604588,0.32994473,0.0772567,0.26458704
0.7135,67164.8525,38.544579,-4.41559,33.944752,0.32606333,0.0614948,0.26318634
0.7165,67164.8725,38.061024,-5.926804,33.959808,0.32571277,0.04835537,0.25958344
0.74,67164.8925,37.607273,-6.515733,33.249897,0.32374433,0.04052219,0.25284612
