AppTimestamp(s),SensorTimestamp(s),mag_x,mag_y,mag_z
0.044,67164.1632,4.56,-7.08,-24.12
0.0465,67164.1831,3.84,-6.6,-24.48
0.0493,67164.2032,3.6,-6.72,-24.66
0.0668,67164.2232,3.48,-6.12,-24.66
0.086,67164.2432,3.12,-6.24,-24.42
0.1203,67164.2632,3.3,-6.66,-24.12
0.1284,67164.2832,3.24,-6.42,-23.64
0.1467,67164.3032,3.12,-7.08,-23.4
0.1655,67164.3232,2.82,-7.14,-23.16
0.1866,67164.3442,2.4,-7.2,-22.98
0.2066,67164.3642,1.8,-7.5,-22.74
0.2271,67164.3842,1.32,-7.56,-22.98
0.2466,67164.4042,1.14,-7.74,-23.34
0.2671,67164.4242,1.2,-8.22,-23.88
0.2869,67164.4442,1.08,-8.46,-24
0.307,67164.4642,0.9,-9,-23.76
0.3278,67164.4842,1.02,-9.42,-23.28
0.3489,67164.5042,0.9,-9.72,-22.74
0.3688,67164.5252,1.68,-10.32,-22.5
0.3895,67164.5462,1.86,-9.9,-22.02
0.4094,67164.5662,2.4,-9.78,-22.02
0.4302,67164.5862,2.76,-9.66,-22.08
0.4496,67164.6062,2.82,-9.54,-22.08
0.4695,67164.6262,3.72,-9.66,-21.9
0.4942,67164.6462,4.32,-9.18,-21.72
0.5118,67164.6662,5.46,-8.52,-21.3
0.5372,67164.6872,6.24,-7.68,-21.12
0.5533,67164.7072,7.02,-6.72,-21.06
0.5701,67164.7272,8.1,-6.12,-20.88
0.5909,67164.7472,8.4,-5.64,-21.12
0.6101,67164.7672,9.06,-5.58,-20.94
0.6323,67164.7872,9.3,-6.12,-21
0.6514,67164.8072,8.94,-5.58,-21.06
0.7018,67164.8272,8.7,-4.98,-21
0.7117,67164.8472,8.22,-4.14,-20.94
0.7149,67164.8672,8.28,-3.12,-21.3
0.7369,67164.8872,8.1,-3.06,-21.18
0.7497,67164.9072,8.64,-3.42,-21.18
0.7699,67164.9272,8.88,-3.18,-21.3
0.7906,67164.948,8.52,-3,-21.42
0.8113,67164.9682,7.92,-2.94,-21.72
0.8309,67164.9882,6.72,-2.82,-21.96
0.8534,67165.0092,5.46,-3.3,-22.38
0.8738,67165.0292,4.62,-3.96,-22.5
0.8942,67165.0492,4.26,-4.74,-23.04
0.9143,67165.0692,3.66,-5.64,-23.52
0.9325,67165.0892,3.3,-6.72,-23.7
0.9523,67165.1092,2.76,-7.2,-23.7
0.9761,67165.1292,2.04,-8.1,-23.7
0.9988,67165.1492,1.5,-8.52,-23.46
1.0147,67165.1702,1.02,-8.88,-23.4
1.0381,67165.1902,0.54,-9.72,-23.04
1.0525,67165.2102,0.24,-9.54,-23.1
1.0727,67165.2301,0.18,-9.96,-23.28
1.0925,67165.2502,0,-9.84,-23.22
1.1126,67165.2702,0,-9.72,-23.7
1.1346,67165.2902,-0.36,-10.26,-23.4
1.1554,67165.3112,-0.24,-10.2,-23.22
1.1769,67165.3322,-0.12,-10.2,-24.06
1.2043,67165.3522,0.12,-9.78,-24.6
1.216,67165.3722,0.3,-9.24,-24.96
1.2364,67165.3922,0.36,-8.22,-25.86
1.2564,67165.4122,0.42,-7.14,-25.92
1.2775,67165.4332,0.42,-6.48,-25.92
1.299,67165.4532,0.42,-4.98,-26.22
1.3185,67165.4742,0.12,-3.84,-26.16
1.3391,67165.4952,0.24,-2.64,-26.34
1.3592,67165.5152,-0.3,-1.32,-26.34
1.3792,67165.5352,-0.12,-0.24,-26.28
1.4,67165.5552,0.12,0.24,-26.4
1.4196,67165.5752,0.06,0.48,-26.4
1.4396,67165.5951,0.9,0.66,-26.4
1.4606,67165.6161,1.26,0.12,-26.46
1.4817,67165.6372,1.38,0.24,-26.28
1.5016,67165.6571,1.8,0,-26.34
1.523,67165.6782,2.04,0.06,-26.34
1.5435,67165.6982,2.64,-0.12,-26.4
1.5667,67165.7192,2.88,-0.48,-25.68
1.5825,67165.7392,3.48,-1.2,-24.96
1.6101,67165.7592,3.72,-2.1,-24.48
1.6284,67165.7792,3.42,-2.76,-23.94
1.6423,67165.7992,4.2,-3.72,-24.06
1.6623,67165.8191,3.96,-4.14,-24.3
1.683,67165.8392,3.9,-4.56,-24.42
1.7023,67165.8592,4.08,-5.04,-24
1.7226,67165.8792,3.48,-5.82,-23.64
1.7466,67165.8992,3.48,-6.66,-22.86
1.7701,67165.9192,3.6,-7.56,-22.2
1.7824,67165.9392,3.9,-8.46,-22.2
1.8022,67165.9592,4.14,-8.52,-22.44
1.8324,67165.9802,4.68,-8.34,-22.14
1.8511,67166.0002,5.04,-7.68,-22.26
1.8637,67166.0202,5.4,-7.14,-21.96
1.8834,67166.0402,6.12,-6.9,-21.3
1.9037,67166.0602,6.9,-6.3,-21.3
1.9238,67166.0802,7.56,-6.06,-20.88
1.9443,67166.1012,8.16,-5.46,-21
1.9652,67166.1212,8.58,-4.8,-21.12
1.9854,67166.1412,8.4,-4.32,-21.12
2.0061,67166.1622,8.34,-4.14,-21.18
2.026,67166.1822,8.22,-3.6,-21.06
2.0657,67166.2022,7.92,-3.12,-21.06
2.0699,67166.2222,7.86,-2.7,-21.42
2.0854,67166.2422,7.74,-1.74,-21.96
2.1045,67166.2622,7.14,-1.26,-22.2
2.1247,67166.2821,7.14,-1.14,-22.62
2.1444,67166.3022,6.6,-0.84,-22.56
2.1645,67166.3222,6.3,-0.9,-22.5
2.1845,67166.3421,5.82,-0.9,-23.1
2.2044,67166.3622,5.28,-0.72,-23.7
2.2256,67166.3822,4.62,-1.32,-24
2.2464,67166.4022,3.6,-1.56,-24.6
2.266,67166.4222,3.06,-2.22,-24.3
2.2868,67166.4422,2.4,-3.06,-23.88
2.3057,67166.4621,1.74,-4.02,-24.66
2.326,67166.4832,1.5,-5.34,-24.36
2.3458,67166.5032,0.96,-6.6,-24.9
2.3664,67166.5232,0.06,-7.98,-25.26
2.3859,67166.5432,-0.24,-9.12,-24.48
2.4059,67166.5632,-0.84,-10.2,-23.88
2.4259,67166.5832,-1.26,-11.34,-23.28
2.4471,67166.6032,-1.02,-11.76,-22.26
2.466,67166.6232,-1.26,-12,-22.26
2.4878,67166.6432,-0.96,-12.24,-22.56
2.5071,67166.6632,-0.48,-12.24,-22.74
2.5277,67166.6832,-0.6,-12.18,-23.04
2.5569,67166.7032,0,-11.82,-23.16
2.5664,67166.7232,0,-11.58,-23.46
2.5864,67166.7432,-0.3,-10.56,-23.88
2.6063,67166.7632,0.42,-9.78,-24.54
2.6264,67166.7832,0.6,-8.82,-25.08
2.6493,67166.8032,1.26,-7.44,-25.38
2.6671,67166.8232,2.16,-5.7,-25.74
2.6866,67166.8432,2.34,-4.02,-26.04
2.7125,67166.8632,3,-2.52,-26.4
2.7361,67166.8842,3.18,-0.84,-26.94
2.7474,67166.9042,2.94,0.18,-27.06
2.7671,67166.9242,2.7,1.44,-26.94
2.7871,67166.9442,2.1,2.64,-26.76
