AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
40.0038,67204.1531,0.1570713963504373,-0.10175284464247455,0.11870674612525356,0.00367,0.00855,-0.00367,0.6,-10.98,-23.28
40.0155,67204.173,0.11840309340920067,-0.09684442380600551,0.04980784814831374,0.00428,-0.01038,-0.01833,0.42,-11.1,-23.46
40.0343,67204.1931,0.08734104578575584,-0.0833555134351035,-0.013747974959118281,0.00794,-0.04887,-0.02932,0.6,-10.98,-23.64
40.0594,67204.2131,0.06974539141290383,-0.05827977636267376,-0.06663203571053344,-0.00489,-0.0672,-0.01344,1.02,-11.28,-23.52
40.0799,67204.2329,0.07227505977499987,-0.022891576079722115,-0.10391178811363311,0.01466,-0.04887,0.01038,1.2,-10.86,-23.04
40.094,67204.2531,0.09106795906069157,0.013403111205929274,-0.12090871322204144,0.01466,0.02688,0.00611,1.02,-10.92,-22.62
40.1185,67204.2731,0.11465784477757172,0.03629128577975841,-0.11376810054401787,-0.01894,0.02871,0.00122,0.84,-11.04,-22.62
40.1333,67204.2931,0.1273961613258869,0.02565303941796253,-0.08103789979279341,-0.04948,-0.02016,-0.01772,0.6,-10.74,-22.26
40.1515,67204.3131,0.11927891637661457,-0.024421640028229472,-0.025817327291481007,-0.05498,-0.13867,-0.01283,-0.18,-10.98,-22.5
40.1726,67204.3331,0.09186845144680553,-0.10919225239898761,0.043571795006677405,-0.0336,-0.13989,-0.02321,-0.18,-10.86,-22.74
40.1935,67204.3531,0.05587121375635836,-0.2117028608210969,0.11557311816344651,-0.05864,-0.04398,-0.04276,-0.3,-10.56,-22.5
40.213,67204.3731,0.017542053940751,-0.3099892323162691,0.178885547864704,-0.09224,0.03543,-0.06781,-0.24,-11.04,-22.8
40.2393,67204.3931,-0.015581031490882313,-0.3785876002639213,0.22530742317280428,-0.10324,0.03054,-0.06903,0.3,-11.7,-23.04
40.2564,67204.4131,-0.04343342234068508,-0.42049677321394896,0.24983231945222428,-0.06109,-0.07208,-0.01833,0.36,-11.76,-23.22
40.2722,67204.4331,-0.051192444993592795,-0.42512858189381103,0.25224814460113265,-0.00489,-0.07636,0.00428,0.42,-12.24,-22.98
40.2922,67204.4531,-0.034791899696602964,-0.3968646708702546,0.23541963310309377,0.01038,0.0055,-0.0055,0.66,-11.94,-22.8
40.3148,67204.4731,-0.0008649019230672584,-0.3481256667748518,0.20420853526822036,0.02566,0.03543,0.00183,0.42,-11.46,-22.62
40.3327,67204.4931,0.038179127517953194,-0.2895975984403525,0.16443257072661766,0.0391,-0.04032,0.01833,0.42,-11.16,-22.44
40.3523,67204.5131,0.07027038120915009,-0.23588417366043227,0.12145772587791015,0.03176,-0.06658,0.03176,0.66,-10.8,-22.44
40.374,67204.5331,0.09164295902376156,-0.1945665154204514,0.08005085956093971,0.02077,-0.02627,0.00122,0.36,-10.62,-22.32
40.3972,67204.5541,0.10056382181122195,-0.17022972089844274,0.04459903642479368,-0.03482,0.04337,-0.03482,0.54,-10.68,-22.5
40.4153,67204.5741,0.09099853404559557,-0.16480197949024455,0.01953077690577487,-0.01222,0.05315,-0.01588,0.6,-11.1,-22.56
40.4331,67204.5941,0.06577711705792096,-0.17341365163252495,0.008692268511774515,0.05559,-0.03604,0.00611,0.42,-11.04,-22.74
40.4531,67204.6141,0.0343287027489211,-0.1885484981343911,0.014018430266480308,0.06658,-0.07391,0.0171,0.42,-11.64,-22.8
40.4734,67204.6341,0.012185345554393353,-0.20111548371710808,0.03438179585646495,0.0171,-0.03604,0.0226,0.18,-11.28,-22.26
40.4951,67204.6541,0.009161951115551816,-0.20707380793618868,0.06514699160582182,-0.01466,-0.00244,0.01161,0.24,-10.86,-21.96
40.5187,67204.6751,0.024126907396850805,-0.20485485091495295,0.09893484149020537,0.0055,0.04215,-0.00794,0.42,-10.68,-22.02
40.538,67204.6951,0.04911612647671858,-0.19396286527134343,0.1273257022175791,0.02077,0.01649,0.02627,0.24,-10.26,-21.78
40.5595,67204.7161,0.0767458465946992,-0.17432670993299568,0.1427892568416187,-0.0226,-0.03421,0.05681,0.3,-10.56,-22.14
