AppTimestamp(s),Latitude_degrees,Longitude_degrees,floor_ID
61.1854,49.46090020967,11.110491385369,0
65.3033,49.46093276023,11.110472160152,0
70.8414,49.460948188642,11.110539036217,0
79.4589,49.460958637817,11.11066655626,0
102.1872,49.461043432726,11.111013548078,0
104.9793,49.461052766818,11.111052038421,0
142.7875,49.461052766818,11.111052038421,0
145.8637,49.461043432726,11.111013548078,0
167.8337,49.460958637817,11.11066655626,0
175.7402,49.460948188642,11.110539036217,0
180.2107,49.46093276023,11.110472160152,0
184.0749,49.46090020967,11.110491385369,0
